t_s,tran_x,tran_y,tran_z,j0_r00,j0_r01,j0_r02,j0_r10,j0_r11,j0_r12,j0_r20,j0_r21,j0_r22,j1_r00,j1_r01,j1_r02,j1_r10,j1_r11,j1_r12,j1_r20,j1_r21,j1_r22,j2_r00,j2_r01,j2_r02,j2_r10,j2_r11,j2_r12,j2_r20,j2_r21,j2_r22,j3_r00,j3_r01,j3_r02,j3_r10,j3_r11,j3_r12,j3_r20,j3_r21,j3_r22,j4_r00,j4_r01,j4_r02,j4_r10,j4_r11,j4_r12,j4_r20,j4_r21,j4_r22,j5_r00,j5_r01,j5_r02,j5_r10,j5_r11,j5_r12,j5_r20,j5_r21,j5_r22,j6_r00,j6_r01,j6_r02,j6_r10,j6_r11,j6_r12,j6_r20,j6_r21,j6_r22,j7_r00,j7_r01,j7_r02,j7_r10,j7_r11,j7_r12,j7_r20,j7_r21,j7_r22,j8_r00,j8_r01,j8_r02,j8_r10,j8_r11,j8_r12,j8_r20,j8_r21,j8_r22,j9_r00,j9_r01,j9_r02,j9_r10,j9_r11,j9_r12,j9_r20,j9_r21,j9_r22,j10_r00,j10_r01,j10_r02,j10_r10,j10_r11,j10_r12,j10_r20,j10_r21,j10_r22,j11_r00,j11_r01,j11_r02,j11_r10,j11_r11,j11_r12,j11_r20,j11_r21,j11_r22,j12_r00,j12_r01,j12_r02,j12_r10,j12_r11,j12_r12,j12_r20,j12_r21,j12_r22,j13_r00,j13_r01,j13_r02,j13_r10,j13_r11,j13_r12,j13_r20,j13_r21,j13_r22,j14_r00,j14_r01,j14_r02,j14_r10,j14_r11,j14_r12,j14_r20,j14_r21,j14_r22,j15_r00,j15_r01,j15_r02,j15_r10,j15_r11,j15_r12,j15_r20,j15_r21,j15_r22,j16_r00,j16_r01,j16_r02,j16_r10,j16_r11,j16_r12,j16_r20,j16_r21,j16_r22,j17_r00,j17_r01,j17_r02,j17_r10,j17_r11,j17_r12,j17_r20,j17_r21,j17_r22,j18_r00,j18_r01,j18_r02,j18_r10,j18_r11,j18_r12,j18_r20,j18_r21,j18_r22,j19_r00,j19_r01,j19_r02,j19_r10,j19_r11,j19_r12,j19_r20,j19_r21,j19_r22,j20_r00,j20_r01,j20_r02,j20_r10,j20_r11,j20_r12,j20_r20,j20_r21,j20_r22,j21_r00,j21_r01,j21_r02,j21_r10,j21_r11,j21_r12,j21_r20,j21_r21,j21_r22,j22_r00,j22_r01,j22_r02,j22_r10,j22_r11,j22_r12,j22_r20,j22_r21,j22_r22,j23_r00,j23_r01,j23_r02,j23_r10,j23_r11,j23_r12,j23_r20,j23_r21,j23_r22
17.997497,5.134534,0.005537,-11.207803,0.228107,0.066798,-0.971342,-0.018874,0.997760,0.064183,0.973453,0.003692,0.228857,0.969904,-0.231926,-0.074136,0.200033,0.932578,-0.300475,0.138826,0.276602,0.950904,0.955133,-0.153035,0.253578,0.083412,0.960501,0.265481,-0.284190,-0.232418,0.930171,0.992754,0.031403,0.115990,-0.059899,0.966105,0.251104,-0.104173,-0.256232,0.960985,0.969101,0.239290,-0.059861,-0.228626,0.962478,0.146175,0.092593,-0.127973,0.987446,0.940404,0.118166,-0.318869,-0.202983,0.947372,-0.247557,0.272834,0.297529,0.914898,0.999824,0.010496,0.015582,-0.004484,0.938744,-0.344587,-0.018244,0.344456,0.938625,1.000000,-0.000044,-0.000423,0.000047,0.999976,0.006998,0.000422,-0.006998,0.999975,1.000000,0.000085,0.000009,-0.000085,1.000000,-0.000109,-0.000009,0.000109,1.000000,0.998512,0.043913,0.032343,-0.045032,0.998382,0.034732,-0.030765,-0.036137,0.998873,1.000000,0.000036,-0.000002,-0.000036,1.000000,0.000005,0.000002,-0.000005,1.000000,1.000000,0.000036,0.000005,-0.000036,1.000000,-0.000003,-0.000005,0.000003,1.000000,0.835166,0.021286,0.549586,-0.081475,0.993014,0.085351,-0.543930,-0.116060,0.831066,0.900086,0.425577,-0.093435,-0.432615,0.898422,-0.075379,0.051864,0.108269,0.992768,0.925393,-0.377533,0.033418,0.378462,0.915720,-0.134991,0.020362,0.137567,0.990283,0.969784,0.117149,0.213996,-0.021621,0.914984,-0.402911,-0.243003,0.386110,0.889870,0.707961,0.706205,0.008149,-0.686663,0.685580,0.241814,0.165183,-0.176791,0.970288,0.496475,-0.867419,0.033126,0.817853,0.480213,0.317038,-0.290912,-0.130309,0.947834,0.739890,-0.634965,-0.222220,0.421101,0.694751,-0.583091,0.524630,0.337847,0.781424,0.772594,0.621187,0.131245,-0.493393,0.717528,-0.491647,-0.399577,0.315088,0.860847,1.000000,0.000079,0.000001,-0.000079,1.000000,0.000044,-0.000001,-0.000044,1.000000,1.000000,0.000017,-0.000019,-0.000017,1.000000,-0.000054,0.000019,0.000054,1.000000,1.000000,0.000011,-0.000001,-0.000011,1.000000,0.000017,0.000001,-0.000017,1.000000,1.000000,0.000009,-0.000005,-0.000009,1.000000,-0.000024,0.000005,0.000024,1.000000
18.014162,5.142628,0.004888,-11.213108,0.228905,0.066640,-0.971165,-0.013982,0.997776,0.065170,0.973348,-0.001339,0.229328,0.969923,-0.231380,-0.075579,0.198810,0.932194,-0.302471,0.140440,0.278348,0.950157,0.955440,-0.150201,0.254113,0.081837,0.961902,0.260859,-0.283613,-0.228439,0.931332,0.992683,0.031666,0.116524,-0.060295,0.966074,0.251127,-0.104619,-0.256315,0.960915,0.969123,0.239267,-0.059606,-0.228599,0.962426,0.146556,0.092432,-0.128405,0.987405,0.940420,0.118162,-0.318822,-0.202338,0.948054,-0.245463,0.273256,0.295349,0.915478,0.999821,0.010860,0.015467,-0.004842,0.938272,-0.345864,-0.018268,0.345727,0.938157,1.000000,-0.000043,-0.000390,0.000046,0.999976,0.006874,0.000389,-0.006874,0.999976,1.000000,0.000083,0.000009,-0.000083,1.000000,-0.000109,-0.000009,0.000109,1.000000,0.998485,0.044311,0.032614,-0.045454,0.998346,0.035205,-0.031000,-0.036634,0.998848,1.000000,0.000036,-0.000002,-0.000036,1.000000,0.000005,0.000002,-0.000005,1.000000,1.000000,0.000036,0.000005,-0.000036,1.000000,-0.000003,-0.000005,0.000003,1.000000,0.835370,0.021971,0.549248,-0.079959,0.993430,0.081873,-0.543841,-0.112312,0.831639,0.899237,0.427170,-0.094333,-0.434281,0.897654,-0.074950,0.052662,0.108365,0.992715,0.925659,-0.376913,0.033043,0.377786,0.915924,-0.135500,0.020806,0.137910,0.990226,0.969527,0.117482,0.214976,-0.020850,0.913900,-0.405403,-0.244095,0.388567,0.888501,0.709649,0.704540,0.004623,-0.684238,0.687606,0.242934,0.167978,-0.175561,0.970032,0.495108,-0.868310,0.030094,0.819514,0.478227,0.315747,-0.288558,-0.131667,0.948366,0.738678,-0.636790,-0.221031,0.423053,0.693260,-0.583452,0.524768,0.337475,0.781492,0.772952,0.620442,0.132649,-0.492942,0.718894,-0.490102,-0.399440,0.313437,0.861513,1.000000,0.000078,0.000001,-0.000078,1.000000,0.000044,-0.000001,-0.000044,1.000000,1.000000,0.000016,-0.000019,-0.000016,1.000000,-0.000053,0.000019,0.000053,1.000000,1.000000,0.000011,-0.000001,-0.000011,1.000000,0.000017,0.000001,-0.000017,1.000000,1.000000,0.000009,-0.000005,-0.000009,1.000000,-0.000024,0.000005,0.000024,1.000000
18.030826,5.150705,0.004183,-11.218398,0.229728,0.066525,-0.970979,-0.008955,0.997763,0.066241,0.973214,-0.006523,0.229809,0.969951,-0.230847,-0.076847,0.197601,0.931708,-0.304753,0.141950,0.280411,0.949326,0.955763,-0.147303,0.254596,0.080335,0.963384,0.255809,-0.282956,-0.224040,0.932600,0.992612,0.031901,0.117064,-0.060679,0.966016,0.251261,-0.105070,-0.256508,0.960814,0.969139,0.239251,-0.059405,-0.228545,0.962334,0.147245,0.092396,-0.129125,0.987314,0.940458,0.118274,-0.318670,-0.201653,0.948846,-0.242954,0.273634,0.292749,0.916200,0.999819,0.011267,0.015300,-0.005251,0.937696,-0.347418,-0.018261,0.347275,0.937586,1.000000,-0.000042,-0.000355,0.000044,0.999977,0.006715,0.000355,-0.006715,0.999977,1.000000,0.000081,0.000009,-0.000081,1.000000,-0.000108,-0.000009,0.000108,1.000000,0.998456,0.044755,0.032898,-0.045927,0.998304,0.035775,-0.031241,-0.037231,0.998818,1.000000,0.000035,-0.000002,-0.000035,1.000000,0.000005,0.000002,-0.000005,1.000000,1.000000,0.000035,0.000005,-0.000035,1.000000,-0.000002,-0.000005,0.000002,1.000000,0.835575,0.022564,0.548913,-0.078390,0.993829,0.078474,-0.543755,-0.108600,0.832188,0.898312,0.428883,-0.095372,-0.436077,0.896824,-0.074449,0.053602,0.108468,0.992654,0.925869,-0.376417,0.032804,0.377250,0.916057,-0.136092,0.021177,0.138379,0.990153,0.969263,0.117841,0.215971,-0.020057,0.912754,-0.408018,-0.245209,0.391145,0.887061,0.711211,0.702978,0.000925,-0.681928,0.689593,0.243793,0.170743,-0.174019,0.969827,0.493663,-0.869232,0.027043,0.821224,0.476180,0.314394,-0.286159,-0.132996,0.948907,0.737243,-0.638878,-0.219788,0.425403,0.691678,-0.583621,0.524886,0.336772,0.781716,0.773317,0.619654,0.134202,-0.492502,0.720395,-0.488337,-0.399278,0.311545,0.862274,1.000000,0.000077,0.000002,-0.000077,1.000000,0.000043,-0.000002,-0.000043,1.000000,1.000000,0.000016,-0.000018,-0.000016,1.000000,-0.000051,0.000018,0.000051,1.000000,1.000000,0.000010,-0.000001,-0.000010,1.000000,0.000017,0.000001,-0.000017,1.000000,1.000000,0.000008,-0.000005,-0.000008,1.000000,-0.000023,0.000005,0.000023,1.000000
18.047490,5.158961,0.003700,-11.223679,0.230788,0.066654,-0.970718,-0.004414,0.997712,0.067458,0.972994,-0.011284,0.230555,0.970010,-0.230164,-0.078134,0.196249,0.931275,-0.306941,0.143411,0.282402,0.948516,0.956144,-0.144270,0.254902,0.078261,0.964475,0.252316,-0.282248,-0.221301,0.933468,0.992580,0.031759,0.117375,-0.060623,0.966015,0.251275,-0.105406,-0.256526,0.960773,0.969271,0.238731,-0.059340,-0.227974,0.962366,0.147920,0.092420,-0.129847,0.987218,0.940544,0.118445,-0.318352,-0.200551,0.950075,-0.239031,0.274146,0.288665,0.917342,0.999822,0.011497,0.014977,-0.005541,0.936984,-0.349327,-0.018049,0.349182,0.936881,1.000000,-0.000053,-0.000283,0.000055,0.999985,0.005519,0.000283,-0.005519,0.999985,1.000000,0.000090,-0.000126,-0.000090,0.999998,0.002106,0.000126,-0.002106,0.999998,0.998433,0.045117,0.033092,-0.046317,0.998262,0.036445,-0.031391,-0.037920,0.998788,1.000000,0.000021,-0.000008,-0.000021,1.000000,-0.000001,0.000008,0.000001,1.000000,1.000000,0.000021,-0.000004,-0.000021,1.000000,-0.000007,0.000004,0.000007,1.000000,0.835795,0.023060,0.548557,-0.076748,0.994215,0.075141,-0.543651,-0.104903,0.832730,0.897237,0.430838,-0.096665,-0.438139,0.895866,-0.073883,0.054768,0.108643,0.992571,0.925985,-0.376140,0.032712,0.376950,0.916090,-0.136706,0.021453,0.138918,0.990071,0.968991,0.118219,0.216981,-0.019245,0.911563,-0.410709,-0.246346,0.393797,0.885572,0.712590,0.701574,-0.003039,-0.679778,0.691510,0.244368,0.173544,-0.172068,0.969678,0.492147,-0.870181,0.024001,0.822951,0.474070,0.313064,-0.283800,-0.134322,0.949429,0.735600,-0.641224,-0.218458,0.428132,0.689982,-0.583634,0.524972,0.335792,0.782079,0.773717,0.618777,0.135931,-0.492029,0.722069,-0.486338,-0.399087,0.309406,0.863133,1.000000,0.000061,-0.000003,-0.000061,1.000000,0.000018,0.000003,-0.000018,1.000000,1.000000,-0.000004,-0.000023,0.000004,1.000000,-0.000026,0.000023,0.000026,1.000000,1.000000,0.000007,-0.000002,-0.000007,1.000000,0.000006,0.000002,-0.000006,1.000000,1.000000,0.000005,-0.000007,-0.000005,1.000000,-0.000013,0.000007,0.000013,1.000000
18.064155,5.167275,0.003375,-11.228931,0.232169,0.067001,-0.970365,-0.000198,0.997628,0.068836,0.972675,-0.015789,0.231632,0.970138,-0.229198,-0.079371,0.194625,0.930873,-0.309187,0.144750,0.284507,0.947683,0.956562,-0.141085,0.255117,0.075926,0.965462,0.249234,-0.281469,-0.219038,0.934236,0.992564,0.031429,0.117600,-0.060372,0.966002,0.251385,-0.105701,-0.256615,0.960716,0.969452,0.237986,-0.059372,-0.227164,0.962447,0.148631,0.092514,-0.130604,0.987109,0.940679,0.118698,-0.317858,-0.199233,0.951534,-0.234285,0.274643,0.283715,0.918737,0.999826,0.011656,0.014555,-0.005797,0.936156,-0.351537,-0.017724,0.351392,0.936061,1.000000,-0.000054,-0.000186,0.000055,0.999994,0.003612,0.000186,-0.003612,0.999993,1.000000,0.000101,-0.000260,-0.000100,0.999989,0.004594,0.000260,-0.004594,0.999989,0.998414,0.045436,0.033250,-0.046665,0.998219,0.037177,-0.031502,-0.038669,0.998755,1.000000,0.000006,-0.000012,-0.000006,1.000000,-0.000004,0.000012,0.000004,1.000000,1.000000,0.000007,-0.000011,-0.000007,1.000000,-0.000007,0.000011,0.000007,1.000000,0.836033,0.023472,0.548178,-0.075054,0.994585,0.071879,-0.543522,-0.101236,0.833267,0.896073,0.432926,-0.098122,-0.440348,0.894834,-0.073247,0.056092,0.108842,0.992475,0.926026,-0.376036,0.032745,0.376835,0.916025,-0.137456,0.021693,0.139628,0.989966,0.968713,0.118608,0.218006,-0.018414,0.910339,-0.413454,-0.247499,0.396504,0.884041,0.713844,0.700267,-0.007236,-0.677733,0.693401,0.244689,0.176365,-0.169766,0.969575,0.490570,-0.871150,0.020941,0.824714,0.471913,0.311682,-0.281404,-0.135631,0.949956,0.733699,-0.643877,-0.217047,0.431304,0.688152,-0.583459,0.525036,0.334470,0.782603,0.774127,0.617848,0.137809,-0.491561,0.723878,-0.484115,-0.398866,0.307025,0.864084,1.000000,0.000041,-0.000008,-0.000041,1.000000,-0.000004,0.000008,0.000004,1.000000,1.000000,-0.000022,-0.000024,0.000022,1.000000,0.000000,0.000024,-0.000000,1.000000,1.000000,0.000003,-0.000004,-0.000003,1.000000,-0.000004,0.000004,0.000004,1.000000,1.000000,0.000001,-0.000007,-0.000001,1.000000,-0.000001,0.000007,0.000001,1.000000
18.080819,5.175564,0.003079,-11.234160,0.233784,0.067494,-0.969943,0.003895,0.997515,0.070351,0.972281,-0.020225,0.232941,0.970328,-0.228010,-0.080471,0.192790,0.930434,-0.311649,0.145932,0.286887,0.946784,0.956993,-0.137767,0.255311,0.073548,0.966513,0.245854,-0.280632,-0.216503,0.935079,0.992542,0.031104,0.117871,-0.060158,0.965941,0.251671,-0.106028,-0.256885,0.960608,0.969606,0.237340,-0.059448,-0.226429,0.962483,0.149520,0.092705,-0.131515,0.986970,0.940851,0.119113,-0.317194,-0.197924,0.953047,-0.229188,0.275002,0.278412,0.920250,0.999830,0.011859,0.014097,-0.006101,0.935213,-0.354034,-0.017382,0.353888,0.935126,1.000000,-0.000038,-0.000092,0.000039,0.999999,0.001599,0.000091,-0.001599,0.999999,1.000000,0.000118,-0.000351,-0.000115,0.999978,0.006632,0.000352,-0.006632,0.999978,0.998392,0.045785,0.033433,-0.047046,0.998171,0.037970,-0.031633,-0.039482,0.998719,1.000000,-0.000003,-0.000012,0.000003,1.000000,-0.000005,0.000012,0.000005,1.000000,1.000000,-0.000002,-0.000012,0.000002,1.000000,-0.000005,0.000012,0.000005,1.000000,0.836281,0.023791,0.547784,-0.073325,0.994937,0.068730,-0.543376,-0.097644,0.833792,0.894855,0.435080,-0.099701,-0.442632,0.893764,-0.072548,0.057545,0.109051,0.992369,0.925992,-0.376106,0.032917,0.376908,0.915857,-0.138373,0.021895,0.140539,0.989833,0.968430,0.119003,0.219046,-0.017560,0.909081,-0.416250,-0.248666,0.399263,0.882471,0.715026,0.699001,-0.011622,-0.675745,0.695306,0.244783,0.179184,-0.167173,0.969508,0.488918,-0.872146,0.017908,0.826521,0.469711,0.310219,-0.278968,-0.136870,0.950496,0.731500,-0.646865,-0.215577,0.434955,0.686181,-0.583070,0.525092,0.332750,0.783298,0.774542,0.616873,0.139832,-0.491117,0.725823,-0.481649,-0.398609,0.304383,0.865137,1.000000,0.000027,-0.000008,-0.000027,1.000000,-0.000014,0.000008,0.000014,1.000000,1.000000,-0.000032,-0.000020,0.000032,1.000000,0.000015,0.000020,-0.000015,1.000000,1.000000,0.000000,-0.000004,-0.000000,1.000000,-0.000008,0.000004,0.000008,1.000000,1.000000,-0.000001,-0.000006,0.000001,1.000000,0.000005,0.000006,-0.000005,1.000000
18.097483,5.183794,0.002902,-11.239396,0.235506,0.068042,-0.969488,0.008163,0.997373,0.071982,0.971839,-0.024866,0.234332,0.970523,-0.226876,-0.081311,0.191013,0.929833,-0.314521,0.146963,0.289719,0.945761,0.957433,-0.134253,0.255535,0.071117,0.967682,0.241937,-0.279758,-0.213466,0.936038,0.992493,0.031031,0.118298,-0.060249,0.965815,0.252135,-0.106430,-0.257370,0.960434,0.969649,0.237155,-0.059477,-0.226113,0.962345,0.150882,0.093020,-0.132854,0.986761,0.941045,0.119771,-0.316369,-0.196771,0.954534,-0.223931,0.275164,0.272982,0.921827,0.999832,0.012244,0.013639,-0.006571,0.934130,-0.356872,-0.017110,0.356722,0.934054,1.000000,-0.000012,-0.000040,0.000012,1.000000,0.000462,0.000040,-0.000462,1.000000,1.000000,0.000152,-0.000409,-0.000149,0.999966,0.008262,0.000410,-0.008262,0.999966,0.998361,0.046258,0.033685,-0.047556,0.998114,0.038813,-0.031826,-0.040351,0.998679,1.000000,-0.000001,-0.000010,0.000001,1.000000,-0.000004,0.000010,0.000004,1.000000,1.000000,0.000000,-0.000010,-0.000000,1.000000,-0.000004,0.000010,0.000004,1.000000,0.836540,0.024011,0.547379,-0.071560,0.995270,0.065704,-0.543213,-0.094134,0.834301,0.893574,0.437314,-0.101398,-0.445007,0.892644,-0.071802,0.059112,0.109283,0.992251,0.925851,-0.376419,0.033283,0.377245,0.915551,-0.139474,0.022029,0.141688,0.989666,0.968139,0.119419,0.220103,-0.016685,0.907774,-0.419129,-0.249856,0.402102,0.880844,0.716155,0.697754,-0.016159,-0.673807,0.697242,0.244617,0.181949,-0.164296,0.969485,0.487112,-0.873212,0.014931,0.828407,0.467396,0.308679,-0.276521,-0.137992,0.951049,0.728992,-0.650183,-0.214087,0.439068,0.684076,-0.582460,0.525157,0.330610,0.784160,0.775001,0.615805,0.141981,-0.490664,0.727929,-0.478924,-0.398275,0.301502,0.866299,1.000000,0.000030,-0.000007,-0.000030,1.000000,-0.000009,0.000007,0.000009,1.000000,1.000000,-0.000029,-0.000018,0.000029,1.000000,0.000011,0.000018,-0.000011,1.000000,1.000000,0.000001,-0.000003,-0.000001,1.000000,-0.000006,0.000003,0.000006,1.000000,1.000000,-0.000000,-0.000005,0.000000,1.000000,0.000003,0.000005,-0.000003,1.000000
18.114148,5.191938,0.002928,-11.244642,0.237287,0.068545,-0.969018,0.012698,0.997203,0.073648,0.971357,-0.029780,0.235753,0.970715,-0.225863,-0.081847,0.189367,0.929040,-0.317844,0.147828,0.293036,0.944604,0.957891,-0.130524,0.255750,0.068713,0.969030,0.237192,-0.278789,-0.209631,0.937194,0.992417,0.031209,0.118887,-0.060654,0.965606,0.252836,-0.106908,-0.258130,0.960177,0.969605,0.237341,-0.059459,-0.226121,0.962043,0.152780,0.093463,-0.134691,0.986470,0.941261,0.120636,-0.315395,-0.195707,0.956036,-0.218391,0.275183,0.267288,0.923489,0.999831,0.012824,0.013169,-0.007223,0.932903,-0.360054,-0.016903,0.359898,0.932838,1.000000,0.000016,-0.000019,-0.000016,1.000000,0.000085,0.000019,-0.000085,1.000000,1.000000,0.000195,-0.000438,-0.000190,0.999955,0.009468,0.000439,-0.009468,0.999955,0.998321,0.046894,0.033999,-0.048234,0.998045,0.039737,-0.032069,-0.041310,0.998632,1.000000,0.000008,-0.000007,-0.000008,1.000000,-0.000001,0.000007,0.000001,1.000000,1.000000,0.000009,-0.000005,-0.000009,1.000000,-0.000002,0.000005,0.000002,1.000000,0.836802,0.024150,0.546973,-0.069754,0.995588,0.062757,-0.543044,-0.090668,0.834795,0.892246,0.439596,-0.103211,-0.447439,0.891489,-0.071026,0.060789,0.109553,0.992120,0.925625,-0.376927,0.033820,0.377795,0.915125,-0.140770,0.022111,0.143077,0.989464,0.967830,0.119899,0.221199,-0.015823,0.906418,-0.422086,-0.251107,0.405007,0.879155,0.717256,0.696498,-0.020828,-0.671909,0.699235,0.244149,0.184613,-0.161123,0.969514,0.485140,-0.874354,0.012014,0.830377,0.464959,0.307061,-0.274066,-0.138992,0.951614,0.726282,-0.653692,-0.212606,0.443609,0.681986,-0.581469,0.525096,0.327996,0.785298,0.775517,0.614613,0.144307,-0.490184,0.730245,-0.475879,-0.397861,0.298315,0.867591,1.000000,0.000042,-0.000003,-0.000042,1.000000,0.000006,0.000003,-0.000006,1.000000,1.000000,-0.000018,-0.000017,0.000018,1.000000,-0.000005,0.000017,0.000005,1.000000,1.000000,0.000003,-0.000002,-0.000003,1.000000,0.000001,0.000002,-0.000001,1.000000,1.000000,0.000002,-0.000004,-0.000002,1.000000,-0.000003,0.000004,0.000003,1.000000
18.130812,5.200006,0.003158,-11.249890,0.239108,0.068918,-0.968544,0.017458,0.997012,0.075254,0.970836,-0.034903,0.237190,0.970920,-0.224877,-0.082126,0.187765,0.928105,-0.321506,0.148521,0.296736,0.943339,0.958383,-0.126599,0.255881,0.066389,0.970558,0.231538,-0.277660,-0.204914,0.938571,0.992323,0.031534,0.119585,-0.061259,0.965320,0.253783,-0.107435,-0.259160,0.959841,0.969527,0.237666,-0.059434,-0.226229,0.961650,0.155078,0.094012,-0.136907,0.986113,0.941497,0.121644,-0.314304,-0.194620,0.957615,-0.212362,0.275149,0.261108,0.925265,0.999828,0.013542,0.012643,-0.008020,0.931545,-0.363537,-0.016700,0.363373,0.931494,1.000000,0.000039,-0.000007,-0.000039,1.000000,-0.000036,0.000007,0.000036,1.000000,1.000000,0.000231,-0.000448,-0.000227,0.999946,0.010384,0.000450,-0.010384,0.999946,0.998272,0.047677,0.034342,-0.049065,0.997963,0.040771,-0.032328,-0.042386,0.998578,1.000000,0.000017,-0.000003,-0.000017,1.000000,0.000003,0.000003,-0.000003,1.000000,1.000000,0.000017,0.000002,-0.000017,1.000000,-0.000001,-0.000002,0.000001,1.000000,0.837072,0.024211,0.546556,-0.067905,0.995893,0.059884,-0.542862,-0.087241,0.835279,0.890891,0.441879,-0.105152,-0.449884,0.890323,-0.070212,0.062594,0.109858,0.991974,0.925347,-0.377549,0.034493,0.378474,0.914620,-0.142221,0.022148,0.144659,0.989234,0.967501,0.120438,0.222343,-0.014988,0.905057,-0.425027,-0.252423,0.407882,0.877448,0.718369,0.695190,-0.025624,-0.670014,0.701324,0.243362,0.187154,-0.157656,0.969597,0.483012,-0.875566,0.009159,0.832411,0.462400,0.305414,-0.271645,-0.139894,0.952176,0.723454,-0.657309,-0.211092,0.448588,0.679989,-0.579986,0.524770,0.324900,0.786801,0.776101,0.613281,0.146814,-0.489683,0.732793,-0.472467,-0.397340,0.294790,0.869034,1.000000,0.000054,0.000001,-0.000054,1.000000,0.000023,-0.000001,-0.000023,1.000000,1.000000,-0.000007,-0.000013,0.000007,1.000000,-0.000021,0.000013,0.000021,1.000000,1.000000,0.000005,-0.000001,-0.000005,1.000000,0.000008,0.000001,-0.000008,1.000000,1.000000,0.000004,-0.000003,-0.000004,1.000000,-0.000010,0.000003,0.000010,1.000000
18.147476,5.208014,0.003567,-11.255141,0.240922,0.069117,-0.968080,0.022434,0.996798,0.076750,0.970285,-0.040208,0.238600,0.971145,-0.223858,-0.082243,0.186144,0.927078,-0.325387,0.149086,0.300689,0.941998,0.958911,-0.122522,0.255889,0.064163,0.972228,0.225069,-0.276358,-0.199403,0.940141,0.992215,0.031988,0.120361,-0.062034,0.964967,0.254931,-0.107990,-0.260412,0.959439,0.969433,0.238053,-0.059422,-0.226370,0.961202,0.157628,0.094641,-0.139358,0.985709,0.941741,0.122782,-0.313128,-0.193510,0.959260,-0.205848,0.275097,0.254449,0.927134,0.999825,0.014353,0.012037,-0.008930,0.930070,-0.367274,-0.016467,0.367102,0.930035,1.000000,0.000056,0.000003,-0.000056,1.000000,-0.000072,-0.000003,0.000072,1.000000,1.000000,0.000259,-0.000445,-0.000255,0.999938,0.011117,0.000448,-0.011117,0.999938,0.998216,0.048582,0.034703,-0.050022,0.997868,0.041909,-0.032593,-0.043570,0.998519,1.000000,0.000024,0.000002,-0.000024,1.000000,0.000006,-0.000002,-0.000006,1.000000,1.000000,0.000024,0.000008,-0.000024,1.000000,0.000001,-0.000008,-0.000001,1.000000,0.837373,0.024200,0.546096,-0.066027,0.996183,0.057099,-0.542630,-0.083870,0.835774,0.889525,0.444127,-0.107219,-0.452305,0.889164,-0.069338,0.064540,0.110174,0.991815,0.925019,-0.378278,0.035289,0.379276,0.914045,-0.143776,0.022132,0.146379,0.988981,0.967172,0.120959,0.223490,-0.014166,0.903747,-0.427832,-0.253729,0.410621,0.875792,0.719524,0.693798,-0.030506,-0.668104,0.703528,0.242250,0.189535,-0.153924,0.969734,0.480755,-0.876832,0.006346,0.834473,0.459729,0.303815,-0.269312,-0.140765,0.952710,0.720467,-0.661081,-0.209521,0.453998,0.678002,-0.578099,0.524227,0.321379,0.788608,0.776759,0.611802,0.149480,-0.489150,0.735556,-0.468711,-0.396709,0.290957,0.870612,1.000000,0.000062,0.000007,-0.000062,1.000000,0.000039,-0.000007,-0.000039,1.000000,1.000000,0.000002,-0.000008,-0.000002,1.000000,-0.000035,0.000008,0.000035,1.000000,1.000000,0.000007,0.000001,-0.000007,1.000000,0.000015,-0.000001,-0.000015,1.000000,1.000000,0.000006,-0.000001,-0.000006,1.000000,-0.000016,0.000001,0.000016,1.000000
