timestamp_iso,t_s,round,node,label,present_mask_hex,version,node_seq,distance_m,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,hx_g,hy_g,hz_g,imu_temp_c,resp_rate_bpm,ecg_hr_bpm,ecg_rmssd_ms,ecg_flags,bia_resistance_ohm,bia_reactance_ohm,bia_phase_deg,bia_impedance_ohm
2025-06-01T14:30:02.550,2.550,10,WA,Chest,0x55,2,10,0.312,-0.046,+0.074,-0.989,-1.1,+2.1,-0.5,-0.045,+0.093,-0.989,29.06,14,63,57,0,506.0,61.0,6.87,509.7
2025-06-01T14:30:02.805,2.805,11,WA,Chest,0x55,2,11,0.331,-0.058,+0.098,-0.988,-0.8,-0.1,-2.7,-0.033,+0.106,-0.969,29.03,13,62,57,0,504.5,61.8,6.99,508.2
2025-06-01T14:30:03.060,3.060,12,WA,Chest,0x55,2,12,0.283,-0.052,+0.108,-0.966,+1.1,+0.4,+2.4,-0.061,+0.127,-0.944,29.11,14,62,57,0,503.7,62.1,7.03,507.5
2025-06-01T14:30:03.315,3.315,13,WA,Chest,0x55,2,13,0.302,-0.040,+0.117,-0.977,-0.2,+0.4,+0.4,-0.050,+0.114,-0.971,28.96,13,61,57,0,504.0,61.5,6.96,507.7
2025-06-01T14:30:03.570,3.570,14,WA,Chest,0x55,2,14,0.292,-0.047,+0.102,-0.999,-3.2,-1.0,-4.1,-0.061,+0.073,-0.994,29.04,13,62,55,0,507.7,62.4,7.01,511.5
2025-06-01T14:30:03.825,3.825,15,WA,Chest,0x55,2,15,0.339,-0.049,+0.100,-1.010,+1.0,+1.3,+0.2,-0.052,+0.135,-1.012,28.98,14,63,59,0,506.8,62.0,6.98,510.6
2025-06-01T14:30:04.080,4.080,16,WA,Chest,0x55,2,16,0.311,-0.033,+0.119,-1.004,+1.6,+0.7,+0.8,+0.003,+0.115,-0.999,29.09,15,60,58,0,506.4,62.5,7.03,510.3
2025-06-01T14:30:04.335,4.335,17,WA,Chest,0x55,2,17,0.312,-0.041,+0.093,-0.997,-1.2,-1.1,-0.2,-0.064,+0.120,-1.020,29.09,14,61,60,0,506.8,63.4,7.13,510.8
2025-06-01T14:30:04.590,4.590,18,WA,Chest,0x55,2,18,0.303,-0.065,+0.090,-0.983,-0.1,+0.6,-3.8,-0.032,+0.098,-0.976,28.90,14,60,61,0,504.6,62.1,7.02,508.5
2025-06-01T14:30:04.845,4.845,19,WA,Chest,0x55,2,19,0.333,-0.058,+0.094,-0.990,-0.9,+1.4,-0.1,-0.078,+0.108,-0.987,28.95,14,60,58,0,504.9,59.9,6.76,508.4
2025-06-01T14:30:05.100,5.100,20,WA,Chest,0x55,2,20,0.312,-0.050,+0.146,-0.841,+1.7,+2.6,+5.8,-0.055,+0.182,-0.859,29.03,15,61,55,0,502.9,62.0,7.03,506.7
2025-06-01T14:30:05.355,5.355,21,WA,Chest,0x55,2,21,0.311,-0.045,+0.135,-0.878,+0.7,+7.3,+17.4,-0.028,+0.142,-0.836,29.05,15,64,56,0,505.9,61.6,6.95,509.7
2025-06-01T14:30:05.610,5.610,22,WA,Chest,0x55,2,22,0.260,-0.050,+0.081,-0.968,+3.9,+5.9,+21.6,-0.038,+0.109,-0.988,29.05,15,64,55,0,506.7,62.8,7.06,510.6
2025-06-01T14:30:05.865,5.865,23,WA,Chest,0x55,2,23,0.290,-0.029,+0.082,-1.100,-1.8,+5.7,+22.0,-0.023,+0.053,-1.118,29.01,15,67,55,0,504.4,62.9,7.10,508.3
2025-06-01T14:30:06.120,6.120,24,WA,Chest,0x55,2,24,0.267,-0.072,+0.063,-1.146,-3.8,-0.7,+7.9,-0.105,+0.080,-1.141,29.04,16,68,55,0,507.6,62.3,6.99,511.4
2025-06-01T14:30:06.375,6.375,25,WA,Chest,0x55,2,25,0.269,-0.069,+0.074,-1.149,+8.5,-1.7,-7.2,-0.062,+0.069,-1.189,29.06,16,69,52,0,503.5,62.9,7.12,507.4
2025-06-01T14:30:06.630,6.630,26,WA,Chest,0x55,2,26,0.290,-0.045,+0.071,-1.074,+2.6,-9.0,-13.9,-0.065,+0.068,-1.091,29.02,16,67,56,0,504.7,61.8,6.98,508.5
2025-06-01T14:30:06.885,6.885,27,WA,Chest,0x55,2,27,0.287,-0.056,+0.104,-1.005,-3.1,-8.4,-23.0,-0.005,+0.105,-1.036,29.08,17,71,52,0,505.2,61.7,6.96,508.9
2025-06-01T14:30:07.140,7.140,28,WA,Chest,0x55,2,28,0.305,-0.039,+0.120,-0.885,+1.1,-7.7,-16.8,-0.043,+0.127,-0.906,28.92,16,72,54,0,506.6,62.5,7.03,510.4
2025-06-01T14:30:07.395,7.395,29,WA,Chest,0x55,2,29,0.329,-0.039,+0.143,-0.835,-4.8,-1.8,-7.3,-0.036,+0.176,-0.839,29.07,17,73,53,0,506.8,62.3,7.01,510.6
2025-06-01T14:30:07.650,7.650,30,WA,Chest,0x55,2,30,0.324,-0.051,+0.129,-0.830,+3.2,+1.9,+10.4,-0.074,+0.092,-0.825,28.99,17,72,53,0,503.8,61.9,7.00,507.6
2025-06-01T14:30:07.905,7.905,31,WA,Chest,0x55,2,31,0.301,-0.053,+0.122,-0.915,-1.6,+6.3,+21.8,-0.063,+0.123,-0.894,29.10,18,75,53,0,506.3,61.8,6.95,510.1
2025-06-01T14:30:08.160,8.160,32,WA,Chest,0x55,2,32,0.287,-0.053,+0.113,-1.005,+5.1,+9.0,+22.5,-0.078,+0.098,-0.990,29.04,17,75,52,0,509.4,61.9,6.92,513.1
2025-06-01T14:30:08.415,8.415,33,WA,Chest,0x55,2,33,0.262,-0.048,+0.061,-1.081,+6.6,+5.3,+10.4,-0.028,+0.085,-1.058,29.01,18,76,51,0,504.1,62.7,7.09,508.0
2025-06-01T14:30:08.670,8.670,34,WA,Chest,0x55,2,34,0.271,-0.042,+0.069,-1.135,+5.5,+1.5,+6.3,-0.047,+0.060,-1.124,29.08,18,79,48,0,506.1,62.0,6.98,509.9
2025-06-01T14:30:08.925,8.925,35,WA,Chest,0x55,2,35,0.276,-0.054,+0.074,-1.130,-4.2,-2.7,-9.7,-0.042,+0.084,-1.140,29.02,18,78,51,0,504.7,62.3,7.03,508.5
2025-06-01T14:30:09.180,9.180,36,WA,Chest,0x55,2,36,0.275,-0.046,+0.077,-1.084,-4.1,-4.1,-22.4,-0.059,+0.069,-1.063,29.02,19,80,53,0,506.3,62.5,7.03,510.1
2025-06-01T14:30:09.435,9.435,37,WA,Chest,0x55,2,37,0.322,-0.044,+0.112,-0.981,+0.2,-7.4,-20.1,-0.054,+0.126,-0.991,29.00,19,81,53,0,504.5,62.3,7.03,508.4
2025-06-01T14:30:09.690,9.690,38,WA,Chest,0x55,2,38,0.288,-0.062,+0.138,-0.863,-1.4,-6.3,-14.6,-0.036,+0.159,-0.876,29.08,19,80,52,0,506.3,62.5,7.03,510.1
2025-06-01T14:30:09.945,9.945,39,WA,Chest,0x55,2,39,0.315,-0.042,+0.127,-0.830,+0.1,-2.7,-2.6,-0.061,+0.119,-0.801,29.11,19,82,51,0,500.4,61.5,7.00,504.1
2025-06-01T14:30:10.200,10.200,40,WA,Chest,0x55,2,40,0.341,-0.054,+0.139,-0.867,+0.0,+4.4,+11.2,-0.090,+0.140,-0.852,29.14,19,83,48,0,503.8,61.9,7.00,507.6
2025-06-01T14:30:10.455,10.455,41,WA,Chest,0x55,2,41,0.295,-0.062,+0.101,-0.921,+3.9,+10.2,+21.3,-0.054,+0.073,-0.918,29.08,18,83,51,0,505.3,62.6,7.06,509.1
2025-06-01T14:30:10.710,10.710,42,WA,Chest,0x55,2,42,0.259,-0.042,+0.083,-1.042,+1.3,+8.0,+22.9,-0.065,+0.089,-1.028,29.15,20,83,49,0,505.9,61.9,6.98,509.7
2025-06-01T14:30:10.965,10.965,43,WA,Chest,0x55,2,43,0.288,-0.032,+0.073,-1.096,+0.1,+3.0,+17.3,-0.041,+0.090,-1.080,29.10,20,85,48,0,505.0,63.1,7.12,509.0
2025-06-01T14:30:11.220,11.220,44,WA,Chest,0x55,2,44,0.268,-0.045,+0.062,-1.148,+3.4,+2.9,+3.0,-0.027,+0.051,-1.176,29.10,20,87,47,0,504.1,62.2,7.03,507.9
2025-06-01T14:30:11.475,11.475,45,WA,Chest,0x55,2,45,0.246,-0.046,+0.077,-1.119,+2.6,-5.9,-10.8,-0.063,+0.099,-1.122,29.14,20,84,49,0,507.3,62.2,6.99,511.1
2025-06-01T14:30:11.730,11.730,46,WA,Chest,0x55,2,46,0.290,-0.055,+0.084,-1.036,+8.0,-6.3,-23.8,-0.038,+0.043,-1.061,29.17,20,88,47,0,501.9,62.2,7.07,505.8
2025-06-01T14:30:11.985,11.985,47,WA,Chest,0x55,2,47,0.282,-0.062,+0.103,-0.940,+1.1,-6.2,-14.9,-0.075,+0.066,-0.938,29.10,20,87,47,0,504.4,61.9,7.00,508.2
2025-06-01T14:30:12.240,12.240,48,WA,Chest,0x55,2,48,0.293,-0.043,+0.123,-0.871,+0.7,-5.5,-15.6,-0.013,+0.095,-0.885,29.11,21,87,46,0,506.6,62.3,7.01,510.4
2025-06-01T14:30:12.495,12.495,49,WA,Chest,0x55,2,49,0.317,-0.052,+0.130,-0.847,-4.0,+0.6,-0.2,-0.026,+0.120,-0.821,29.12,21,91,45,0,504.6,62.5,7.06,508.5
2025-06-01T14:30:12.750,12.750,50,WA,Chest,0x55,2,50,0.306,-0.040,+0.129,-0.853,+0.9,+8.0,+15.3,-0.049,+0.129,-0.843,29.13,21,90,50,0,505.7,62.1,7.00,509.4
2025-06-01T14:30:13.005,13.005,51,WA,Chest,0x55,2,51,0.282,-0.062,+0.116,-0.965,-1.8,+8.5,+21.2,-0.066,+0.114,-0.982,29.09,21,88,47,0,505.5,62.2,7.01,509.3
2025-06-01T14:30:13.260,13.260,52,WA,Chest,0x55,2,52,0.274,-0.040,+0.076,-1.040,-2.2,+6.0,+21.7,-0.057,+0.075,-1.041,29.19,21,90,46,0,504.5,61.7,6.98,508.3
2025-06-01T14:30:13.515,13.515,53,WA,Chest,0x55,2,53,0.249,-0.031,+0.061,-1.099,-4.6,+5.2,+9.9,-0.027,+0.075,-1.124,29.12,21,91,47,0,505.0,61.4,6.93,508.8
2025-06-01T14:30:13.770,13.770,54,WA,Chest,0x55,2,54,0.260,-0.048,+0.067,-1.165,-2.2,-1.6,-0.8,-0.025,+0.057,-1.165,29.17,20,91,47,0,503.1,62.8,7.11,507.0
2025-06-01T14:30:14.025,14.025,55,WA,Chest,0x55,2,55,0.266,-0.044,+0.051,-1.094,+2.0,-5.5,-16.1,-0.073,+0.026,-1.084,29.11,22,92,44,0,504.6,62.0,7.00,508.4
2025-06-01T14:30:14.280,14.280,56,WA,Chest,0x55,2,56,0.293,-0.064,+0.096,-1.032,-6.8,-8.3,-18.2,-0.045,+0.071,-1.028,29.17,22,92,45,0,504.8,62.0,7.00,508.6
2025-06-01T14:30:14.535,14.535,57,WA,Chest,0x55,2,57,0.294,-0.056,+0.129,-0.922,-0.9,-8.0,-23.3,-0.082,+0.171,-0.962,29.18,22,93,46,0,505.0,62.0,7.00,508.8
2025-06-01T14:30:14.790,14.790,58,WA,Chest,0x55,2,58,0.295,-0.055,+0.132,-0.847,-2.7,-3.5,-10.6,-0.072,+0.085,-0.855,29.14,22,94,45,0,503.8,62.6,7.08,507.7
2025-06-01T14:30:15.045,15.045,59,WA,Chest,0x55,2,59,0.299,-0.072,+0.135,-0.842,-4.0,+0.5,-0.0,-0.107,+0.131,-0.833,29.27,22,92,45,0,504.0,62.6,7.08,507.8
2025-06-01T14:30:15.300,15.300,60,WA,Chest,0x55,2,60,0.307,-0.051,+0.130,-0.881,-2.6,+4.9,+13.0,-0.009,+0.159,-0.876,29.19,22,94,47,0,502.1,61.4,6.97,505.9
2025-06-01T14:30:15.555,15.555,61,WA,Chest,0x55,2,61,0.318,-0.031,+0.100,-0.948,+2.2,+9.8,+20.0,-0.030,+0.110,-0.926,29.26,22,93,44,0,506.5,61.9,6.97,510.3
2025-06-01T14:30:15.810,15.810,62,WA,Chest,0x55,2,62,0.289,-0.049,+0.080,-1.065,+6.9,+7.0,+19.3,-0.044,+0.063,-1.091,29.23,22,95,44,0,504.0,62.2,7.04,507.8
2025-06-01T14:30:16.065,16.065,63,WA,Chest,0x55,2,63,0.253,-0.057,+0.054,-1.123,+4.9,+5.1,+7.7,-0.071,+0.054,-1.114,29.15,22,93,44,0,503.4,62.0,7.03,507.2
2025-06-01T14:30:16.320,16.320,64,WA,Chest,0x55,2,64,0.274,-0.045,+0.078,-1.163,+3.6,-1.8,-7.0,-0.024,+0.096,-1.177,29.17,23,94,47,0,501.7,61.7,7.01,505.5
2025-06-01T14:30:16.575,16.575,65,WA,Chest,0x55,2,65,0.251,-0.039,+0.068,-1.108,-0.8,-4.1,-14.1,-0.081,+0.092,-1.105,29.21,22,95,41,0,504.0,62.3,7.05,507.9
2025-06-01T14:30:16.830,16.830,66,WA,Chest,0x55,2,66,0.301,-0.051,+0.106,-1.016,-3.5,-6.4,-18.7,-0.050,+0.088,-1.009,29.20,22,97,42,0,506.3,61.5,6.92,510.0
2025-06-01T14:30:17.085,17.085,67,WA,Chest,0x55,2,67,0.299,-0.076,+0.106,-0.922,-3.7,-5.7,-19.3,-0.032,+0.121,-0.909,29.20,22,98,42,0,507.4,61.6,6.93,511.1
2025-06-01T14:30:17.340,17.340,68,WA,Chest,0x55,2,68,0.328,-0.048,+0.127,-0.843,-3.1,+1.0,-7.0,-0.056,+0.132,-0.856,29.19,22,95,45,0,501.9,60.6,6.88,505.6
2025-06-01T14:30:17.595,17.595,69,WA,Chest,0x55,2,69,0.328,-0.060,+0.134,-0.854,-3.6,+0.7,+7.0,-0.060,+0.157,-0.852,29.12,23,96,45,0,507.3,61.9,6.96,511.1
2025-06-01T14:30:17.850,17.850,70,WA,Chest,0x55,2,70,0.304,-0.058,+0.112,-0.902,-1.4,+5.6,+19.2,-0.044,+0.140,-0.927,29.20,23,98,45,0,504.0,61.6,6.96,507.8
2025-06-01T14:30:18.105,18.105,71,WA,Chest,0x55,2,71,0.296,-0.039,+0.105,-0.982,-4.9,+5.8,+23.5,-0.056,+0.098,-1.011,29.11,23,95,42,0,503.4,62.8,7.11,507.3
2025-06-01T14:30:18.360,18.360,72,WA,Chest,0x55,2,72,0.257,-0.048,+0.085,-1.084,+3.6,+5.4,+20.2,-0.047,+0.056,-1.074,29.24,22,97,44,0,504.9,63.1,7.12,508.8
2025-06-01T14:30:18.615,18.615,73,WA,Chest,0x55,2,73,0.260,-0.052,+0.059,-1.134,+1.5,+1.3,+10.8,-0.033,+0.067,-1.136,29.19,22,98,42,0,504.7,60.6,6.85,508.3
2025-06-01T14:30:18.870,18.870,74,WA,Chest,0x55,2,74,0.277,-0.050,+0.077,-1.130,+0.6,-1.5,-8.7,-0.046,+0.112,-1.164,29.20,23,100,41,0,506.3,61.8,6.96,510.0
2025-06-01T14:30:19.125,19.125,75,WA,Chest,0x55,2,75,0.333,-0.073,+0.089,-1.107,-0.9,-7.5,-19.8,-0.065,+0.102,-1.125,29.22,23,99,43,0,504.6,62.9,7.11,508.6
2025-06-01T14:30:19.380,19.380,76,WA,Chest,0x55,2,76,0.300,-0.047,+0.107,-0.967,-0.0,-6.4,-23.2,-0.054,+0.111,-0.968,29.25,23,98,41,0,504.6,62.7,7.08,508.5
2025-06-01T14:30:19.635,19.635,77,WA,Chest,0x55,2,77,0.309,-0.048,+0.120,-0.894,+2.0,-5.8,-16.7,-0.042,+0.168,-0.864,29.17,23,99,39,0,505.0,61.5,6.95,508.7
2025-06-01T14:30:19.890,19.890,78,WA,Chest,0x55,2,78,0.303,-0.057,+0.146,-0.856,-2.5,+0.2,-11.4,-0.056,+0.125,-0.837,29.16,23,99,42,0,505.8,61.6,6.95,509.5
2025-06-01T14:30:20.145,20.145,79,WA,Chest,0x55,2,79,0.333,-0.043,+0.121,-0.809,-6.0,+4.9,+11.0,-0.014,+0.139,-0.795,29.20,23,101,39,0,506.8,62.6,7.04,510.7
2025-06-01T14:30:20.400,20.400,80,WA,Chest,0x55,2,80,0.280,-0.052,+0.125,-0.915,+4.0,+4.8,+18.0,-0.038,+0.114,-0.952,29.15,22,99,41,0,505.1,62.4,7.04,508.9
2025-06-01T14:30:20.655,20.655,81,WA,Chest,0x55,2,81,0.275,-0.061,+0.093,-1.000,+1.0,+9.4,+22.6,-0.066,+0.094,-1.003,29.21,23,100,43,0,505.8,61.8,6.97,509.6
2025-06-01T14:30:20.910,20.910,82,WA,Chest,0x55,2,82,0.275,-0.050,+0.066,-1.103,-4.4,+4.7,+18.5,-0.099,+0.068,-1.095,29.34,23,101,42,0,506.3,61.9,6.97,510.1
2025-06-01T14:30:21.165,21.165,83,WA,Chest,0x55,2,83,0.242,-0.040,+0.060,-1.136,-2.9,+0.9,+2.4,-0.026,+0.091,-1.129,29.22,23,100,44,0,505.9,61.4,6.92,509.6
2025-06-01T14:30:21.420,21.420,84,WA,Chest,0x55,2,84,0.285,-0.041,+0.085,-1.120,+2.1,-3.5,-8.3,-0.026,+0.066,-1.113,29.31,23,100,42,0,505.2,62.2,7.03,509.0
2025-06-01T14:30:21.675,21.675,85,WA,Chest,0x55,2,85,0.291,-0.035,+0.090,-1.077,-1.1,-4.7,-18.7,-0.054,+0.079,-1.083,29.21,23,100,40,0,503.8,61.8,6.99,507.6
2025-06-01T14:30:21.930,21.930,86,WA,Chest,0x55,2,86,0.285,-0.038,+0.102,-0.971,-1.4,-10.6,-20.1,-0.078,+0.070,-0.937,29.30,24,101,40,0,504.2,62.4,7.06,508.1
2025-06-01T14:30:22.185,22.185,87,WA,Chest,0x55,2,87,0.302,-0.056,+0.121,-0.869,-3.7,-5.5,-19.0,-0.079,+0.130,-0.841,29.27,23,101,40,0,503.9,62.3,7.04,507.8
2025-06-01T14:30:22.440,22.440,88,WA,Chest,0x55,2,88,0.299,-0.065,+0.143,-0.827,-0.3,+1.9,-2.2,-0.046,+0.133,-0.830,29.29,23,103,39,0,507.3,62.2,6.99,511.1
2025-06-01T14:30:22.695,22.695,89,WA,Chest,0x55,2,89,0.295,-0.049,+0.133,-0.837,+3.4,+1.7,+12.5,-0.070,+0.142,-0.858,29.32,23,102,42,0,502.6,62.1,7.04,506.4
2025-06-01T14:30:22.950,22.950,90,WA,Chest,0x55,2,90,0.309,-0.040,+0.122,-0.937,-0.2,+9.7,+20.4,-0.050,+0.100,-0.897,29.39,23,102,40,0,506.6,61.8,6.96,510.3
2025-06-01T14:30:23.205,23.205,91,WA,Chest,0x55,2,91,0.293,-0.047,+0.088,-1.044,-7.7,+5.1,+22.1,-0.042,+0.081,-1.056,29.31,23,103,38,0,506.7,62.4,7.02,510.5
2025-06-01T14:30:23.460,23.460,92,WA,Chest,0x55,2,92,0.272,-0.052,+0.073,-1.102,-3.3,+4.7,+13.0,-0.028,+0.094,-1.079,29.31,23,102,42,0,505.6,61.8,6.97,509.4
2025-06-01T14:30:23.715,23.715,93,WA,Chest,0x55,2,93,0.263,-0.055,+0.059,-1.153,-5.9,-0.0,+6.0,-0.056,+0.055,-1.116,29.26,24,104,40,0,504.2,61.9,6.99,508.0
2025-06-01T14:30:23.970,23.970,94,WA,Chest,0x55,2,94,0.255,-0.067,+0.069,-1.119,-2.5,-5.7,-9.6,-0.069,+0.081,-1.139,29.35,23,102,42,0,505.1,62.3,7.03,508.9
2025-06-01T14:30:24.225,24.225,95,WA,Chest,0x55,2,95,0.284,-0.061,+0.079,-1.050,-1.3,-6.2,-20.5,-0.072,+0.090,-1.046,29.31,23,103,41,0,505.6,61.8,6.97,509.4
2025-06-01T14:30:24.480,24.480,96,WA,Chest,0x55,2,96,0.275,-0.049,+0.119,-0.965,+0.4,-6.3,-24.0,-0.017,+0.112,-0.973,29.37,23,101,42,0,505.1,62.2,7.02,508.9
2025-06-01T14:30:24.735,24.735,97,WA,Chest,0x55,2,97,0.313,-0.051,+0.127,-0.870,+1.2,-8.6,-11.8,-0.030,+0.095,-0.861,29.33,24,103,41,0,502.6,61.5,6.98,506.3
2025-06-01T14:30:24.990,24.990,98,WA,Chest,0x55,2,98,0.341,-0.050,+0.140,-0.821,+9.6,-2.0,-0.4,-0.052,+0.160,-0.816,29.42,23,101,43,0,503.8,61.9,7.00,507.6
2025-06-01T14:30:25.245,25.245,99,WA,Chest,0x55,2,99,0.334,-0.044,+0.134,-0.851,-1.2,+4.5,+11.4,-0.072,+0.138,-0.814,29.24,23,101,42,0,504.6,61.9,6.99,508.4
2025-06-01T14:30:25.500,25.500,100,WA,Chest,0x55,2,100,0.292,-0.051,+0.111,-0.955,+0.4,+7.1,+18.2,-0.067,+0.131,-0.944,29.33,24,103,41,0,503.7,62.4,7.06,507.6
2025-06-01T14:30:25.755,25.755,101,WA,Chest,0x55,2,101,0.275,-0.057,+0.092,-1.042,+3.7,+7.5,+19.7,-0.046,+0.052,-1.043,29.39,23,102,42,0,505.4,61.0,6.88,509.1
2025-06-01T14:30:26.010,26.010,102,WA,Chest,0x55,2,102,0.285,-0.030,+0.045,-1.121,+0.8,+2.8,+9.7,-0.044,+0.012,-1.100,29.33,24,104,38,0,505.0,61.3,6.92,508.8
2025-06-01T14:30:26.265,26.265,103,WA,Chest,0x55,2,103,0.286,-0.054,+0.081,-1.143,+6.6,+0.4,+0.4,-0.036,+0.038,-1.150,29.31,24,106,39,0,507.6,61.7,6.93,511.3
2025-06-01T14:30:26.520,26.520,104,WA,Chest,0x55,2,104,0.243,-0.046,+0.070,-1.112,+5.6,-3.6,-15.8,-0.038,+0.053,-1.121,29.35,24,103,40,0,504.4,62.1,7.01,508.2
2025-06-01T14:30:26.775,26.775,105,WA,Chest,0x55,2,105,0.275,-0.047,+0.084,-1.034,-3.3,-7.9,-20.5,-0.041,+0.105,-0.991,29.29,24,103,41,0,504.7,62.0,7.00,508.5
2025-06-01T14:30:27.030,27.030,106,WA,Chest,0x55,2,106,0.304,-0.050,+0.136,-0.930,+7.8,-5.6,-19.4,-0.037,+0.147,-0.948,29.37,24,104,38,0,507.3,62.1,6.98,511.1
2025-06-01T14:30:27.285,27.285,107,WA,Chest,0x55,2,107,0.333,-0.078,+0.133,-0.851,+1.4,-6.0,-7.5,-0.068,+0.132,-0.862,29.49,24,105,42,0,506.3,62.7,7.06,510.1
2025-06-01T14:30:27.540,27.540,108,WA,Chest,0x55,2,108,0.307,-0.043,+0.114,-0.829,-1.3,+1.8,+2.4,-0.060,+0.117,-0.829,29.43,23,104,40,0,503.6,63.0,7.13,507.5
2025-06-01T14:30:27.795,27.795,109,WA,Chest,0x55,2,109,0.321,-0.041,+0.136,-0.865,-1.9,+6.9,+14.8,-0.047,+0.152,-0.887,29.32,23,104,38,0,506.1,62.6,7.05,509.9
2025-06-01T14:30:28.050,28.050,110,WA,Chest,0x55,2,110,0.290,-0.064,+0.121,-0.951,-3.9,+6.9,+21.7,-0.017,+0.115,-0.995,29.34,24,105,37,0,503.7,62.5,7.07,507.6
2025-06-01T14:30:28.305,28.305,111,WA,Chest,0x55,2,111,0.312,-0.053,+0.076,-1.034,+0.4,+6.0,+17.2,-0.078,+0.083,-1.014,29.37,24,105,39,0,505.6,61.7,6.96,509.4
2025-06-01T14:30:28.560,28.560,112,WA,Chest,0x55,2,112,0.269,-0.043,+0.072,-1.135,-2.1,+3.1,+7.9,-0.052,+0.075,-1.152,29.44,24,103,40,0,508.5,62.4,6.99,512.3
2025-06-01T14:30:28.815,28.815,113,WA,Chest,0x55,2,113,0.258,-0.046,+0.085,-1.157,+3.7,+0.1,-4.1,-0.025,+0.042,-1.169,29.36,23,105,39,0,504.7,62.1,7.02,508.5
2025-06-01T14:30:29.070,29.070,114,WA,Chest,0x55,2,114,0.263,-0.059,+0.073,-1.097,-4.3,-4.0,-13.9,-0.063,+0.066,-1.105,29.37,23,105,40,0,506.4,62.7,7.06,510.3
2025-06-01T14:30:29.325,29.325,115,WA,Chest,0x55,2,115,0.301,-0.050,+0.092,-1.003,+2.3,-7.5,-20.9,-0.066,+0.120,-1.024,29.45,23,104,40,0,505.9,62.7,7.07,509.8
2025-06-01T14:30:29.580,29.580,116,WA,Chest,0x55,2,116,0.314,-0.064,+0.110,-0.902,-0.3,-4.3,-19.0,-0.091,+0.102,-0.925,29.45,24,105,41,0,507.2,61.3,6.89,510.9
2025-06-01T14:30:29.835,29.835,117,WA,Chest,0x55,2,117,0.300,-0.037,+0.147,-0.851,+2.3,-2.9,-10.8,-0.026,+0.144,-0.849,29.40,24,104,39,0,504.3,61.4,6.95,508.0
2025-06-01T14:30:30.090,30.090,118,WA,Chest,0x55,2,118,0.323,-0.045,+0.110,-0.996,+3.0,-0.4,-0.4,-0.025,+0.098,-0.949,29.36,24,106,40,0,505.2,62.9,7.09,509.1
2025-06-01T14:30:30.345,30.345,119,WA,Chest,0x55,2,119,0.299,-0.052,+0.093,-0.985,+0.0,+2.5,+1.2,-0.024,+0.083,-0.971,29.34,24,104,42,0,506.0,61.4,6.92,509.7
