timestamp_iso,t_s,round,node,label,present_mask_hex,version,node_seq,distance_m,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,hx_g,hy_g,hz_g,imu_temp_c,emg_rms_ch0,emg_rms_ch1,emg_rms_ch2,emg_rms_ch3
2026-06-05T15:00:08.160,8.160,32,WG,R_Knee,0x21,2,32,0.848,+0.014,-0.993,+0.040,-0.1,+0.5,+32.2,+0.020,-0.987,+0.014,29.07,0.104,0.105,0.056,0.052
2026-06-05T15:00:08.415,8.415,33,WG,R_Knee,0x21,2,33,0.805,+0.183,-0.925,+0.269,+5.1,+1.4,+86.4,+0.192,-0.929,+0.272,29.10,0.195,0.189,0.046,0.056
2026-06-05T15:00:08.669,8.670,34,WG,R_Knee,0x21,2,34,0.785,+0.413,-0.703,+0.601,+5.0,+0.1,+114.5,+0.385,-0.669,+0.562,29.09,0.251,0.240,0.029,0.048
2026-06-05T15:00:08.925,8.925,35,WG,R_Knee,0x21,2,35,0.719,+0.522,-0.234,+0.776,+4.7,-1.6,+107.6,+0.501,-0.235,+0.771,29.14,0.232,0.221,0.031,0.031
2026-06-05T15:00:09.179,9.180,36,WG,R_Knee,0x21,2,36,0.659,+0.556,+0.153,+0.796,+1.3,+1.2,+65.0,+0.509,+0.115,+0.744,29.11,0.179,0.162,0.033,0.035
2026-06-05T15:00:09.435,9.435,37,WG,R_Knee,0x21,2,37,0.645,+0.547,+0.334,+0.789,+0.8,-2.0,+14.2,+0.478,+0.339,+0.716,29.09,0.073,0.053,0.040,0.040
2026-06-05T15:00:09.689,9.690,38,WG,R_Knee,0x21,2,38,0.650,+0.566,+0.282,+0.777,+0.3,+2.0,-43.5,+0.490,+0.286,+0.735,29.08,0.282,0.270,0.023,0.052
2026-06-05T15:00:09.945,9.945,39,WG,R_Knee,0x21,2,39,0.678,+0.572,-0.060,+0.845,-3.3,-1.7,-85.4,+0.546,-0.100,+0.784,29.05,0.551,0.504,0.039,0.047
2026-06-05T15:00:10.199,10.200,40,WG,R_Knee,0x21,2,40,0.735,+0.474,-0.492,+0.719,-5.4,+0.4,-107.0,+0.451,-0.507,+0.694,29.11,0.662,0.609,0.027,0.038
2026-06-05T15:00:10.455,10.455,41,WG,R_Knee,0x21,2,41,0.788,+0.303,-0.838,+0.452,-1.7,-1.2,-100.3,+0.254,-0.805,+0.425,29.08,0.619,0.560,0.022,0.034
2026-06-05T15:00:10.710,10.710,42,WG,R_Knee,0x21,2,42,0.848,+0.111,-0.983,+0.094,-2.5,+0.3,-62.1,+0.118,-0.953,+0.134,29.15,0.387,0.358,0.037,0.049
2026-06-05T15:00:10.964,10.965,43,WG,R_Knee,0x21,2,43,0.847,+0.014,-1.012,+0.020,+2.6,+0.4,-4.9,-0.003,-0.997,-0.010,29.09,0.072,0.071,0.021,0.024
2026-06-05T15:00:11.220,11.220,44,WG,R_Knee,0x21,2,44,0.866,+0.044,-0.993,+0.068,+1.1,+0.2,+47.8,+0.028,-0.987,+0.083,29.03,0.120,0.115,0.026,0.024
2026-06-05T15:00:11.474,11.475,45,WG,R_Knee,0x21,2,45,0.802,+0.268,-0.935,+0.341,+2.8,+0.3,+90.5,+0.232,-0.885,+0.334,29.08,0.213,0.200,0.018,0.026
2026-06-05T15:00:11.730,11.730,46,WG,R_Knee,0x21,2,46,0.749,+0.483,-0.589,+0.656,+3.2,-1.8,+111.8,+0.470,-0.552,+0.620,29.07,0.237,0.219,0.030,0.020
2026-06-05T15:00:11.984,11.985,47,WG,R_Knee,0x21,2,47,0.704,+0.579,-0.145,+0.841,+2.4,+0.4,+94.7,+0.500,-0.138,+0.816,29.04,0.212,0.205,0.019,0.024
2026-06-05T15:00:12.240,12.240,48,WG,R_Knee,0x21,2,48,0.652,+0.551,+0.192,+0.782,+2.0,+2.3,+54.1,+0.558,+0.195,+0.726,29.00,0.134,0.131,0.022,0.032
2026-06-05T15:00:12.495,12.495,49,WG,R_Knee,0x21,2,49,0.635,+0.550,+0.320,+0.766,-1.2,-0.8,-1.0,+0.523,+0.319,+0.755,29.10,0.020,0.026,0.019,0.023
2026-06-05T15:00:12.750,12.750,50,WG,R_Knee,0x21,2,50,0.672,+0.547,+0.201,+0.813,-5.3,-0.7,-53.6,+0.520,+0.191,+0.752,29.12,0.339,0.313,0.022,0.033
2026-06-05T15:00:13.005,13.005,51,WG,R_Knee,0x21,2,51,0.719,+0.569,-0.157,+0.821,-5.6,+0.1,-92.3,+0.505,-0.142,+0.750,28.97,0.587,0.530,0.026,0.027
2026-06-05T15:00:13.259,13.260,52,WG,R_Knee,0x21,2,52,0.776,+0.469,-0.585,+0.647,-6.3,+0.3,-108.1,+0.428,-0.591,+0.594,29.05,0.666,0.631,0.021,0.038
2026-06-05T15:00:13.515,13.515,53,WG,R_Knee,0x21,2,53,0.816,+0.264,-0.887,+0.357,-6.8,-2.8,-92.1,+0.230,-0.879,+0.332,29.02,0.573,0.547,0.023,0.030
2026-06-05T15:00:13.769,13.770,54,WG,R_Knee,0x21,2,54,0.821,+0.055,-0.974,+0.068,-0.6,+2.0,-50.3,+0.031,-0.926,+0.092,29.05,0.316,0.309,0.034,0.023
2026-06-05T15:00:14.025,14.025,55,WG,R_Knee,0x21,2,55,0.839,-0.031,-1.002,+0.001,+3.4,-1.5,+9.0,-0.019,-0.978,-0.028,28.94,0.048,0.037,0.022,0.025
2026-06-05T15:00:14.280,14.280,56,WG,R_Knee,0x21,2,56,0.839,+0.089,-0.984,+0.134,+0.3,-0.9,+60.3,+0.094,-0.935,+0.124,28.99,0.179,0.136,0.025,0.026
2026-06-05T15:00:14.535,14.535,57,WG,R_Knee,0x21,2,57,0.780,+0.321,-0.841,+0.413,+1.9,+0.8,+97.9,+0.290,-0.846,+0.378,28.97,0.225,0.229,0.023,0.028
2026-06-05T15:00:14.790,14.790,58,WG,R_Knee,0x21,2,58,0.735,+0.493,-0.528,+0.758,+4.3,-2.0,+107.5,+0.449,-0.525,+0.734,28.92,0.249,0.241,0.027,0.035
2026-06-05T15:00:15.044,15.045,59,WG,R_Knee,0x21,2,59,0.684,+0.592,-0.070,+0.799,+1.8,+0.1,+87.8,+0.552,-0.053,+0.759,28.98,0.204,0.202,0.024,0.041
2026-06-05T15:00:15.300,15.300,60,WG,R_Knee,0x21,2,60,0.654,+0.538,+0.232,+0.782,+1.9,-1.4,+47.7,+0.519,+0.271,+0.710,28.93,0.123,0.109,0.028,0.046
2026-06-05T15:00:15.554,15.555,61,WG,R_Knee,0x21,2,61,0.654,+0.537,+0.341,+0.783,-2.1,+0.7,-13.0,+0.526,+0.340,+0.747,29.00,0.106,0.102,0.036,0.033
2026-06-05T15:00:15.810,15.810,62,WG,R_Knee,0x21,2,62,0.671,+0.581,+0.150,+0.784,-1.5,+1.7,-68.2,+0.538,+0.136,+0.706,29.01,0.414,0.403,0.025,0.036
2026-06-05T15:00:16.065,16.065,63,WG,R_Knee,0x21,2,63,0.715,+0.551,-0.238,+0.792,-5.2,-2.6,-101.5,+0.529,-0.223,+0.766,28.91,0.618,0.590,0.032,0.053
2026-06-05T15:00:16.320,16.320,64,WG,R_Knee,0x21,2,64,0.765,+0.445,-0.679,+0.598,-4.9,-2.2,-105.9,+0.416,-0.627,+0.563,29.02,0.675,0.608,0.027,0.040
2026-06-05T15:00:16.574,16.575,65,WG,R_Knee,0x21,2,65,0.827,+0.205,-0.952,+0.299,-0.8,-1.9,-83.3,+0.196,-0.966,+0.308,29.01,0.525,0.487,0.030,0.032
2026-06-05T15:00:16.830,16.830,66,WG,R_Knee,0x21,2,66,0.859,+0.015,-1.021,+0.019,-2.8,-1.8,-36.0,-0.016,-0.969,+0.016,28.95,0.266,0.239,0.032,0.040
2026-06-05T15:00:17.085,17.085,67,WG,R_Knee,0x21,2,67,0.857,+0.013,-1.014,+0.031,-2.2,+1.6,+17.8,+0.015,-0.980,-0.003,28.97,0.072,0.069,0.029,0.035
2026-06-05T15:00:17.339,17.340,68,WG,R_Knee,0x21,2,68,0.838,+0.153,-0.970,+0.193,+2.3,+0.2,+76.3,+0.168,-0.951,+0.155,28.94,0.166,0.166,0.030,0.030
2026-06-05T15:00:17.594,17.595,69,WG,R_Knee,0x21,2,69,0.769,+0.365,-0.794,+0.530,+5.1,-1.2,+102.2,+0.327,-0.759,+0.500,28.98,0.232,0.218,0.029,0.039
2026-06-05T15:00:17.850,17.850,70,WG,R_Knee,0x21,2,70,0.731,+0.533,-0.385,+0.741,+3.0,-0.0,+105.5,+0.489,-0.390,+0.699,28.99,0.243,0.219,0.023,0.035
2026-06-05T15:00:18.105,18.105,71,WG,R_Knee,0x21,2,71,0.681,+0.579,+0.050,+0.845,+3.9,+1.8,+83.1,+0.595,+0.064,+0.807,28.99,0.192,0.180,0.018,0.026
2026-06-05T15:00:18.359,18.360,72,WG,R_Knee,0x21,2,72,0.659,+0.537,+0.324,+0.790,+3.2,-2.9,+38.0,+0.495,+0.282,+0.782,28.99,0.093,0.080,0.019,0.033
2026-06-05T15:00:18.615,18.615,73,WG,R_Knee,0x21,2,73,0.661,+0.548,+0.314,+0.778,-1.8,-1.5,-28.0,+0.498,+0.306,+0.752,28.92,0.180,0.159,0.024,0.035
2026-06-05T15:00:18.870,18.870,74,WG,R_Knee,0x21,2,74,0.665,+0.563,+0.091,+0.794,-3.8,+1.3,-79.5,+0.535,+0.097,+0.787,28.92,0.473,0.438,0.041,0.044
2026-06-05T15:00:19.125,19.125,75,WG,R_Knee,0x21,2,75,0.722,+0.525,-0.369,+0.747,-3.3,-1.0,-104.7,+0.514,-0.390,+0.674,28.88,0.637,0.589,0.029,0.029
2026-06-05T15:00:19.379,19.380,76,WG,R_Knee,0x21,2,76,0.781,+0.386,-0.768,+0.506,-2.9,-1.9,-106.1,+0.376,-0.738,+0.479,28.94,0.648,0.585,0.021,0.024
2026-06-05T15:00:19.635,19.635,77,WG,R_Knee,0x21,2,77,0.840,+0.143,-0.992,+0.187,-5.0,-2.4,-76.0,+0.153,-0.955,+0.150,28.91,0.463,0.445,0.029,0.021
2026-06-05T15:00:19.890,19.890,78,WG,R_Knee,0x21,2,78,0.853,+0.020,-1.028,+0.043,-0.5,+0.1,-20.2,-0.009,-0.992,+0.018,28.89,0.172,0.151,0.016,0.019
2026-06-05T15:00:20.144,20.145,79,WG,R_Knee,0x21,2,79,0.848,+0.016,-0.996,+0.053,+1.3,-1.1,+38.9,+0.027,-0.946,+0.053,28.91,0.084,0.089,0.017,0.042
2026-06-05T15:00:20.399,20.400,80,WG,R_Knee,0x21,2,80,0.820,+0.194,-0.980,+0.266,+1.7,+0.4,+81.1,+0.132,-0.975,+0.262,28.89,0.190,0.188,0.021,0.030
2026-06-05T15:00:20.655,20.655,81,WG,R_Knee,0x21,2,81,0.756,+0.373,-0.719,+0.564,+5.0,-1.5,+103.9,+0.339,-0.697,+0.552,28.89,0.251,0.242,0.029,0.033
2026-06-05T15:00:20.910,20.910,82,WG,R_Knee,0x21,2,82,0.723,+0.543,-0.310,+0.768,+5.8,-1.1,+103.4,+0.533,-0.297,+0.724,28.92,0.250,0.225,0.022,0.026
2026-06-05T15:00:21.164,21.165,83,WG,R_Knee,0x21,2,83,0.682,+0.538,+0.105,+0.769,+3.0,+0.3,+68.7,+0.502,+0.105,+0.752,28.94,0.197,0.153,0.026,0.052
2026-06-05T15:00:21.420,21.420,84,WG,R_Knee,0x21,2,84,0.656,+0.567,+0.305,+0.776,-1.1,-0.0,+17.9,+0.518,+0.271,+0.722,28.90,0.060,0.068,0.047,0.035
2026-06-05T15:00:21.675,21.675,85,WG,R_Knee,0x21,2,85,0.643,+0.552,+0.269,+0.783,-4.2,-0.5,-38.7,+0.515,+0.251,+0.736,28.86,0.264,0.237,0.032,0.045
2026-06-05T15:00:21.929,21.930,86,WG,R_Knee,0x21,2,86,0.682,+0.557,-0.002,+0.810,-1.6,+1.8,-87.4,+0.538,+0.034,+0.775,28.94,0.525,0.497,0.028,0.036
2026-06-05T15:00:22.184,22.185,87,WG,R_Knee,0x21,2,87,0.730,+0.523,-0.473,+0.725,-3.9,+1.4,-111.1,+0.477,-0.448,+0.670,28.89,0.670,0.618,0.046,0.061
2026-06-05T15:00:22.440,22.440,88,WG,R_Knee,0x21,2,88,0.787,+0.294,-0.823,+0.466,-2.6,+2.3,-101.1,+0.301,-0.792,+0.457,28.86,0.630,0.576,0.027,0.043
2026-06-05T15:00:22.695,22.695,89,WG,R_Knee,0x21,2,89,0.808,+0.111,-0.993,+0.178,-2.9,+0.7,-65.1,+0.146,-0.952,+0.141,28.94,0.427,0.383,0.030,0.032
2026-06-05T15:00:22.949,22.950,90,WG,R_Knee,0x21,2,90,0.842,+0.007,-1.013,+0.026,-1.8,-1.5,-16.9,+0.003,-0.981,+0.049,28.93,0.093,0.087,0.034,0.034
2026-06-05T15:00:23.205,23.205,91,WG,R_Knee,0x21,2,91,0.838,+0.045,-1.005,+0.061,+4.0,-0.3,+45.5,+0.025,-0.978,+0.040,28.88,0.124,0.114,0.037,0.051
2026-06-05T15:00:23.460,23.460,92,WG,R_Knee,0x21,2,92,0.801,+0.244,-0.910,+0.329,+3.4,-0.5,+86.4,+0.222,-0.890,+0.343,28.93,0.220,0.192,0.045,0.030
2026-06-05T15:00:23.714,23.715,93,WG,R_Knee,0x21,2,93,0.753,+0.457,-0.608,+0.666,+3.0,+0.7,+112.9,+0.462,-0.574,+0.638,28.90,0.267,0.246,0.025,0.037
2026-06-05T15:00:23.969,23.970,94,WG,R_Knee,0x21,2,94,0.720,+0.521,-0.188,+0.801,+5.8,-2.4,+95.8,+0.511,-0.167,+0.760,28.90,0.236,0.221,0.026,0.046
2026-06-05T15:00:24.225,24.225,95,WG,R_Knee,0x21,2,95,0.676,+0.555,+0.209,+0.809,+2.0,-0.4,+56.1,+0.511,+0.215,+0.795,28.90,0.151,0.149,0.032,0.031
2026-06-05T15:00:24.480,24.480,96,WG,R_Knee,0x21,2,96,0.645,+0.522,+0.341,+0.706,-1.4,-1.3,+3.4,+0.476,+0.350,+0.642,28.97,0.055,0.040,0.023,0.031
2026-06-05T15:00:24.734,24.735,97,WG,R_Knee,0x21,2,97,0.674,+0.558,+0.245,+0.767,-1.3,+2.6,-53.3,+0.537,+0.217,+0.707,28.94,0.323,0.299,0.033,0.031
2026-06-05T15:00:24.990,24.990,98,WG,R_Knee,0x21,2,98,0.692,+0.555,-0.097,+0.813,-3.1,+1.3,-91.5,+0.535,-0.092,+0.804,28.92,0.567,0.525,0.025,0.026
2026-06-05T15:00:25.245,25.245,99,WG,R_Knee,0x21,2,99,0.764,+0.476,-0.552,+0.696,-6.6,+1.0,-114.0,+0.427,-0.518,+0.613,28.98,0.672,0.615,0.018,0.023
2026-06-05T15:00:25.500,25.500,100,WG,R_Knee,0x21,2,100,0.788,+0.256,-0.890,+0.375,-2.7,+1.8,-90.6,+0.237,-0.859,+0.329,28.91,0.573,0.546,0.020,0.036
2026-06-05T15:00:25.754,25.755,101,WG,R_Knee,0x21,2,101,0.826,+0.050,-0.981,+0.131,-0.8,-1.4,-55.0,+0.045,-0.937,+0.121,28.89,0.334,0.305,0.020,0.040
2026-06-05T15:00:26.010,26.010,102,WG,R_Knee,0x21,2,102,0.862,-0.022,-0.982,+0.002,-0.6,-2.3,+1.9,-0.003,-0.949,+0.000,28.93,0.035,0.028,0.016,0.022
2026-06-05T15:00:26.265,26.265,103,WG,R_Knee,0x21,2,103,0.812,+0.087,-0.972,+0.058,+5.5,+0.5,+53.2,+0.077,-0.957,+0.050,28.89,0.144,0.151,0.033,0.022
2026-06-05T15:00:26.519,26.520,104,WG,R_Knee,0x21,2,104,0.810,+0.279,-0.880,+0.396,+3.0,+0.3,+94.9,+0.283,-0.878,+0.377,28.93,0.218,0.213,0.016,0.025
2026-06-05T15:00:26.775,26.775,105,WG,R_Knee,0x21,2,105,0.761,+0.499,-0.534,+0.703,+6.1,-0.8,+109.7,+0.446,-0.538,+0.623,28.91,0.247,0.218,0.018,0.054
2026-06-05T15:00:27.030,27.030,106,WG,R_Knee,0x21,2,106,0.704,+0.547,-0.085,+0.803,+2.2,-2.2,+91.1,+0.506,-0.048,+0.783,28.98,0.230,0.185,0.040,0.033
2026-06-05T15:00:27.285,27.285,107,WG,R_Knee,0x21,2,107,0.655,+0.556,+0.230,+0.789,+5.9,-1.0,+44.9,+0.484,+0.195,+0.729,28.99,0.128,0.116,0.019,0.031
2026-06-05T15:00:27.539,27.540,108,WG,R_Knee,0x21,2,108,0.652,+0.541,+0.349,+0.755,-4.3,-0.4,-8.7,+0.541,+0.320,+0.695,28.90,0.072,0.076,0.019,0.028
2026-06-05T15:00:27.795,27.795,109,WG,R_Knee,0x21,2,109,0.689,+0.574,+0.169,+0.803,-3.1,+0.4,-63.9,+0.563,+0.165,+0.742,28.88,0.406,0.366,0.035,0.032
2026-06-05T15:00:28.050,28.050,110,WG,R_Knee,0x21,2,110,0.695,+0.572,-0.227,+0.766,-5.1,+1.1,-99.2,+0.570,-0.218,+0.692,28.91,0.617,0.569,0.033,0.030
2026-06-05T15:00:28.304,28.305,111,WG,R_Knee,0x21,2,111,0.769,+0.410,-0.677,+0.582,-3.8,-1.8,-105.7,+0.389,-0.681,+0.522,28.93,0.659,0.610,0.024,0.032
2026-06-05T15:00:28.560,28.560,112,WG,R_Knee,0x21,2,112,0.823,+0.222,-0.927,+0.280,-3.4,+0.2,-88.5,+0.220,-0.906,+0.281,28.92,0.542,0.499,0.023,0.048
2026-06-05T15:00:28.815,28.815,113,WG,R_Knee,0x21,2,113,0.841,+0.039,-1.012,+0.052,-1.1,+1.6,-38.2,+0.076,-0.945,-0.002,28.93,0.289,0.252,0.028,0.035
2026-06-05T15:00:29.070,29.070,114,WG,R_Knee,0x21,2,114,0.847,+0.009,-1.005,-0.008,+1.3,+2.8,+17.0,+0.025,-0.988,+0.005,28.99,0.056,0.065,0.033,0.042
2026-06-05T15:00:29.324,29.325,115,WG,R_Knee,0x21,2,115,0.829,+0.114,-0.984,+0.222,+3.2,+2.1,+67.5,+0.116,-0.940,+0.216,28.99,0.181,0.152,0.031,0.031
2026-06-05T15:00:29.580,29.580,116,WG,R_Knee,0x21,2,116,0.789,+0.319,-0.812,+0.501,+5.3,+0.7,+105.4,+0.314,-0.808,+0.439,29.07,0.242,0.232,0.045,0.032
2026-06-05T15:00:29.835,29.835,117,WG,R_Knee,0x21,2,117,0.749,+0.508,-0.410,+0.751,+4.7,-1.2,+108.1,+0.499,-0.374,+0.710,29.03,0.258,0.225,0.039,0.068
2026-06-05T15:00:30.089,30.090,118,WG,R_Knee,0x21,2,118,0.697,+0.572,+0.044,+0.813,+3.8,+4.1,+82.9,+0.517,+0.003,+0.771,29.02,0.197,0.204,0.029,0.037
2026-06-05T15:00:30.344,30.345,119,WG,R_Knee,0x21,2,119,0.670,+0.557,+0.303,+0.819,+0.2,+0.2,+32.0,+0.493,+0.294,+0.773,29.03,0.096,0.097,0.034,0.031
2026-06-05T15:00:30.600,30.600,120,WG,R_Knee,0x21,2,120,0.629,+0.541,+0.343,+0.769,-2.0,-1.6,-18.1,+0.512,+0.329,+0.721,29.00,0.157,0.163,0.026,0.040
2026-06-05T15:00:30.855,30.855,121,WG,R_Knee,0x21,2,121,0.656,+0.569,+0.082,+0.795,-0.0,+0.4,-71.8,+0.533,+0.062,+0.757,29.06,0.457,0.427,0.037,0.043
2026-06-05T15:00:31.109,31.110,122,WG,R_Knee,0x21,2,122,0.728,+0.507,-0.344,+0.788,-6.3,-0.7,-103.6,+0.508,-0.345,+0.766,29.03,0.642,0.596,0.035,0.032
2026-06-05T15:00:31.365,31.365,123,WG,R_Knee,0x21,2,123,0.776,+0.373,-0.778,+0.544,-3.9,+0.0,-107.0,+0.348,-0.758,+0.505,29.03,0.643,0.594,0.025,0.036
2026-06-05T15:00:31.620,31.620,124,WG,R_Knee,0x21,2,124,0.820,+0.166,-0.956,+0.263,-1.7,-1.1,-78.5,+0.166,-0.943,+0.250,29.05,0.483,0.445,0.025,0.029
2026-06-05T15:00:31.875,31.875,125,WG,R_Knee,0x21,2,125,0.847,-0.002,-1.001,-0.003,-2.1,+0.2,-28.7,+0.005,-0.951,-0.007,29.07,0.186,0.178,0.044,0.045
2026-06-05T15:00:32.130,32.130,126,WG,R_Knee,0x21,2,126,0.844,+0.029,-1.000,+0.028,+1.6,-0.7,+29.4,+0.057,-0.975,+0.012,29.08,0.089,0.076,0.041,0.024
2026-06-05T15:00:32.384,32.385,127,WG,R_Knee,0x21,2,127,0.801,+0.158,-0.941,+0.265,+2.4,+0.3,+74.8,+0.153,-0.924,+0.257,28.97,0.182,0.174,0.024,0.033
