timestamp_iso,t_s,round,node,label,present_mask_hex,version,node_seq,distance_m,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,hx_g,hy_g,hz_g,imu_temp_c,resp_rate_bpm,ecg_hr_bpm,ecg_rmssd_ms,ecg_flags,bia_resistance_ohm,bia_reactance_ohm,bia_phase_deg,bia_impedance_ohm
2026-06-05T15:00:08.415,8.415,33,WA,Chest,0x55,2,33,0.291,+0.054,-1.005,+0.052,-0.8,+0.1,+16.7,+0.037,-0.980,+0.070,29.10,16,74,51,0,509.15,63.28,7.13,513.07
2026-06-05T15:00:08.669,8.670,34,WA,Chest,0x55,2,34,0.290,+0.115,-0.991,+0.115,+0.5,-0.7,+21.8,+0.119,-0.954,+0.150,29.09,17,75,53,0,507.72,63.35,7.17,511.66
2026-06-05T15:00:08.925,8.925,35,WA,Chest,0x55,2,35,0.274,+0.188,-0.991,+0.183,-0.3,-0.4,+21.0,+0.160,-0.954,+0.163,29.14,17,77,47,0,508.61,63.47,7.12,512.55
2026-06-05T15:00:09.179,9.180,36,WA,Chest,0x55,2,36,0.292,+0.224,-0.956,+0.239,+0.8,+0.1,+13.4,+0.201,-0.910,+0.222,29.11,17,79,50,0,509.66,63.28,7.10,513.57
2026-06-05T15:00:09.435,9.435,37,WA,Chest,0x55,2,37,0.258,+0.280,-0.953,+0.248,+0.9,+0.3,+3.3,+0.254,-0.940,+0.262,29.09,18,80,51,0,509.02,63.21,7.06,512.93
2026-06-05T15:00:09.689,9.690,38,WA,Chest,0x55,2,38,0.294,+0.246,-0.946,+0.268,-0.7,+0.4,-8.9,+0.214,-0.960,+0.241,29.08,18,81,48,0,509.15,63.54,7.09,513.10
2026-06-05T15:00:09.945,9.945,39,WA,Chest,0x55,2,39,0.265,+0.213,-0.951,+0.215,-0.6,-0.3,-18.5,+0.181,-0.927,+0.225,29.05,18,82,49,0,509.31,63.32,7.16,513.23
2026-06-05T15:00:10.199,10.200,40,WA,Chest,0x55,2,40,0.289,+0.148,-1.000,+0.161,-0.9,+0.2,-21.2,+0.130,-0.952,+0.168,29.11,19,84,50,0,508.08,63.20,7.08,512.00
2026-06-05T15:00:10.455,10.455,41,WA,Chest,0x55,2,41,0.285,+0.098,-1.011,+0.084,-1.1,+0.3,-19.8,+0.080,-0.968,+0.093,29.08,19,85,46,0,508.88,62.80,7.03,512.74
2026-06-05T15:00:10.710,10.710,42,WA,Chest,0x55,2,42,0.302,+0.024,-1.000,+0.036,-1.9,-0.6,-12.2,+0.016,-0.963,+0.053,29.15,20,86,45,0,508.75,63.26,7.09,512.67
2026-06-05T15:00:10.964,10.965,43,WA,Chest,0x55,2,43,0.297,-0.004,-0.994,-0.011,-0.7,+0.9,-2.3,+0.008,-0.959,-0.007,29.09,20,88,46,0,508.90,63.26,7.15,512.81
2026-06-05T15:00:11.220,11.220,44,WA,Chest,0x55,2,44,0.300,+0.010,-1.014,+0.010,+0.8,+0.6,+8.0,+0.013,-0.993,-0.011,29.03,20,90,44,0,509.31,63.28,7.05,513.23
2026-06-05T15:00:11.474,11.475,45,WA,Chest,0x55,2,45,0.303,+0.072,-1.014,+0.057,+0.4,+0.1,+19.3,+0.074,-0.967,+0.025,29.08,21,94,43,0,509.14,63.73,7.10,513.11
2026-06-05T15:00:11.730,11.730,46,WA,Chest,0x55,2,46,0.290,+0.152,-0.978,+0.132,+1.3,+1.0,+21.7,+0.101,-0.959,+0.137,29.07,21,94,45,0,508.84,62.83,7.13,512.71
2026-06-05T15:00:11.984,11.985,47,WA,Chest,0x55,2,47,0.283,+0.188,-0.969,+0.183,+0.3,-1.1,+21.0,+0.205,-0.919,+0.162,29.04,21,96,44,0,508.98,63.23,7.17,512.89
2026-06-05T15:00:12.240,12.240,48,WA,Chest,0x55,2,48,0.289,+0.262,-0.935,+0.251,+0.3,-0.2,+12.5,+0.234,-0.917,+0.240,29.00,22,96,44,0,509.77,63.07,7.15,513.65
2026-06-05T15:00:12.495,12.495,49,WA,Chest,0x55,2,49,0.275,+0.252,-0.920,+0.257,+0.1,+0.0,-0.4,+0.238,-0.882,+0.232,29.10,22,100,43,0,508.43,63.13,7.08,512.34
2026-06-05T15:00:12.750,12.750,50,WA,Chest,0x55,2,50,0.278,+0.257,-0.938,+0.242,-0.7,-1.2,-10.3,+0.260,-0.887,+0.222,29.12,23,100,43,0,508.68,63.39,7.11,512.61
2026-06-05T15:00:13.005,13.005,51,WA,Chest,0x55,2,51,0.273,+0.174,-0.958,+0.201,-0.9,+0.1,-19.1,+0.162,-0.988,+0.186,28.97,23,103,38,0,509.35,63.07,7.15,513.24
2026-06-05T15:00:13.259,13.260,52,WA,Chest,0x55,2,52,0.301,+0.126,-0.999,+0.150,-1.0,+0.1,-21.4,+0.119,-0.982,+0.145,29.05,23,104,38,0,508.51,63.11,7.18,512.41
2026-06-05T15:00:13.515,13.515,53,WA,Chest,0x55,2,53,0.296,+0.092,-0.994,+0.053,-0.4,+0.4,-17.8,+0.077,-0.977,+0.063,29.02,24,105,41,0,510.45,63.23,7.06,514.35
2026-06-05T15:00:13.769,13.770,54,WA,Chest,0x55,2,54,0.288,+0.009,-0.984,+0.034,-0.3,+0.1,-10.4,-0.004,-0.922,+0.024,29.05,24,104,40,0,509.38,63.21,7.05,513.29
2026-06-05T15:00:14.025,14.025,55,WA,Chest,0x55,2,55,0.302,+0.008,-1.009,+0.015,+0.4,-0.1,+0.8,+0.005,-1.003,+0.043,28.94,24,105,39,0,509.43,63.04,7.04,513.32
2026-06-05T15:00:14.280,14.280,56,WA,Chest,0x55,2,56,0.301,+0.039,-0.989,+0.026,-0.3,-0.1,+11.9,-0.002,-0.998,+0.052,28.99,24,108,39,0,509.51,63.04,7.09,513.39
2026-06-05T15:00:14.535,14.535,57,WA,Chest,0x55,2,57,0.298,+0.096,-1.004,+0.096,+1.0,+0.1,+19.0,+0.064,-0.953,+0.084,28.97,25,109,39,0,509.37,62.81,7.11,513.23
2026-06-05T15:00:14.790,14.790,58,WA,Chest,0x55,2,58,0.297,+0.166,-0.963,+0.145,+0.7,+0.1,+21.1,+0.162,-0.916,+0.149,28.92,25,110,41,0,509.62,63.23,7.10,513.53
2026-06-05T15:00:15.044,15.045,59,WA,Chest,0x55,2,59,0.285,+0.213,-0.962,+0.216,+1.4,+0.5,+18.8,+0.192,-0.950,+0.190,28.98,25,110,37,0,509.61,63.40,7.04,513.54
2026-06-05T15:00:15.300,15.300,60,WA,Chest,0x55,2,60,0.276,+0.237,-0.930,+0.258,+1.3,-0.2,+9.9,+0.249,-0.884,+0.236,28.93,25,113,34,0,510.02,62.91,7.10,513.89
2026-06-05T15:00:15.554,15.555,61,WA,Chest,0x55,2,61,0.299,+0.263,-0.928,+0.254,+0.6,+0.0,-2.0,+0.231,-0.906,+0.236,29.00,26,111,37,0,508.94,62.78,7.08,512.80
2026-06-05T15:00:15.810,15.810,62,WA,Chest,0x55,2,62,0.278,+0.218,-0.945,+0.249,-1.1,+0.2,-12.5,+0.241,-0.887,+0.229,29.01,26,112,34,0,510.43,63.12,7.10,514.32
2026-06-05T15:00:16.065,16.065,63,WA,Chest,0x55,2,63,0.283,+0.191,-0.960,+0.183,-0.6,+0.1,-19.8,+0.190,-0.929,+0.150,28.91,26,113,34,0,509.37,63.01,7.05,513.25
2026-06-05T15:00:16.320,16.320,64,WA,Chest,0x55,2,64,0.280,+0.132,-0.983,+0.121,-0.6,+0.9,-21.8,+0.120,-0.960,+0.120,29.02,26,114,35,0,509.55,63.26,7.14,513.46
2026-06-05T15:00:16.574,16.575,65,WA,Chest,0x55,2,65,0.280,+0.043,-0.998,+0.039,-1.3,+0.5,-17.3,+0.008,-0.975,+0.059,29.01,26,115,37,0,509.14,63.38,7.08,513.07
2026-06-05T15:00:16.830,16.830,66,WA,Chest,0x55,2,66,0.298,+0.019,-0.994,+0.017,-0.0,+0.0,-7.6,+0.010,-0.989,+0.028,28.95,26,116,39,0,509.43,63.13,7.08,513.33
2026-06-05T15:00:17.085,17.085,67,WA,Chest,0x55,2,67,0.297,+0.028,-1.009,-0.005,-0.4,+0.3,+3.9,+0.043,-0.991,+0.010,28.97,26,116,34,0,509.22,63.20,7.13,513.12
2026-06-05T15:00:17.339,17.340,68,WA,Chest,0x55,2,68,0.308,+0.043,-0.986,+0.037,+0.9,-0.1,+14.1,+0.049,-0.971,+0.049,28.94,26,113,35,0,509.84,63.00,7.05,513.71
2026-06-05T15:00:17.594,17.595,69,WA,Chest,0x55,2,69,0.304,+0.101,-0.985,+0.089,+0.9,-1.0,+21.6,+0.085,-0.971,+0.073,28.98,26,115,36,0,508.88,63.15,7.13,512.79
2026-06-05T15:00:17.850,17.850,70,WA,Chest,0x55,2,70,0.294,+0.176,-0.985,+0.144,+0.6,+0.6,+22.0,+0.164,-0.980,+0.130,28.99,26,114,38,0,510.25,63.31,7.11,514.16
2026-06-05T15:00:18.105,18.105,71,WA,Chest,0x55,2,71,0.290,+0.220,-0.958,+0.207,+1.1,+0.4,+15.9,+0.220,-0.889,+0.207,28.99,26,113,36,0,509.08,63.35,7.11,513.01
2026-06-05T15:00:18.359,18.360,72,WA,Chest,0x55,2,72,0.276,+0.280,-0.922,+0.255,+1.2,-0.3,+6.6,+0.278,-0.936,+0.167,28.99,26,115,38,0,509.17,63.41,7.16,513.10
2026-06-05T15:00:18.615,18.615,73,WA,Chest,0x55,2,73,0.281,+0.253,-0.934,+0.246,-1.0,+0.6,-6.4,+0.260,-0.892,+0.237,28.92,26,115,35,0,508.28,63.35,7.09,512.22
2026-06-05T15:00:18.870,18.870,74,WA,Chest,0x55,2,74,0.298,+0.221,-0.957,+0.234,-0.8,+0.8,-15.6,+0.191,-0.924,+0.239,28.92,26,113,33,0,508.27,63.64,7.07,512.23
2026-06-05T15:00:19.125,19.125,75,WA,Chest,0x55,2,75,0.291,+0.179,-0.986,+0.171,+0.4,+1.4,-21.2,+0.172,-0.931,+0.159,28.88,26,114,35,0,508.51,63.07,7.08,512.41
2026-06-05T15:00:19.379,19.380,76,WA,Chest,0x55,2,76,0.295,+0.083,-0.982,+0.098,-0.6,+0.1,-20.9,+0.041,-0.973,+0.087,28.94,26,114,34,0,509.07,63.04,7.10,512.96
2026-06-05T15:00:19.635,19.635,77,WA,Chest,0x55,2,77,0.304,+0.046,-0.991,+0.036,-0.9,-0.5,-15.8,+0.052,-0.954,+0.009,28.91,26,114,35,0,508.77,63.39,7.19,512.70
2026-06-05T15:00:19.890,19.890,78,WA,Chest,0x55,2,78,0.308,-0.010,-1.007,+0.016,-1.0,-0.3,-5.2,-0.002,-0.975,+0.017,28.89,26,113,37,0,509.13,63.44,7.09,513.07
2026-06-05T15:00:20.144,20.145,79,WA,Chest,0x55,2,79,0.289,-0.001,-0.995,+0.006,-0.4,+0.1,+4.4,+0.011,-0.962,-0.003,28.91,26,113,35,0,508.02,63.44,7.19,511.97
2026-06-05T15:00:20.399,20.400,80,WA,Chest,0x55,2,80,0.292,+0.062,-0.998,+0.045,+0.6,+0.5,+16.6,+0.067,-1.000,+0.053,28.89,26,115,35,0,508.29,63.40,7.09,512.22
2026-06-05T15:00:20.655,20.655,81,WA,Chest,0x55,2,81,0.293,+0.102,-0.991,+0.115,+0.5,+0.7,+21.2,+0.082,-0.992,+0.099,28.89,26,114,39,0,508.36,63.11,7.15,512.26
2026-06-05T15:00:20.910,20.910,82,WA,Chest,0x55,2,82,0.281,+0.179,-0.968,+0.185,+0.5,-0.6,+20.4,+0.180,-0.921,+0.156,28.92,26,115,34,0,507.98,63.06,7.07,511.88
2026-06-05T15:00:21.164,21.165,83,WA,Chest,0x55,2,83,0.294,+0.234,-0.952,+0.235,+0.4,-0.6,+14.4,+0.214,-0.938,+0.222,28.94,26,113,37,0,508.26,63.13,7.10,512.16
2026-06-05T15:00:21.420,21.420,84,WA,Chest,0x55,2,84,0.285,+0.277,-0.926,+0.265,+0.7,-0.5,+2.4,+0.230,-0.890,+0.272,28.90,26,113,38,0,508.18,62.98,7.09,512.07
2026-06-05T15:00:21.675,21.675,85,WA,Chest,0x55,2,85,0.262,+0.250,-0.926,+0.267,-0.1,+0.3,-8.7,+0.245,-0.849,+0.275,28.86,26,114,36,0,508.15,63.13,7.05,512.05
2026-06-05T15:00:21.929,21.930,86,WA,Chest,0x55,2,86,0.297,+0.231,-0.952,+0.210,-1.1,+0.5,-17.7,+0.188,-0.925,+0.191,28.94,26,113,38,0,508.41,63.10,7.14,512.31
2026-06-05T15:00:22.184,22.185,87,WA,Chest,0x55,2,87,0.306,+0.151,-0.985,+0.154,-2.0,+0.6,-22.8,+0.154,-0.960,+0.176,28.89,26,113,37,0,508.29,63.29,7.11,512.21
2026-06-05T15:00:22.440,22.440,88,WA,Chest,0x55,2,88,0.310,+0.104,-0.975,+0.090,-0.7,-0.6,-20.3,+0.106,-0.925,+0.060,28.86,26,113,34,0,508.35,63.32,7.13,512.28
2026-06-05T15:00:22.695,22.695,89,WA,Chest,0x55,2,89,0.300,+0.024,-1.003,+0.020,-1.4,+0.3,-12.9,+0.042,-0.987,+0.040,28.94,26,114,39,0,508.37,63.25,7.02,512.29
2026-06-05T15:00:22.949,22.950,90,WA,Chest,0x55,2,90,0.300,-0.008,-0.989,-0.002,-0.2,-1.2,-2.0,-0.010,-0.958,-0.006,28.93,26,113,36,0,508.39,63.06,7.07,512.28
2026-06-05T15:00:23.205,23.205,91,WA,Chest,0x55,2,91,0.317,+0.008,-0.981,+0.013,+0.0,-0.7,+8.2,-0.006,-0.945,+0.013,28.88,26,114,37,0,509.71,63.19,7.00,513.62
2026-06-05T15:00:23.460,23.460,92,WA,Chest,0x55,2,92,0.297,+0.060,-1.002,+0.059,+0.2,-1.1,+16.2,+0.053,-0.977,+0.063,28.93,26,112,36,0,508.36,63.07,7.06,512.26
2026-06-05T15:00:23.714,23.715,93,WA,Chest,0x55,2,93,0.295,+0.126,-0.967,+0.138,+1.4,-0.4,+24.0,+0.108,-0.958,+0.131,28.90,26,114,36,0,508.88,63.03,7.07,512.77
2026-06-05T15:00:23.969,23.970,94,WA,Chest,0x55,2,94,0.282,+0.176,-0.969,+0.186,+0.2,+0.3,+20.1,+0.150,-0.933,+0.211,28.90,26,114,37,0,508.95,63.33,7.07,512.87
2026-06-05T15:00:24.225,24.225,95,WA,Chest,0x55,2,95,0.284,+0.254,-0.927,+0.225,-0.7,-0.4,+11.2,+0.244,-0.928,+0.230,28.90,26,114,34,0,508.85,63.09,7.08,512.75
2026-06-05T15:00:24.480,24.480,96,WA,Chest,0x55,2,96,0.278,+0.286,-0.934,+0.248,-0.6,+0.0,+0.9,+0.246,-0.883,+0.267,28.97,26,114,35,0,509.46,63.24,7.14,513.37
2026-06-05T15:00:24.734,24.735,97,WA,Chest,0x55,2,97,0.282,+0.260,-0.943,+0.239,+0.6,-0.7,-11.7,+0.222,-0.944,+0.255,28.94,26,113,38,0,509.13,63.56,7.09,513.08
2026-06-05T15:00:24.990,24.990,98,WA,Chest,0x55,2,98,0.298,+0.209,-0.936,+0.212,-0.5,+0.7,-19.1,+0.183,-0.903,+0.211,28.92,26,114,37,0,509.41,63.07,7.04,513.30
2026-06-05T15:00:25.245,25.245,99,WA,Chest,0x55,2,99,0.290,+0.160,-0.997,+0.132,-0.9,+1.4,-20.2,+0.132,-0.989,+0.138,28.98,26,114,36,0,508.41,63.69,7.11,512.38
2026-06-05T15:00:25.500,25.500,100,WA,Chest,0x55,2,100,0.307,+0.076,-0.996,+0.068,-1.9,+0.7,-18.2,+0.061,-0.955,+0.050,28.91,26,115,36,0,509.61,63.08,7.18,513.50
2026-06-05T15:00:25.754,25.755,101,WA,Chest,0x55,2,101,0.298,+0.013,-1.007,+0.017,-1.1,-0.0,-9.9,+0.022,-0.984,-0.022,28.89,26,114,37,0,509.18,63.05,7.08,513.07
2026-06-05T15:00:26.010,26.010,102,WA,Chest,0x55,2,102,0.305,+0.008,-1.016,-0.022,-0.6,-0.2,+0.2,+0.003,-0.954,-0.040,28.93,26,115,39,0,509.20,63.48,7.02,513.14
2026-06-05T15:00:26.265,26.265,103,WA,Chest,0x55,2,103,0.284,+0.011,-0.972,+0.012,+0.7,-0.5,+12.3,+0.010,-0.934,+0.022,28.89,26,114,35,0,510.09,62.83,7.14,513.94
2026-06-05T15:00:26.519,26.520,104,WA,Chest,0x55,2,104,0.308,+0.057,-0.994,+0.076,+1.1,-0.0,+18.7,+0.093,-0.922,+0.080,28.93,26,113,35,0,509.04,63.47,7.04,512.98
2026-06-05T15:00:26.775,26.775,105,WA,Chest,0x55,2,105,0.291,+0.141,-0.983,+0.153,+0.6,-0.3,+21.6,+0.123,-0.932,+0.152,28.91,26,115,37,0,509.38,63.65,7.10,513.34
2026-06-05T15:00:27.030,27.030,106,WA,Chest,0x55,2,106,0.285,+0.208,-0.946,+0.205,+1.2,-0.8,+17.2,+0.183,-0.906,+0.201,28.98,26,113,36,0,510.05,63.01,7.12,513.92
2026-06-05T15:00:27.285,27.285,107,WA,Chest,0x55,2,107,0.286,+0.275,-0.943,+0.247,+0.5,+0.1,+9.7,+0.273,-0.905,+0.287,28.99,26,113,37,0,510.42,63.12,7.10,514.31
2026-06-05T15:00:27.539,27.540,108,WA,Chest,0x55,2,108,0.282,+0.264,-0.932,+0.275,-0.4,+0.3,-1.9,+0.227,-0.923,+0.256,28.90,26,114,34,0,509.31,63.12,7.13,513.21
2026-06-05T15:00:27.795,27.795,109,WA,Chest,0x55,2,109,0.281,+0.243,-0.933,+0.246,-1.2,-0.4,-13.3,+0.191,-0.898,+0.267,28.88,26,114,36,0,510.41,63.12,7.11,514.29
2026-06-05T15:00:28.050,28.050,110,WA,Chest,0x55,2,110,0.280,+0.183,-0.954,+0.201,-1.4,+1.4,-19.2,+0.136,-0.922,+0.187,28.91,26,113,39,0,509.55,63.08,7.04,513.44
2026-06-05T15:00:28.304,28.305,111,WA,Chest,0x55,2,111,0.283,+0.097,-0.961,+0.111,-0.6,-0.1,-20.8,+0.092,-0.947,+0.088,28.93,26,114,36,0,508.81,63.17,7.09,512.72
2026-06-05T15:00:28.560,28.560,112,WA,Chest,0x55,2,112,0.273,+0.038,-0.983,+0.044,-1.6,-0.6,-18.0,+0.036,-0.936,+0.080,28.92,26,115,39,0,508.99,63.35,7.07,512.92
2026-06-05T15:00:28.815,28.815,113,WA,Chest,0x55,2,113,0.280,-0.000,-1.019,+0.014,+0.7,+0.1,-9.4,+0.009,-0.971,+0.028,28.93,26,113,36,0,508.79,63.03,7.08,512.68
2026-06-05T15:00:29.070,29.070,114,WA,Chest,0x55,2,114,0.283,-0.003,-0.997,-0.018,-0.5,+0.1,+4.1,+0.008,-0.967,-0.016,28.99,26,114,36,0,509.58,63.67,7.11,513.55
2026-06-05T15:00:29.324,29.325,115,WA,Chest,0x55,2,115,0.292,+0.024,-0.983,+0.023,+0.1,-0.5,+14.1,+0.010,-0.936,+0.000,28.99,26,114,36,0,508.54,63.63,7.05,512.51
2026-06-05T15:00:29.580,29.580,116,WA,Chest,0x55,2,116,0.299,+0.080,-0.981,+0.097,+0.1,-0.4,+20.0,+0.082,-0.962,+0.106,29.07,26,116,34,0,509.22,62.77,7.08,513.07
2026-06-05T15:00:29.835,29.835,117,WA,Chest,0x55,2,117,0.296,+0.154,-0.984,+0.161,+1.7,+1.5,+22.1,+0.133,-0.949,+0.169,29.03,26,114,36,0,508.88,63.13,7.04,512.78
2026-06-05T15:00:30.089,30.090,118,WA,Chest,0x55,2,118,0.273,+0.220,-0.962,+0.221,+0.4,+0.4,+16.7,+0.229,-0.969,+0.225,29.02,26,114,34,0,507.90,63.15,7.14,511.81
2026-06-05T15:00:30.344,30.345,119,WA,Chest,0x55,2,119,0.290,+0.269,-0.925,+0.284,+0.2,-0.5,+6.4,+0.269,-0.881,+0.289,29.03,26,114,38,0,508.91,63.03,7.10,512.80
