timestamp_iso,t_s,round,node,label,present_mask_hex,version,node_seq,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,hx_g,hy_g,hz_g,imu_temp_c,eeg_delta,eeg_theta,eeg_alpha,eeg_beta,eeg_gamma
2025-06-01T15:00:03.825,3.825,15,HEAD,Head_main,0x09,2,15,+0.011,-0.989,+0.057,-0.4,-0.0,-3.5,+0.028,-0.975,+0.035,28.94,0.342,0.199,0.232,0.152,0.076
2025-06-01T15:00:04.080,4.080,16,HEAD,Head_main,0x09,2,16,+0.004,-0.997,+0.067,-0.1,-0.6,-2.4,+0.005,-1.016,+0.063,28.94,0.355,0.193,0.229,0.154,0.068
2025-06-01T15:00:04.335,4.335,17,HEAD,Head_main,0x09,2,17,-0.008,-0.981,+0.051,+2.0,-0.9,-1.5,-0.002,-0.974,+0.050,28.99,0.357,0.197,0.222,0.149,0.074
2025-06-01T15:00:04.590,4.590,18,HEAD,Head_main,0x09,2,18,-0.007,-0.987,+0.053,-1.7,-2.4,-2.3,-0.043,-0.980,+0.038,29.03,0.358,0.204,0.202,0.150,0.087
2025-06-01T15:00:04.845,4.845,19,HEAD,Head_main,0x09,2,19,-0.013,-0.985,+0.060,-5.1,+1.0,+0.4,-0.061,-0.959,+0.036,29.03,0.346,0.210,0.220,0.149,0.074
2025-06-01T15:00:05.100,5.100,20,HEAD,Head_main,0x09,2,20,+0.006,-0.860,+0.119,+5.5,+0.6,+6.9,+0.051,-0.885,+0.110,28.93,0.311,0.182,0.165,0.242,0.101
2025-06-01T15:00:05.355,5.355,21,HEAD,Head_main,0x09,2,21,-0.004,-0.891,+0.086,+4.7,+3.6,+9.0,+0.018,-0.869,+0.103,29.02,0.307,0.178,0.163,0.250,0.101
2025-06-01T15:00:05.610,5.610,22,HEAD,Head_main,0x09,2,22,+0.011,-0.922,+0.086,+4.2,+1.3,+17.4,+0.027,-0.946,+0.093,29.01,0.295,0.182,0.155,0.240,0.128
2025-06-01T15:00:05.865,5.865,23,HEAD,Head_main,0x09,2,23,+0.018,-0.993,+0.080,+5.3,+2.1,+17.9,+0.054,-0.993,+0.069,29.02,0.295,0.180,0.169,0.246,0.111
2025-06-01T15:00:06.120,6.120,24,HEAD,Head_main,0x09,2,24,+0.003,-1.079,+0.059,+4.6,-0.4,+13.5,-0.013,-1.059,+0.033,29.02,0.288,0.194,0.159,0.255,0.104
2025-06-01T15:00:06.375,6.375,25,HEAD,Head_main,0x09,2,25,+0.015,-1.103,+0.076,+0.6,-1.5,-1.6,+0.015,-1.103,+0.059,29.02,0.284,0.182,0.157,0.260,0.116
2025-06-01T15:00:06.630,6.630,26,HEAD,Head_main,0x09,2,26,+0.019,-1.096,+0.058,-1.1,-0.8,-5.8,+0.037,-1.063,+0.041,29.06,0.297,0.183,0.130,0.276,0.114
2025-06-01T15:00:06.885,6.885,27,HEAD,Head_main,0x09,2,27,-0.009,-1.052,+0.069,-1.1,-0.1,-18.2,+0.043,-1.059,+0.099,29.04,0.315,0.186,0.149,0.238,0.112
2025-06-01T15:00:07.140,7.140,28,HEAD,Head_main,0x09,2,28,+0.012,-1.003,+0.071,-5.9,-2.0,-19.6,+0.003,-1.008,+0.085,29.05,0.310,0.186,0.152,0.255,0.097
2025-06-01T15:00:07.395,7.395,29,HEAD,Head_main,0x09,2,29,+0.025,-0.961,+0.076,-9.0,-0.9,-20.2,+0.030,-0.951,+0.051,29.01,0.290,0.173,0.162,0.258,0.117
2025-06-01T15:00:07.650,7.650,30,HEAD,Head_main,0x09,2,30,+0.003,-0.869,+0.087,-1.2,-2.5,-17.5,-0.004,-0.844,+0.081,29.07,0.296,0.182,0.159,0.258,0.106
2025-06-01T15:00:07.905,7.905,31,HEAD,Head_main,0x09,2,31,+0.018,-0.844,+0.097,-0.3,-0.5,-0.7,+0.066,-0.853,+0.117,29.05,0.294,0.178,0.169,0.242,0.116
2025-06-01T15:00:08.160,8.160,32,HEAD,Head_main,0x09,2,32,-0.008,-0.841,+0.084,+3.2,-0.7,+8.1,-0.037,-0.876,+0.068,28.95,0.316,0.184,0.162,0.240,0.098
2025-06-01T15:00:08.415,8.415,33,HEAD,Head_main,0x09,2,33,+0.017,-0.908,+0.102,+1.5,+2.2,+17.2,+0.042,-0.906,+0.110,29.09,0.303,0.177,0.145,0.257,0.118
2025-06-01T15:00:08.670,8.670,34,HEAD,Head_main,0x09,2,34,+0.005,-0.972,+0.079,+2.3,+2.9,+20.5,+0.009,-0.960,+0.043,29.06,0.295,0.179,0.182,0.240,0.105
2025-06-01T15:00:08.925,8.925,35,HEAD,Head_main,0x09,2,35,+0.013,-1.021,+0.075,+3.4,+4.0,+18.6,-0.016,-1.051,+0.103,29.12,0.311,0.175,0.166,0.254,0.095
2025-06-01T15:00:09.180,9.180,36,HEAD,Head_main,0x09,2,36,+0.034,-1.061,+0.054,+7.2,+1.0,+12.9,+0.014,-1.091,+0.056,29.07,0.281,0.182,0.156,0.258,0.123
2025-06-01T15:00:09.435,9.435,37,HEAD,Head_main,0x09,2,37,+0.030,-1.137,+0.075,-3.9,+1.9,+4.2,+0.046,-1.172,+0.072,29.08,0.318,0.165,0.160,0.249,0.107
2025-06-01T15:00:09.690,9.690,38,HEAD,Head_main,0x09,2,38,+0.017,-1.099,+0.053,+0.8,-1.1,-7.1,-0.007,-1.119,+0.067,29.10,0.306,0.182,0.148,0.249,0.115
2025-06-01T15:00:09.945,9.945,39,HEAD,Head_main,0x09,2,39,+0.039,-1.064,+0.060,-2.1,-2.7,-17.6,+0.042,-1.082,+0.075,29.09,0.309,0.164,0.165,0.254,0.108
2025-06-01T15:00:10.200,10.200,40,HEAD,Head_main,0x09,2,40,+0.034,-0.995,+0.060,-1.4,-2.5,-19.4,+0.013,-0.998,+0.068,29.08,0.305,0.173,0.160,0.244,0.119
2025-06-01T15:00:10.455,10.455,41,HEAD,Head_main,0x09,2,41,+0.005,-0.930,+0.091,-6.5,-2.7,-18.7,-0.004,-0.958,+0.094,29.01,0.287,0.181,0.170,0.245,0.117
2025-06-01T15:00:10.710,10.710,42,HEAD,Head_main,0x09,2,42,+0.006,-0.880,+0.079,-6.4,-2.0,-10.2,-0.003,-0.895,+0.096,29.20,0.296,0.176,0.169,0.239,0.120
2025-06-01T15:00:10.965,10.965,43,HEAD,Head_main,0x09,2,43,+0.021,-0.869,+0.123,+0.7,-1.2,+1.1,+0.036,-0.876,+0.127,29.03,0.291,0.175,0.168,0.249,0.117
2025-06-01T15:00:11.220,11.220,44,HEAD,Head_main,0x09,2,44,-0.005,-0.862,+0.100,+6.3,-0.7,+9.8,-0.018,-0.851,+0.117,29.10,0.288,0.191,0.177,0.247,0.097
2025-06-01T15:00:11.475,11.475,45,HEAD,Head_main,0x09,2,45,-0.007,-0.922,+0.093,+5.4,+1.1,+15.7,-0.009,-0.891,+0.114,29.15,0.311,0.184,0.163,0.244,0.097
2025-06-01T15:00:11.730,11.730,46,HEAD,Head_main,0x09,2,46,+0.032,-0.975,+0.061,+6.1,+0.6,+18.7,+0.035,-0.979,+0.042,29.15,0.298,0.173,0.153,0.265,0.111
2025-06-01T15:00:11.985,11.985,47,HEAD,Head_main,0x09,2,47,+0.039,-1.023,+0.059,+4.3,+3.7,+13.4,+0.063,-1.014,+0.041,29.16,0.295,0.179,0.162,0.260,0.103
2025-06-01T15:00:12.240,12.240,48,HEAD,Head_main,0x09,2,48,+0.041,-1.117,+0.054,+4.2,+1.6,+13.9,+0.002,-1.118,+0.075,29.17,0.300,0.190,0.144,0.254,0.112
2025-06-01T15:00:12.495,12.495,49,HEAD,Head_main,0x09,2,49,+0.033,-1.105,+0.061,-0.9,-0.6,+0.5,+0.017,-1.117,+0.044,29.20,0.302,0.187,0.158,0.241,0.112
2025-06-01T15:00:12.750,12.750,50,HEAD,Head_main,0x09,2,50,+0.013,-1.100,+0.058,+0.3,-1.4,-10.1,+0.014,-1.129,+0.051,29.16,0.307,0.186,0.158,0.252,0.097
2025-06-01T15:00:13.005,13.005,51,HEAD,Head_main,0x09,2,51,+0.039,-1.023,+0.064,-4.4,-0.9,-18.4,+0.053,-1.031,+0.072,29.30,0.300,0.172,0.171,0.255,0.102
2025-06-01T15:00:13.260,13.260,52,HEAD,Head_main,0x09,2,52,+0.020,-0.970,+0.080,-6.0,-3.8,-21.6,+0.064,-0.999,+0.094,29.10,0.293,0.193,0.166,0.245,0.103
2025-06-01T15:00:13.515,13.515,53,HEAD,Head_main,0x09,2,53,+0.009,-0.929,+0.073,-5.0,-2.1,-17.7,-0.012,-0.939,+0.063,29.17,0.317,0.172,0.144,0.263,0.104
2025-06-01T15:00:13.770,13.770,54,HEAD,Head_main,0x09,2,54,+0.015,-0.874,+0.105,-2.9,-5.5,-10.1,+0.034,-0.854,+0.091,29.15,0.306,0.184,0.160,0.243,0.108
2025-06-01T15:00:14.025,14.025,55,HEAD,Head_main,0x09,2,55,-0.007,-0.852,+0.101,-0.2,-1.9,+3.0,+0.016,-0.875,+0.138,29.14,0.297,0.167,0.173,0.247,0.116
2025-06-01T15:00:14.280,14.280,56,HEAD,Head_main,0x09,2,56,+0.008,-0.877,+0.088,+4.4,+0.3,+11.4,+0.020,-0.880,+0.107,29.19,0.297,0.200,0.142,0.236,0.124
2025-06-01T15:00:14.535,14.535,57,HEAD,Head_main,0x09,2,57,+0.017,-0.923,+0.078,+9.5,+2.8,+16.7,+0.025,-0.883,+0.070,29.25,0.306,0.167,0.156,0.268,0.103
2025-06-01T15:00:14.790,14.790,58,HEAD,Head_main,0x09,2,58,+0.016,-0.994,+0.063,+2.9,+4.5,+20.3,+0.020,-0.985,+0.045,29.15,0.295,0.189,0.158,0.255,0.103
2025-06-01T15:00:15.045,15.045,59,HEAD,Head_main,0x09,2,59,+0.013,-1.070,+0.064,+6.5,+2.3,+16.6,+0.046,-1.071,+0.073,29.15,0.292,0.186,0.145,0.252,0.125
2025-06-01T15:00:15.300,15.300,60,HEAD,Head_main,0x09,2,60,+0.033,-1.092,+0.050,-0.5,+2.4,+9.3,+0.007,-1.093,+0.049,29.23,0.293,0.169,0.161,0.252,0.125
2025-06-01T15:00:15.555,15.555,61,HEAD,Head_main,0x09,2,61,+0.031,-1.109,+0.026,-3.7,+0.0,-0.2,+0.046,-1.102,+0.057,29.23,0.307,0.177,0.160,0.244,0.112
2025-06-01T15:00:15.810,15.810,62,HEAD,Head_main,0x09,2,62,+0.027,-1.082,+0.080,-7.5,+1.5,-12.9,+0.079,-1.069,+0.103,29.30,0.293,0.199,0.150,0.269,0.089
2025-06-01T15:00:16.065,16.065,63,HEAD,Head_main,0x09,2,63,+0.019,-1.042,+0.075,-6.4,-4.7,-16.0,-0.012,-1.011,+0.085,29.26,0.297,0.191,0.163,0.248,0.100
2025-06-01T15:00:16.320,16.320,64,HEAD,Head_main,0x09,2,64,+0.012,-0.959,+0.090,-7.8,+0.7,-21.8,+0.016,-0.935,+0.128,29.22,0.301,0.165,0.166,0.256,0.113
2025-06-01T15:00:16.575,16.575,65,HEAD,Head_main,0x09,2,65,-0.005,-0.890,+0.077,-4.2,-1.7,-15.1,+0.007,-0.891,+0.059,29.20,0.309,0.178,0.150,0.257,0.106
2025-06-01T15:00:16.830,16.830,66,HEAD,Head_main,0x09,2,66,+0.007,-0.840,+0.096,-3.4,-2.3,-2.7,-0.013,-0.822,+0.088,29.23,0.289,0.171,0.163,0.244,0.133
2025-06-01T15:00:17.085,17.085,67,HEAD,Head_main,0x09,2,67,+0.005,-0.853,+0.091,+4.9,-0.4,+7.6,-0.005,-0.836,+0.098,29.22,0.304,0.165,0.166,0.258,0.108
2025-06-01T15:00:17.340,17.340,68,HEAD,Head_main,0x09,2,68,+0.000,-0.897,+0.107,+0.3,-1.5,+12.3,-0.013,-0.914,+0.131,29.16,0.313,0.176,0.161,0.235,0.115
2025-06-01T15:00:17.595,17.595,69,HEAD,Head_main,0x09,2,69,+0.022,-0.941,+0.086,+7.8,+2.7,+16.3,+0.026,-0.942,+0.095,29.24,0.301,0.194,0.161,0.247,0.097
2025-06-01T15:00:17.850,17.850,70,HEAD,Head_main,0x09,2,70,+0.039,-1.020,+0.071,+5.5,+2.7,+19.0,+0.057,-1.009,+0.117,29.23,0.310,0.179,0.165,0.247,0.099
2025-06-01T15:00:18.105,18.105,71,HEAD,Head_main,0x09,2,71,+0.010,-1.072,+0.086,+5.3,+2.3,+12.3,+0.011,-1.044,+0.061,29.23,0.303,0.184,0.163,0.243,0.107
2025-06-01T15:00:18.360,18.360,72,HEAD,Head_main,0x09,2,72,+0.039,-1.131,+0.065,-0.7,-0.8,+8.3,+0.006,-1.113,+0.061,29.23,0.277,0.181,0.174,0.261,0.107
2025-06-01T15:00:18.615,18.615,73,HEAD,Head_main,0x09,2,73,+0.023,-1.120,+0.056,-3.6,-0.4,-1.1,-0.009,-1.110,+0.052,29.34,0.299,0.183,0.161,0.251,0.106
2025-06-01T15:00:18.870,18.870,74,HEAD,Head_main,0x09,2,74,+0.026,-1.089,+0.055,-4.8,-2.2,-9.3,+0.043,-1.080,+0.046,29.29,0.309,0.184,0.148,0.247,0.112
2025-06-01T15:00:19.125,19.125,75,HEAD,Head_main,0x09,2,75,+0.017,-1.013,+0.087,-5.5,-5.3,-16.8,+0.040,-0.964,+0.058,29.31,0.311,0.170,0.165,0.242,0.112
2025-06-01T15:00:19.380,19.380,76,HEAD,Head_main,0x09,2,76,+0.002,-0.951,+0.077,-3.7,-1.9,-19.1,+0.033,-0.928,+0.089,29.24,0.286,0.188,0.163,0.247,0.116
2025-06-01T15:00:19.635,19.635,77,HEAD,Head_main,0x09,2,77,-0.005,-0.888,+0.107,-4.2,-5.2,-14.4,+0.005,-0.907,+0.087,29.22,0.301,0.170,0.169,0.263,0.097
2025-06-01T15:00:19.890,19.890,78,HEAD,Head_main,0x09,2,78,+0.000,-0.866,+0.102,-3.6,+1.2,-5.0,+0.029,-0.838,+0.113,29.27,0.304,0.177,0.154,0.253,0.112
2025-06-01T15:00:20.145,20.145,79,HEAD,Head_main,0x09,2,79,+0.007,-0.864,+0.105,-3.6,+0.8,+3.9,+0.009,-0.842,+0.132,29.30,0.279,0.182,0.163,0.265,0.111
2025-06-01T15:00:20.400,20.400,80,HEAD,Head_main,0x09,2,80,+0.021,-0.891,+0.078,-0.2,+5.9,+16.1,+0.035,-0.903,+0.121,29.27,0.280,0.188,0.165,0.247,0.120
2025-06-01T15:00:20.655,20.655,81,HEAD,Head_main,0x09,2,81,+0.017,-0.975,+0.075,+8.4,+3.2,+19.3,+0.019,-0.994,+0.103,29.28,0.294,0.176,0.162,0.259,0.108
2025-06-01T15:00:20.910,20.910,82,HEAD,Head_main,0x09,2,82,+0.045,-1.033,+0.068,+3.4,+2.0,+20.9,+0.040,-1.025,+0.080,29.35,0.302,0.174,0.164,0.252,0.108
2025-06-01T15:00:21.165,21.165,83,HEAD,Head_main,0x09,2,83,+0.008,-1.085,+0.045,+5.4,+1.5,+10.5,+0.035,-1.084,+0.050,29.32,0.292,0.192,0.172,0.243,0.101
2025-06-01T15:00:21.420,21.420,84,HEAD,Head_main,0x09,2,84,+0.031,-1.098,+0.079,-0.4,+1.6,+2.3,+0.018,-1.083,+0.068,29.26,0.310,0.182,0.156,0.240,0.112
2025-06-01T15:00:21.675,21.675,85,HEAD,Head_main,0x09,2,85,+0.020,-1.089,+0.041,-3.0,-0.8,-6.2,+0.016,-1.096,+0.033,29.29,0.292,0.186,0.162,0.249,0.111
2025-06-01T15:00:21.930,21.930,86,HEAD,Head_main,0x09,2,86,+0.050,-1.052,+0.067,-2.7,-1.1,-21.1,+0.054,-1.064,+0.082,29.28,0.286,0.192,0.159,0.258,0.105
2025-06-01T15:00:22.185,22.185,87,HEAD,Head_main,0x09,2,87,+0.023,-0.994,+0.087,-12.1,-0.9,-21.2,-0.010,-1.010,+0.096,29.33,0.308,0.174,0.163,0.254,0.101
2025-06-01T15:00:22.440,22.440,88,HEAD,Head_main,0x09,2,88,+0.015,-0.926,+0.077,-5.1,-5.1,-18.3,-0.003,-0.990,+0.119,29.27,0.289,0.185,0.158,0.260,0.109
2025-06-01T15:00:22.695,22.695,89,HEAD,Head_main,0x09,2,89,+0.017,-0.873,+0.076,+1.8,-0.6,-9.7,+0.041,-0.894,+0.066,29.32,0.301,0.185,0.152,0.248,0.114
2025-06-01T15:00:22.950,22.950,90,HEAD,Head_main,0x09,2,90,+0.003,-0.830,+0.095,-0.7,-1.5,+0.6,+0.035,-0.824,+0.102,29.37,0.315,0.178,0.158,0.251,0.098
2025-06-01T15:00:23.205,23.205,91,HEAD,Head_main,0x09,2,91,+0.015,-0.857,+0.105,+3.8,-1.6,+8.5,+0.014,-0.833,+0.106,29.34,0.290,0.192,0.157,0.244,0.117
2025-06-01T15:00:23.460,23.460,92,HEAD,Head_main,0x09,2,92,+0.024,-0.920,+0.081,+5.2,+2.1,+13.2,+0.009,-0.906,+0.067,29.30,0.299,0.165,0.170,0.256,0.111
2025-06-01T15:00:23.715,23.715,93,HEAD,Head_main,0x09,2,93,+0.041,-0.964,+0.083,+8.5,+5.0,+22.7,+0.067,-0.952,+0.076,29.32,0.304,0.167,0.161,0.241,0.127
2025-06-01T15:00:23.970,23.970,94,HEAD,Head_main,0x09,2,94,+0.018,-1.055,+0.060,+7.7,+3.3,+17.2,+0.049,-1.037,+0.054,29.36,0.293,0.189,0.144,0.252,0.122
2025-06-01T15:00:24.225,24.225,95,HEAD,Head_main,0x09,2,95,+0.018,-1.103,+0.083,+0.5,+1.1,+9.5,-0.006,-1.062,+0.096,29.38,0.295,0.188,0.157,0.251,0.108
2025-06-01T15:00:24.480,24.480,96,HEAD,Head_main,0x09,2,96,+0.042,-1.108,+0.071,-2.4,+0.9,-2.9,+0.080,-1.078,+0.095,29.41,0.296,0.177,0.167,0.253,0.106
2025-06-01T15:00:24.735,24.735,97,HEAD,Head_main,0x09,2,97,+0.048,-1.085,+0.055,-0.6,-2.5,-11.4,+0.037,-1.089,+0.040,29.36,0.287,0.178,0.160,0.244,0.131
2025-06-01T15:00:24.990,24.990,98,HEAD,Head_main,0x09,2,98,+0.035,-1.026,+0.062,-5.4,-2.4,-19.3,+0.011,-1.049,+0.043,29.31,0.303,0.186,0.157,0.240,0.114
2025-06-01T15:00:25.245,25.245,99,HEAD,Head_main,0x09,2,99,+0.040,-0.964,+0.094,-9.0,-2.3,-17.9,+0.058,-0.954,+0.109,29.45,0.291,0.170,0.182,0.243,0.113
2025-06-01T15:00:25.500,25.500,100,HEAD,Head_main,0x09,2,100,+0.016,-0.922,+0.101,-6.3,-3.0,-18.3,-0.048,-0.911,+0.117,29.40,0.307,0.187,0.171,0.229,0.106
2025-06-01T15:00:25.755,25.755,101,HEAD,Head_main,0x09,2,101,-0.003,-0.878,+0.105,-7.8,-4.3,-8.6,-0.001,-0.904,+0.086,29.41,0.311,0.175,0.157,0.250,0.107
2025-06-01T15:00:26.010,26.010,102,HEAD,Head_main,0x09,2,102,-0.002,-0.846,+0.086,-1.4,-1.4,+3.1,+0.001,-0.860,+0.093,29.41,0.306,0.174,0.163,0.242,0.115
2025-06-01T15:00:26.265,26.265,103,HEAD,Head_main,0x09,2,103,-0.014,-0.845,+0.100,+2.3,+3.6,+7.1,-0.005,-0.827,+0.117,29.35,0.304,0.173,0.167,0.244,0.112
2025-06-01T15:00:26.520,26.520,104,HEAD,Head_main,0x09,2,104,+0.008,-0.935,+0.101,+5.2,+1.0,+17.3,-0.005,-0.910,+0.117,29.39,0.306,0.186,0.160,0.249,0.099
2025-06-01T15:00:26.775,26.775,105,HEAD,Head_main,0x09,2,105,+0.032,-0.990,+0.084,+6.1,+3.7,+21.6,+0.037,-0.983,+0.090,29.42,0.299,0.177,0.150,0.244,0.129
2025-06-01T15:00:27.030,27.030,106,HEAD,Head_main,0x09,2,106,+0.013,-1.041,+0.059,+5.9,+1.0,+14.8,+0.033,-1.049,+0.061,29.46,0.301,0.170,0.155,0.265,0.109
2025-06-01T15:00:27.285,27.285,107,HEAD,Head_main,0x09,2,107,+0.033,-1.111,+0.073,+3.8,-0.4,+12.3,+0.060,-1.122,+0.063,29.42,0.303,0.186,0.160,0.251,0.100
2025-06-01T15:00:27.540,27.540,108,HEAD,Head_main,0x09,2,108,+0.034,-1.103,+0.061,-0.4,+1.8,+0.6,+0.039,-1.119,+0.053,29.27,0.293,0.164,0.178,0.247,0.118
2025-06-01T15:00:27.795,27.795,109,HEAD,Head_main,0x09,2,109,+0.035,-1.087,+0.049,-6.2,-0.4,-16.0,+0.038,-1.073,+0.030,29.42,0.309,0.175,0.151,0.249,0.116
2025-06-01T15:00:28.050,28.050,110,HEAD,Head_main,0x09,2,110,+0.019,-1.034,+0.085,-4.5,-2.5,-18.6,-0.010,-1.017,+0.103,29.45,0.279,0.182,0.172,0.252,0.116
2025-06-01T15:00:28.305,28.305,111,HEAD,Head_main,0x09,2,111,+0.031,-0.977,+0.086,-6.9,-3.0,-22.2,+0.020,-1.005,+0.082,29.50,0.293,0.182,0.161,0.259,0.106
2025-06-01T15:00:28.560,28.560,112,HEAD,Head_main,0x09,2,112,-0.007,-0.903,+0.104,-2.0,-4.7,-12.5,-0.006,-0.925,+0.111,29.48,0.297,0.177,0.168,0.245,0.113
2025-06-01T15:00:28.815,28.815,113,HEAD,Head_main,0x09,2,113,-0.023,-0.856,+0.110,-3.4,-2.8,-8.3,-0.041,-0.879,+0.104,29.57,0.296,0.186,0.161,0.260,0.096
2025-06-01T15:00:29.070,29.070,114,HEAD,Head_main,0x09,2,114,+0.009,-0.843,+0.081,+5.9,+1.8,+1.9,+0.030,-0.844,+0.092,29.52,0.292,0.169,0.162,0.264,0.114
2025-06-01T15:00:29.325,29.325,115,HEAD,Head_main,0x09,2,115,+0.022,-0.882,+0.101,+6.7,+1.8,+11.2,+0.012,-0.857,+0.104,29.52,0.289,0.205,0.169,0.244,0.093
2025-06-01T15:00:29.580,29.580,116,HEAD,Head_main,0x09,2,116,+0.017,-0.947,+0.081,+5.3,+4.8,+17.3,-0.015,-0.957,+0.076,29.51,0.309,0.171,0.162,0.244,0.113
2025-06-01T15:00:29.835,29.835,117,HEAD,Head_main,0x09,2,117,+0.019,-1.004,+0.082,+2.8,+1.2,+15.1,+0.006,-0.998,+0.107,29.40,0.300,0.176,0.172,0.267,0.085
2025-06-01T15:00:30.090,30.090,118,HEAD,Head_main,0x09,2,118,+0.041,-1.053,+0.054,+9.1,+1.4,+16.3,+0.056,-1.060,+0.063,29.51,0.303,0.167,0.161,0.258,0.111
2025-06-01T15:00:30.345,30.345,119,HEAD,Head_main,0x09,2,119,+0.053,-1.091,+0.053,-2.9,+2.8,+9.6,+0.081,-1.078,+0.049,29.51,0.310,0.173,0.154,0.247,0.116
2025-06-01T15:00:30.600,30.600,120,HEAD,Head_main,0x09,2,120,+0.042,-1.114,+0.039,-0.3,-0.8,-5.5,+0.066,-1.119,+0.024,29.45,0.286,0.187,0.152,0.264,0.111
2025-06-01T15:00:30.855,30.855,121,HEAD,Head_main,0x09,2,121,+0.057,-1.078,+0.071,-1.8,-2.8,-13.0,+0.067,-1.077,+0.073,29.51,0.301,0.177,0.153,0.249,0.120
2025-06-01T15:00:31.110,31.110,122,HEAD,Head_main,0x09,2,122,+0.013,-1.023,+0.089,-8.2,-3.3,-23.5,+0.013,-1.034,+0.112,29.51,0.295,0.189,0.162,0.254,0.101
2025-06-01T15:00:31.365,31.365,123,HEAD,Head_main,0x09,2,123,-0.001,-0.944,+0.079,-5.9,-3.8,-23.8,-0.023,-0.926,+0.094,29.47,0.294,0.169,0.168,0.246,0.122
2025-06-01T15:00:31.620,31.620,124,HEAD,Head_main,0x09,2,124,-0.013,-0.909,+0.103,-2.4,-3.3,-14.8,-0.023,-0.909,+0.119,29.49,0.295,0.193,0.145,0.242,0.124
2025-06-01T15:00:31.875,31.875,125,HEAD,Head_main,0x09,2,125,-0.001,-0.864,+0.114,-1.5,-3.4,-2.6,-0.021,-0.884,+0.080,29.49,0.309,0.185,0.147,0.259,0.100
2025-06-01T15:00:32.130,32.130,126,HEAD,Head_main,0x09,2,126,+0.019,-0.850,+0.090,-0.1,-2.2,+4.3,+0.029,-0.872,+0.087,29.52,0.302,0.171,0.164,0.259,0.104
