t_s,tran_x,tran_y,tran_z,j0_r00,j0_r01,j0_r02,j0_r10,j0_r11,j0_r12,j0_r20,j0_r21,j0_r22,j1_r00,j1_r01,j1_r02,j1_r10,j1_r11,j1_r12,j1_r20,j1_r21,j1_r22,j2_r00,j2_r01,j2_r02,j2_r10,j2_r11,j2_r12,j2_r20,j2_r21,j2_r22,j3_r00,j3_r01,j3_r02,j3_r10,j3_r11,j3_r12,j3_r20,j3_r21,j3_r22,j4_r00,j4_r01,j4_r02,j4_r10,j4_r11,j4_r12,j4_r20,j4_r21,j4_r22,j5_r00,j5_r01,j5_r02,j5_r10,j5_r11,j5_r12,j5_r20,j5_r21,j5_r22,j6_r00,j6_r01,j6_r02,j6_r10,j6_r11,j6_r12,j6_r20,j6_r21,j6_r22,j7_r00,j7_r01,j7_r02,j7_r10,j7_r11,j7_r12,j7_r20,j7_r21,j7_r22,j8_r00,j8_r01,j8_r02,j8_r10,j8_r11,j8_r12,j8_r20,j8_r21,j8_r22,j9_r00,j9_r01,j9_r02,j9_r10,j9_r11,j9_r12,j9_r20,j9_r21,j9_r22,j10_r00,j10_r01,j10_r02,j10_r10,j10_r11,j10_r12,j10_r20,j10_r21,j10_r22,j11_r00,j11_r01,j11_r02,j11_r10,j11_r11,j11_r12,j11_r20,j11_r21,j11_r22,j12_r00,j12_r01,j12_r02,j12_r10,j12_r11,j12_r12,j12_r20,j12_r21,j12_r22,j13_r00,j13_r01,j13_r02,j13_r10,j13_r11,j13_r12,j13_r20,j13_r21,j13_r22,j14_r00,j14_r01,j14_r02,j14_r10,j14_r11,j14_r12,j14_r20,j14_r21,j14_r22,j15_r00,j15_r01,j15_r02,j15_r10,j15_r11,j15_r12,j15_r20,j15_r21,j15_r22,j16_r00,j16_r01,j16_r02,j16_r10,j16_r11,j16_r12,j16_r20,j16_r21,j16_r22,j17_r00,j17_r01,j17_r02,j17_r10,j17_r11,j17_r12,j17_r20,j17_r21,j17_r22,j18_r00,j18_r01,j18_r02,j18_r10,j18_r11,j18_r12,j18_r20,j18_r21,j18_r22,j19_r00,j19_r01,j19_r02,j19_r10,j19_r11,j19_r12,j19_r20,j19_r21,j19_r22,j20_r00,j20_r01,j20_r02,j20_r10,j20_r11,j20_r12,j20_r20,j20_r21,j20_r22,j21_r00,j21_r01,j21_r02,j21_r10,j21_r11,j21_r12,j21_r20,j21_r21,j21_r22,j22_r00,j22_r01,j22_r02,j22_r10,j22_r11,j22_r12,j22_r20,j22_r21,j22_r22,j23_r00,j23_r01,j23_r02,j23_r10,j23_r11,j23_r12,j23_r20,j23_r21,j23_r22
9.816667,-0.041446,0.006303,0.011123,0.996018,-0.018572,0.087197,0.018749,0.999824,-0.001203,-0.087159,0.002833,0.996190,0.970475,-0.194331,0.142875,0.205449,0.976334,-0.067544,-0.126368,0.094904,0.987433,0.965492,0.139709,-0.219787,-0.166982,0.979719,-0.110760,0.199855,0.143638,0.969240,0.999180,0.004977,0.040170,-0.001141,0.995479,-0.094977,-0.040461,0.094853,0.994669,0.965151,0.149800,-0.214579,-0.145020,0.988701,0.037940,0.217838,-0.005499,0.975969,0.977036,-0.196315,0.082831,0.179307,0.967537,0.178106,-0.115107,-0.159164,0.980519,0.990041,-0.030638,-0.137408,0.041043,0.996447,0.073541,0.134667,-0.078448,0.987781,0.999989,-0.000222,-0.004620,0.000275,0.999933,0.011576,0.004617,-0.011578,0.999922,0.999992,-0.000228,0.004074,0.000276,0.999929,-0.011898,-0.004071,0.011899,0.999921,0.999611,-0.027237,-0.006019,0.026181,0.990572,-0.134468,0.009625,0.134258,0.990900,1.000000,-0.000005,0.000002,0.000005,1.000000,0.000008,-0.000002,-0.000008,1.000000,1.000000,-0.000005,0.000001,0.000005,1.000000,0.000008,-0.000001,-0.000008,1.000000,0.982087,0.150328,0.113610,-0.118864,0.962079,-0.245512,-0.146209,0.227610,0.962713,0.991654,-0.048833,-0.119325,0.041763,0.997261,-0.061048,0.121979,0.055555,0.990977,0.999016,0.011464,0.042846,-0.011288,0.999927,-0.004339,-0.042892,0.003852,0.999072,0.998868,-0.030635,0.036383,0.014061,0.920954,0.389418,-0.045437,-0.388466,0.920342,0.985805,-0.166244,-0.023477,0.165456,0.938207,0.303959,-0.028505,-0.303529,0.952396,0.957201,-0.284879,-0.051098,0.289424,0.942697,0.166001,0.000880,-0.173686,0.984801,0.927469,0.342719,0.149480,-0.322408,0.935513,-0.144461,-0.189350,0.085790,0.978155,0.958060,0.251059,0.138171,-0.245781,0.967803,-0.054301,-0.147355,0.018063,0.988919,1.000000,-0.000007,0.000002,0.000007,1.000000,0.000010,-0.000002,-0.000010,1.000000,1.000000,-0.000009,0.000002,0.000009,1.000000,0.000011,-0.000002,-0.000011,1.000000,1.000000,-0.000002,0.000000,0.000002,1.000000,0.000004,-0.000000,-0.000004,1.000000,1.000000,-0.000002,0.000001,0.000002,1.000000,0.000005,-0.000001,-0.000005,1.000000
9.833333,-0.041741,0.006285,0.011019,0.995971,-0.018811,0.087679,0.018973,0.999819,-0.001022,-0.087644,0.002681,0.996148,0.970433,-0.194818,0.142500,0.205718,0.976376,-0.066106,-0.126255,0.093466,0.987585,0.965463,0.139733,-0.219900,-0.167114,0.979646,-0.111203,0.199886,0.144111,0.969163,0.999152,0.005963,0.040750,-0.002050,0.995437,-0.095394,-0.041133,0.095230,0.994605,0.965085,0.150147,-0.214631,-0.145940,0.988660,0.035405,0.217513,-0.002846,0.976053,0.976947,-0.196607,0.083187,0.179451,0.967374,0.178845,-0.115635,-0.159794,0.980354,0.989918,-0.031505,-0.138094,0.041799,0.996508,0.072288,0.135334,-0.077332,0.987778,0.999989,-0.000226,-0.004623,0.000281,0.999930,0.011802,0.004620,-0.011803,0.999920,0.999992,-0.000232,0.004054,0.000281,0.999927,-0.012099,-0.004051,0.012100,0.999919,0.999595,-0.027828,-0.006029,0.026780,0.990752,-0.133017,0.009675,0.132802,0.991095,1.000000,-0.000005,0.000002,0.000005,1.000000,0.000009,-0.000002,-0.000009,1.000000,1.000000,-0.000005,0.000001,0.000005,1.000000,0.000009,-0.000001,-0.000009,1.000000,0.982269,0.149077,0.113684,-0.117701,0.962355,-0.244987,-0.145926,0.227263,0.962838,0.991530,-0.047785,-0.120764,0.040584,0.997288,-0.061404,0.123371,0.055983,0.990780,0.998986,0.010653,0.043736,-0.010455,0.999934,-0.004749,-0.043783,0.004287,0.999032,0.998750,-0.033040,0.037511,0.015736,0.920074,0.391429,-0.047446,-0.390349,0.919443,0.985513,-0.168179,-0.021898,0.166773,0.937503,0.305409,-0.030834,-0.304637,0.951969,0.957597,-0.283285,-0.052510,0.288104,0.942790,0.167759,0.001983,-0.175774,0.984429,0.928161,0.341222,0.148611,-0.320873,0.935958,-0.144994,-0.188568,0.086892,0.978208,0.957904,0.251163,0.139056,-0.245769,0.967768,-0.054971,-0.148381,0.018481,0.988758,1.000000,-0.000007,0.000001,0.000007,1.000000,0.000011,-0.000001,-0.000011,1.000000,1.000000,-0.000010,0.000002,0.000010,1.000000,0.000012,-0.000002,-0.000012,1.000000,1.000000,-0.000002,0.000000,0.000002,1.000000,0.000005,-0.000000,-0.000005,1.000000,1.000000,-0.000002,0.000001,0.000002,1.000000,0.000005,-0.000001,-0.000005,1.000000
9.850000,-0.042050,0.006263,0.010899,0.995920,-0.019107,0.088190,0.019255,0.999814,-0.000833,-0.088158,0.002528,0.996103,0.970413,-0.195274,0.142009,0.205942,0.976427,-0.064634,-0.126040,0.091967,0.987753,0.965429,0.139814,-0.219999,-0.167304,0.979563,-0.111654,0.199892,0.144600,0.969089,0.999120,0.007108,0.041343,-0.003116,0.995393,-0.095827,-0.041834,0.095614,0.994539,0.965035,0.150509,-0.214602,-0.146895,0.988609,0.032785,0.217092,-0.000114,0.976151,0.976857,-0.196916,0.083517,0.179612,0.967199,0.179627,-0.116149,-0.160470,0.980183,0.989783,-0.032394,-0.138854,0.042556,0.996578,0.070855,0.136084,-0.076040,0.987775,0.999989,-0.000231,-0.004628,0.000286,0.999928,0.012018,0.004625,-0.012019,0.999917,0.999992,-0.000236,0.004043,0.000286,0.999924,-0.012290,-0.004040,0.012291,0.999916,0.999577,-0.028445,-0.006080,0.027399,0.990934,-0.131524,0.009766,0.131302,0.991294,1.000000,-0.000005,0.000001,0.000005,1.000000,0.000008,-0.000001,-0.000008,1.000000,1.000000,-0.000005,0.000000,0.000005,1.000000,0.000009,-0.000000,-0.000009,1.000000,0.982488,0.147723,0.113560,-0.116510,0.962681,-0.244275,-0.145407,0.226766,0.963034,0.991409,-0.046804,-0.122134,0.039481,0.997313,-0.061710,0.124694,0.056358,0.990593,0.998957,0.009773,0.044599,-0.009554,0.999941,-0.005112,-0.044647,0.004681,0.998992,0.998634,-0.035465,0.038381,0.017509,0.919081,0.393679,-0.049237,-0.392469,0.918446,0.985183,-0.170288,-0.020427,0.168274,0.936698,0.307051,-0.033153,-0.305938,0.951474,0.958000,-0.281663,-0.053871,0.286754,0.942838,0.169790,0.002968,-0.178107,0.984007,0.928932,0.339411,0.147936,-0.318974,0.936499,-0.145690,-0.187991,0.088148,0.978207,0.957650,0.251548,0.140110,-0.246017,0.967660,-0.055774,-0.149609,0.018942,0.988564,1.000000,-0.000007,0.000001,0.000007,1.000000,0.000011,-0.000001,-0.000011,1.000000,1.000000,-0.000010,0.000001,0.000010,1.000000,0.000012,-0.000001,-0.000012,1.000000,1.000000,-0.000002,0.000000,0.000002,1.000000,0.000004,-0.000000,-0.000004,1.000000,1.000000,-0.000002,0.000001,0.000002,1.000000,0.000005,-0.000001,-0.000005,1.000000
9.866667,-0.042352,0.006243,0.010770,0.995867,-0.019407,0.088721,0.019539,0.999809,-0.000618,-0.088692,0.002349,0.996056,0.970404,-0.195697,0.141489,0.206141,0.976477,-0.063231,-0.125787,0.090527,0.987918,0.965398,0.139894,-0.220081,-0.167494,0.979477,-0.112121,0.199879,0.145104,0.969017,0.999087,0.008235,0.041930,-0.004164,0.995346,-0.096278,-0.042528,0.096015,0.994471,0.965002,0.150843,-0.214518,-0.147802,0.988554,0.030242,0.216625,0.002523,0.976252,0.976775,-0.197202,0.083800,0.179758,0.967030,0.180390,-0.116610,-0.161136,0.980019,0.989641,-0.033306,-0.139648,0.043331,0.996649,0.069377,0.136870,-0.074710,0.987768,0.999989,-0.000235,-0.004639,0.000291,0.999925,0.012219,0.004636,-0.012220,0.999915,0.999992,-0.000240,0.004046,0.000290,0.999922,-0.012469,-0.004042,0.012470,0.999914,0.999558,-0.029079,-0.006157,0.028032,0.991111,-0.130052,0.009884,0.129822,0.991488,1.000000,-0.000006,0.000001,0.000006,1.000000,0.000008,-0.000001,-0.000008,1.000000,1.000000,-0.000006,0.000000,0.000006,1.000000,0.000008,-0.000000,-0.000008,1.000000,0.982729,0.146346,0.113255,-0.115342,0.963007,-0.243543,-0.144707,0.226273,0.963255,0.991297,-0.045855,-0.123403,0.038415,0.997336,-0.062008,0.125918,0.056728,0.990417,0.998929,0.008885,0.045409,-0.008653,0.999949,-0.005306,-0.045454,0.004907,0.998954,0.998518,-0.037920,0.039028,0.019383,0.918025,0.396049,-0.050846,-0.394706,0.917399,0.984869,-0.172259,-0.018987,0.169650,0.935942,0.308596,-0.035388,-0.307148,0.951004,0.958429,-0.279953,-0.055135,0.285304,0.942899,0.171879,0.003869,-0.180464,0.983574,0.929869,0.337150,0.147218,-0.316669,0.937206,-0.146168,-0.187254,0.089297,0.978244,0.957294,0.252220,0.141329,-0.246534,0.967475,-0.056680,-0.151028,0.019417,0.988339,1.000000,-0.000008,0.000001,0.000008,1.000000,0.000011,-0.000001,-0.000011,1.000000,1.000000,-0.000010,0.000001,0.000010,1.000000,0.000012,-0.000001,-0.000012,1.000000,1.000000,-0.000002,0.000000,0.000002,1.000000,0.000004,-0.000000,-0.000004,1.000000,1.000000,-0.000002,0.000001,0.000002,1.000000,0.000005,-0.000001,-0.000005,1.000000
9.883333,-0.042643,0.006229,0.010624,0.995822,-0.019684,0.089172,0.019799,0.999804,-0.000406,-0.089147,0.002170,0.996016,0.970403,-0.196089,0.140953,0.206312,0.976529,-0.061859,-0.125515,0.089109,0.988082,0.965382,0.139938,-0.220127,-0.167627,0.979409,-0.112516,0.199849,0.145520,0.968961,0.999055,0.009239,0.042477,-0.005090,0.995295,-0.096761,-0.043171,0.096454,0.994401,0.964985,0.151111,-0.214405,-0.148630,0.988504,0.027742,0.216132,0.005097,0.976351,0.976706,-0.197405,0.084118,0.179827,0.966890,0.181070,-0.117077,-0.161726,0.979866,0.989503,-0.034206,-0.140409,0.044103,0.996711,0.067991,0.137621,-0.073470,0.987756,0.999989,-0.000239,-0.004654,0.000296,0.999923,0.012398,0.004651,-0.012399,0.999912,0.999992,-0.000244,0.004057,0.000295,0.999920,-0.012637,-0.004054,0.012639,0.999912,0.999539,-0.029698,-0.006236,0.028650,0.991279,-0.128626,0.010002,0.128388,0.991674,1.000000,-0.000006,0.000002,0.000006,1.000000,0.000009,-0.000002,-0.000009,1.000000,1.000000,-0.000006,0.000001,0.000006,1.000000,0.000009,-0.000001,-0.000009,1.000000,0.982977,0.145033,0.112788,-0.114259,0.963298,-0.242901,-0.143877,0.225879,0.963472,0.991195,-0.044871,-0.124574,0.037321,0.997360,-0.062292,0.127040,0.057094,0.990253,0.998901,0.008058,0.046176,-0.007818,0.999955,-0.005384,-0.046217,0.005017,0.998919,0.998407,-0.040293,0.039497,0.021244,0.916951,0.398433,-0.052271,-0.396960,0.916346,0.984595,-0.173968,-0.017570,0.170790,0.935316,0.309862,-0.037472,-0.308089,0.950619,0.958861,-0.278262,-0.056178,0.283839,0.942978,0.173865,0.004594,-0.182658,0.983166,0.930910,0.334601,0.146457,-0.314139,0.938032,-0.146335,-0.186345,0.090217,0.978334,0.956868,0.253105,0.142626,-0.247247,0.967233,-0.057701,-0.152557,0.019948,0.988093,1.000000,-0.000009,0.000002,0.000009,1.000000,0.000012,-0.000002,-0.000012,1.000000,1.000000,-0.000011,0.000002,0.000011,1.000000,0.000013,-0.000002,-0.000013,1.000000,1.000000,-0.000002,0.000000,0.000002,1.000000,0.000005,-0.000000,-0.000005,1.000000,1.000000,-0.000002,0.000001,0.000002,1.000000,0.000006,-0.000001,-0.000006,1.000000
9.900000,-0.042929,0.006224,0.010458,0.995770,-0.019953,0.089689,0.020049,0.999799,-0.000168,-0.089667,0.001965,0.995970,0.970414,-0.196473,0.140341,0.206469,0.976582,-0.060482,-0.125171,0.087668,0.988254,0.965368,0.139979,-0.220160,-0.167744,0.979350,-0.112853,0.199816,0.145875,0.968914,0.999023,0.010203,0.042988,-0.005982,0.995247,-0.097202,-0.043776,0.096850,0.994336,0.964964,0.151335,-0.214340,-0.149414,0.988453,0.025234,0.215683,0.007676,0.976433,0.976641,-0.197569,0.084487,0.179863,0.966780,0.181620,-0.117563,-0.162182,0.979733,0.989354,-0.035148,-0.141219,0.044912,0.996771,0.066556,0.138424,-0.072190,0.987739,0.999989,-0.000242,-0.004669,0.000301,0.999922,0.012527,0.004666,-0.012529,0.999911,0.999992,-0.000247,0.004066,0.000299,0.999918,-0.012781,-0.004062,0.012782,0.999910,0.999520,-0.030315,-0.006352,0.029262,0.991445,-0.127200,0.010154,0.126953,0.991857,1.000000,-0.000007,0.000002,0.000007,1.000000,0.000010,-0.000002,-0.000010,1.000000,1.000000,-0.000006,0.000001,0.000006,1.000000,0.000010,-0.000001,-0.000010,1.000000,0.983237,0.143711,0.112215,-0.113159,0.963537,-0.242470,-0.142969,0.225707,0.963647,0.991090,-0.043810,-0.125782,0.036142,0.997383,-0.062612,0.128196,0.057508,0.990080,0.998872,0.007163,0.046938,-0.006916,0.999961,-0.005421,-0.046975,0.005090,0.998883,0.998296,-0.042581,0.039901,0.023048,0.915895,0.400755,-0.053609,-0.399152,0.915316,0.984340,-0.175515,-0.016386,0.171854,0.934788,0.310865,-0.039244,-0.308813,0.950313,0.959285,-0.276656,-0.056873,0.282397,0.943059,0.175760,0.005010,-0.184664,0.982789,0.931836,0.332287,0.145834,-0.311891,0.938802,-0.146200,-0.185490,0.090750,0.978447,0.956352,0.254336,0.143891,-0.248300,0.966899,-0.058763,-0.154073,0.020470,0.987847,1.000000,-0.000010,0.000001,0.000010,1.000000,0.000013,-0.000001,-0.000013,1.000000,1.000000,-0.000011,0.000002,0.000011,1.000000,0.000014,-0.000002,-0.000014,1.000000,1.000000,-0.000002,0.000000,0.000002,1.000000,0.000005,-0.000000,-0.000005,1.000000,1.000000,-0.000002,0.000001,0.000002,1.000000,0.000006,-0.000001,-0.000006,1.000000
9.916667,-0.043203,0.006230,0.010277,0.995713,-0.020219,0.090259,0.020293,0.999794,0.000102,-0.090242,0.001730,0.995918,0.970430,-0.196832,0.139727,0.206598,0.976641,-0.059080,-0.124835,0.086200,0.988426,0.965353,0.140009,-0.220207,-0.167843,0.979299,-0.113149,0.199807,0.146189,0.968868,0.998993,0.011091,0.043478,-0.006801,0.995203,-0.097591,-0.044352,0.097197,0.994276,0.964926,0.151505,-0.214392,-0.150150,0.988403,0.022687,0.215342,0.010300,0.976484,0.976587,-0.197666,0.084893,0.179840,0.966703,0.182052,-0.118051,-0.162523,0.979617,0.989197,-0.036120,-0.142069,0.045760,0.996824,0.065181,0.139264,-0.070978,0.987708,0.999989,-0.000245,-0.004681,0.000304,0.999920,0.012610,0.004678,-0.012612,0.999910,0.999992,-0.000251,0.004075,0.000304,0.999917,-0.012909,-0.004072,0.012911,0.999908,0.999501,-0.030922,-0.006494,0.029860,0.991602,-0.125830,0.010331,0.125573,0.992031,1.000000,-0.000007,0.000002,0.000007,1.000000,0.000010,-0.000002,-0.000010,1.000000,1.000000,-0.000007,0.000001,0.000007,1.000000,0.000010,-0.000001,-0.000010,1.000000,0.983508,0.142398,0.111510,-0.112049,0.963692,-0.242371,-0.141974,0.225879,0.963754,0.990978,-0.042669,-0.127049,0.034865,0.997403,-0.063028,0.129409,0.058030,0.989892,0.998843,0.006234,0.047680,-0.005980,0.999967,-0.005463,-0.047713,0.005172,0.998848,0.998186,-0.044786,0.040223,0.024814,0.914905,0.402905,-0.054845,-0.401176,0.914357,0.984126,-0.176794,-0.015485,0.172758,0.934365,0.311635,-0.040627,-0.309363,0.950076,0.959685,-0.275191,-0.057222,0.281031,0.943139,0.177511,0.005119,-0.186436,0.982454,0.932510,0.330647,0.145250,-0.310389,0.939379,-0.145692,-0.184618,0.090776,0.978609,0.955769,0.255795,0.145173,-0.249581,0.966504,-0.059829,-0.155614,0.020951,0.987596,1.000000,-0.000011,0.000001,0.000011,1.000000,0.000013,-0.000001,-0.000013,1.000000,1.000000,-0.000012,0.000002,0.000012,1.000000,0.000015,-0.000002,-0.000015,1.000000,1.000000,-0.000002,0.000000,0.000002,1.000000,0.000006,-0.000000,-0.000006,1.000000,1.000000,-0.000002,0.000001,0.000002,1.000000,0.000006,-0.000001,-0.000006,1.000000
9.933333,-0.043469,0.006245,0.010084,0.995654,-0.020493,0.090847,0.020543,0.999789,0.000386,-0.090836,0.001482,0.995865,0.970448,-0.197167,0.139126,0.206702,0.976705,-0.057638,-0.124520,0.084692,0.988596,0.965331,0.140021,-0.220296,-0.167914,0.979261,-0.113371,0.199853,0.146431,0.968822,0.998962,0.011939,0.043956,-0.007585,0.995165,-0.097920,-0.044913,0.097485,0.994223,0.964867,0.151650,-0.214554,-0.150873,0.988349,0.020092,0.215101,0.012984,0.976506,0.976546,-0.197678,0.085327,0.179745,0.966664,0.182350,-0.118529,-0.162736,0.979524,0.989037,-0.037085,-0.142933,0.046611,0.996868,0.063889,0.140116,-0.069851,0.987668,0.999989,-0.000246,-0.004685,0.000305,0.999920,0.012634,0.004681,-0.012636,0.999909,0.999992,-0.000253,0.004091,0.000307,0.999916,-0.012988,-0.004087,0.012989,0.999907,0.999481,-0.031513,-0.006666,0.030439,0.991751,-0.124515,0.010535,0.124248,0.992195,1.000000,-0.000007,0.000002,0.000007,1.000000,0.000011,-0.000002,-0.000011,1.000000,1.000000,-0.000007,0.000001,0.000007,1.000000,0.000011,-0.000001,-0.000011,1.000000,0.983802,0.141094,0.110572,-0.110944,0.963744,-0.242669,-0.140802,0.226471,0.963787,0.990858,-0.041494,-0.128370,0.033531,0.997413,-0.063584,0.130676,0.058698,0.989686,0.998814,0.005295,0.048396,-0.005030,0.999972,-0.005610,-0.048424,0.005360,0.998812,0.998079,-0.046960,0.040408,0.026617,0.914027,0.404779,-0.055943,-0.402926,0.913521,0.983953,-0.177815,-0.014803,0.173484,0.933980,0.312385,-0.041721,-0.309940,0.949840,0.960034,-0.273937,-0.057380,0.279837,0.943193,0.179106,0.005057,-0.188005,0.982155,0.932948,0.329666,0.144665,-0.309531,0.939724,-0.145293,-0.183843,0.090772,0.978755,0.955132,0.257348,0.146609,-0.250956,0.966083,-0.060869,-0.157301,0.021345,0.987320,1.000000,-0.000011,0.000002,0.000011,1.000000,0.000015,-0.000002,-0.000015,1.000000,1.000000,-0.000013,0.000002,0.000013,1.000000,0.000017,-0.000002,-0.000017,1.000000,1.000000,-0.000002,0.000000,0.000002,1.000000,0.000006,-0.000000,-0.000006,1.000000,1.000000,-0.000002,0.000001,0.000002,1.000000,0.000007,-0.000001,-0.000007,1.000000
9.950000,-0.043791,0.006251,0.009843,0.995595,-0.020851,0.091405,0.020880,0.999782,0.000639,-0.091398,0.001272,0.995814,0.970481,-0.197574,0.138317,0.206834,0.976773,-0.055981,-0.124044,0.082937,0.988805,0.965313,0.139978,-0.220404,-0.167936,0.979230,-0.113608,0.199923,0.146681,0.968770,0.998919,0.013186,0.044581,-0.008751,0.995123,-0.098255,-0.045660,0.097758,0.994162,0.964775,0.151904,-0.214790,-0.151765,0.988266,0.017240,0.214888,0.015965,0.976508,0.976530,-0.197595,0.085701,0.179539,0.966605,0.182866,-0.118973,-0.163187,0.979395,0.988856,-0.038049,-0.143929,0.047400,0.996943,0.062113,0.141126,-0.068243,0.987637,0.999989,-0.000244,-0.004670,0.000303,0.999920,0.012608,0.004667,-0.012610,0.999910,0.999992,-0.000253,0.004104,0.000307,0.999915,-0.013038,-0.004100,0.013039,0.999907,0.999461,-0.032090,-0.006878,0.031004,0.991945,-0.122816,0.010764,0.122537,0.992406,1.000000,-0.000007,0.000003,0.000007,1.000000,0.000009,-0.000003,-0.000009,1.000000,1.000000,-0.000007,0.000001,0.000007,1.000000,0.000010,-0.000001,-0.000010,1.000000,0.984129,0.139642,0.109496,-0.109710,0.963783,-0.243077,-0.139474,0.227206,0.963807,0.990699,-0.040156,-0.130013,0.032030,0.997436,-0.064002,0.132249,0.059242,0.989444,0.998779,0.003981,0.049237,-0.003689,0.999975,-0.006031,-0.049259,0.005842,0.998769,0.997974,-0.049079,0.040494,0.028424,0.913262,0.406380,-0.056926,-0.404405,0.912807,0.983636,-0.179569,-0.014649,0.175043,0.933252,0.313688,-0.042658,-0.311119,0.949413,0.960308,-0.272962,-0.057446,0.278900,0.943124,0.180922,0.004793,-0.189762,0.981818,0.933102,0.329106,0.144948,-0.308861,0.939879,-0.145712,-0.184188,0.091195,0.978651,0.954450,0.258998,0.148137,-0.252442,0.965636,-0.061798,-0.159052,0.021587,0.987034,1.000000,-0.000010,0.000003,0.000010,1.000000,0.000013,-0.000003,-0.000013,1.000000,1.000000,-0.000012,0.000003,0.000012,1.000000,0.000014,-0.000003,-0.000014,1.000000,1.000000,-0.000002,0.000001,0.000002,1.000000,0.000005,-0.000001,-0.000005,1.000000,1.000000,-0.000002,0.000001,0.000002,1.000000,0.000006,-0.000001,-0.000006,1.000000
9.966667,-0.044131,0.006250,0.009599,0.995531,-0.021205,0.092026,0.021202,0.999775,0.001013,-0.092027,0.000943,0.995756,0.970488,-0.198026,0.137615,0.207035,0.976818,-0.054427,-0.123647,0.081312,0.988989,0.965278,0.139781,-0.220679,-0.167881,0.979181,-0.114107,0.200135,0.147193,0.968649,0.998872,0.014487,0.045214,-0.009962,0.995063,-0.098748,-0.046422,0.098186,0.994085,0.964649,0.152173,-0.215165,-0.152660,0.988173,0.014452,0.214820,0.018906,0.976471,0.976539,-0.197408,0.086035,0.179207,0.966525,0.183617,-0.119402,-0.163891,0.979226,0.988661,-0.038989,-0.145016,0.048162,0.997018,0.060292,0.142233,-0.066593,0.987591,0.999989,-0.000244,-0.004661,0.000302,0.999921,0.012593,0.004657,-0.012595,0.999910,0.999991,-0.000254,0.004117,0.000307,0.999914,-0.013095,-0.004114,0.013096,0.999906,0.999442,-0.032629,-0.007163,0.031523,0.992146,-0.121048,0.011057,0.120754,0.992621,1.000000,-0.000007,0.000002,0.000007,1.000000,0.000010,-0.000002,-0.000010,1.000000,1.000000,-0.000007,0.000001,0.000007,1.000000,0.000011,-0.000001,-0.000011,1.000000,0.984450,0.138290,0.108323,-0.108557,0.963736,-0.243778,-0.138107,0.228228,0.963763,0.990520,-0.038853,-0.131762,0.030554,0.997454,-0.064429,0.133930,0.059792,0.989185,0.998742,0.002625,0.050070,-0.002308,0.999977,-0.006389,-0.050085,0.006265,0.998725,0.997871,-0.051158,0.040448,0.030275,0.912712,0.407480,-0.057763,-0.405388,0.912318,0.983317,-0.181328,-0.014401,0.176562,0.932433,0.315268,-0.043739,-0.312551,0.948894,0.960515,-0.272218,-0.057523,0.278192,0.943012,0.182584,0.004542,-0.191378,0.981506,0.933298,0.328404,0.145279,-0.307934,0.940027,-0.146716,-0.184748,0.092193,0.978452,0.953747,0.260583,0.149878,-0.253857,0.965206,-0.062723,-0.161007,0.021775,0.986713,1.000000,-0.000010,0.000002,0.000010,1.000000,0.000014,-0.000002,-0.000014,1.000000,1.000000,-0.000012,0.000002,0.000012,1.000000,0.000015,-0.000002,-0.000015,1.000000,1.000000,-0.000002,0.000000,0.000002,1.000000,0.000006,-0.000000,-0.000006,1.000000,1.000000,-0.000002,0.000001,0.000002,1.000000,0.000007,-0.000001,-0.000007,1.000000
