t_s,tran_x,tran_y,tran_z,j0_r00,j0_r01,j0_r02,j0_r10,j0_r11,j0_r12,j0_r20,j0_r21,j0_r22,j1_r00,j1_r01,j1_r02,j1_r10,j1_r11,j1_r12,j1_r20,j1_r21,j1_r22,j2_r00,j2_r01,j2_r02,j2_r10,j2_r11,j2_r12,j2_r20,j2_r21,j2_r22,j3_r00,j3_r01,j3_r02,j3_r10,j3_r11,j3_r12,j3_r20,j3_r21,j3_r22,j4_r00,j4_r01,j4_r02,j4_r10,j4_r11,j4_r12,j4_r20,j4_r21,j4_r22,j5_r00,j5_r01,j5_r02,j5_r10,j5_r11,j5_r12,j5_r20,j5_r21,j5_r22,j6_r00,j6_r01,j6_r02,j6_r10,j6_r11,j6_r12,j6_r20,j6_r21,j6_r22,j7_r00,j7_r01,j7_r02,j7_r10,j7_r11,j7_r12,j7_r20,j7_r21,j7_r22,j8_r00,j8_r01,j8_r02,j8_r10,j8_r11,j8_r12,j8_r20,j8_r21,j8_r22,j9_r00,j9_r01,j9_r02,j9_r10,j9_r11,j9_r12,j9_r20,j9_r21,j9_r22,j10_r00,j10_r01,j10_r02,j10_r10,j10_r11,j10_r12,j10_r20,j10_r21,j10_r22,j11_r00,j11_r01,j11_r02,j11_r10,j11_r11,j11_r12,j11_r20,j11_r21,j11_r22,j12_r00,j12_r01,j12_r02,j12_r10,j12_r11,j12_r12,j12_r20,j12_r21,j12_r22,j13_r00,j13_r01,j13_r02,j13_r10,j13_r11,j13_r12,j13_r20,j13_r21,j13_r22,j14_r00,j14_r01,j14_r02,j14_r10,j14_r11,j14_r12,j14_r20,j14_r21,j14_r22,j15_r00,j15_r01,j15_r02,j15_r10,j15_r11,j15_r12,j15_r20,j15_r21,j15_r22,j16_r00,j16_r01,j16_r02,j16_r10,j16_r11,j16_r12,j16_r20,j16_r21,j16_r22,j17_r00,j17_r01,j17_r02,j17_r10,j17_r11,j17_r12,j17_r20,j17_r21,j17_r22,j18_r00,j18_r01,j18_r02,j18_r10,j18_r11,j18_r12,j18_r20,j18_r21,j18_r22,j19_r00,j19_r01,j19_r02,j19_r10,j19_r11,j19_r12,j19_r20,j19_r21,j19_r22,j20_r00,j20_r01,j20_r02,j20_r10,j20_r11,j20_r12,j20_r20,j20_r21,j20_r22,j21_r00,j21_r01,j21_r02,j21_r10,j21_r11,j21_r12,j21_r20,j21_r21,j21_r22,j22_r00,j22_r01,j22_r02,j22_r10,j22_r11,j22_r12,j22_r20,j22_r21,j22_r22,j23_r00,j23_r01,j23_r02,j23_r10,j23_r11,j23_r12,j23_r20,j23_r21,j23_r22
13.767375,-0.564563,-0.722831,-6.789679,0.957125,0.261415,-0.124793,-0.087897,-0.148401,-0.985013,-0.276016,0.953750,-0.119061,0.984844,-0.044322,-0.167686,-0.005878,0.957714,-0.287661,0.173345,0.284287,0.942938,0.937728,-0.161621,0.307482,-0.052802,0.808564,0.586034,-0.343334,-0.565776,0.749679,0.995968,0.086460,-0.023915,-0.073893,0.941865,0.327767,0.050863,-0.324678,0.944456,0.951473,0.150935,0.268176,-0.174080,0.982611,0.064595,-0.253763,-0.108145,0.961202,0.954674,0.053415,-0.292822,-0.238160,0.727174,-0.643815,0.178543,0.684372,0.706935,0.994067,0.093282,-0.055938,-0.097454,0.992243,-0.077183,0.048304,0.082177,0.995446,1.000000,-0.000091,-0.000263,0.000091,1.000000,-0.000190,0.000263,0.000190,1.000000,1.000000,-0.000056,-0.000275,0.000056,1.000000,-0.000209,0.000275,0.000209,1.000000,0.985042,0.169136,-0.032948,-0.168198,0.985313,0.029453,0.037446,-0.023471,0.999023,1.000000,-0.000039,-0.000136,0.000039,1.000000,-0.000109,0.000136,0.000109,1.000000,1.000000,-0.000024,-0.000138,0.000024,1.000000,-0.000117,0.000138,0.000117,1.000000,0.983290,-0.012769,0.181597,0.021822,0.998612,-0.047941,-0.180733,0.051103,0.982204,0.848466,0.510084,-0.141138,-0.524993,0.844918,-0.102448,0.066993,0.161020,0.984675,0.848666,-0.527394,-0.040268,0.528730,0.847971,0.037271,0.014489,-0.052922,0.998494,0.989658,0.082755,-0.117165,-0.099746,0.984019,-0.147504,0.103086,0.157666,0.982097,0.424503,0.855888,0.295384,-0.899346,0.436328,0.028191,-0.104756,-0.277620,0.954962,0.519161,-0.845297,0.126275,0.849942,0.526149,0.027679,-0.089836,0.092957,0.991609,0.688066,-0.717427,-0.108920,0.692858,0.694142,-0.195231,0.215670,0.058865,0.974690,0.164519,0.969501,-0.181663,-0.707779,-0.012244,-0.706328,-0.687010,0.244781,0.684178,1.000000,0.000043,-0.000002,-0.000043,1.000000,-0.000297,0.000002,0.000297,1.000000,0.999699,0.023443,-0.007248,-0.023469,0.999718,-0.003559,0.007162,0.003728,0.999967,1.000000,0.000009,0.000001,-0.000009,1.000000,-0.000127,-0.000001,0.000127,1.000000,1.000000,-0.000017,-0.000061,0.000017,1.000000,-0.000080,0.000061,0.000080,1.000000
13.784043,-0.566254,-0.714857,-6.794536,0.956230,0.261882,-0.130541,-0.093318,-0.149901,-0.984287,-0.277336,0.953387,-0.118902,0.982550,-0.047546,-0.179820,-0.001395,0.964865,-0.262742,0.185995,0.258408,0.947962,0.938204,-0.172901,0.299796,-0.048655,0.791758,0.608894,-0.342644,-0.585853,0.734419,0.996131,0.085587,-0.019964,-0.074360,0.941880,0.327618,0.046844,-0.324866,0.944599,0.948261,0.147758,0.281014,-0.166202,0.985161,0.042837,-0.270514,-0.087326,0.958747,0.951311,0.055196,-0.303249,-0.249852,0.714222,-0.653804,0.180500,0.697739,0.693239,0.993926,0.095083,-0.055413,-0.098985,0.992441,-0.072544,0.048096,0.077589,0.995825,1.000000,-0.000109,-0.000331,0.000109,1.000000,-0.000202,0.000331,0.000201,1.000000,1.000000,-0.000062,-0.000347,0.000062,1.000000,-0.000227,0.000347,0.000227,1.000000,0.985219,0.168372,-0.031530,-0.167624,0.985533,0.025052,0.035292,-0.019396,0.999189,1.000000,-0.000047,-0.000171,0.000047,1.000000,-0.000116,0.000171,0.000116,1.000000,1.000000,-0.000027,-0.000174,0.000027,1.000000,-0.000127,0.000174,0.000127,1.000000,0.983747,-0.003606,0.179526,0.013900,0.998327,-0.056118,-0.179023,0.057702,0.982151,0.855312,0.499497,-0.137637,-0.514128,0.851123,-0.106122,0.064139,0.161530,0.984781,0.853695,-0.518682,-0.046633,0.520411,0.853015,0.039211,0.019440,-0.057742,0.998142,0.990160,0.075211,-0.118010,-0.091500,0.986011,-0.139322,0.105881,0.148749,0.983190,0.422665,0.856697,0.295678,-0.901128,0.432023,0.036398,-0.096558,-0.281828,0.954594,0.518373,-0.845502,0.128126,0.848200,0.527423,0.048810,-0.108846,0.083374,0.990556,0.703647,-0.703629,-0.098925,0.676143,0.705853,-0.211195,0.218429,0.081719,0.972425,0.187592,0.966298,-0.176288,-0.686631,0.000667,-0.727006,-0.702386,0.257426,0.663615,1.000000,0.000050,-0.000014,-0.000050,1.000000,-0.000356,0.000014,0.000356,1.000000,0.999706,0.023304,-0.006749,-0.023328,0.999722,-0.003515,0.006665,0.003671,0.999971,1.000000,0.000011,-0.000003,-0.000011,1.000000,-0.000153,0.000003,0.000153,1.000000,1.000000,-0.000019,-0.000076,0.000019,1.000000,-0.000090,0.000076,0.000090,1.000000
13.800710,-0.568026,-0.706965,-6.799534,0.955748,0.262136,-0.133531,-0.096221,-0.150387,-0.983933,-0.278006,0.953241,-0.118509,0.980557,-0.049160,-0.189975,0.002646,0.971337,-0.237693,0.196215,0.232569,0.952581,0.938755,-0.182679,0.292176,-0.045079,0.775514,0.629719,-0.341623,-0.604323,0.719783,0.996254,0.084949,-0.016167,-0.075093,0.942591,0.325398,0.042881,-0.322965,0.945439,0.945681,0.144762,0.291086,-0.157188,0.987373,0.019636,-0.284568,-0.064325,0.956495,0.948804,0.055524,-0.310948,-0.258920,0.700569,-0.664954,0.180920,0.711422,0.679078,0.993826,0.096456,-0.054831,-0.100035,0.992741,-0.066776,0.047992,0.071849,0.996260,1.000000,-0.000115,-0.000356,0.000115,1.000000,-0.000201,0.000356,0.000201,1.000000,1.000000,-0.000063,-0.000372,0.000063,1.000000,-0.000230,0.000372,0.000230,1.000000,0.985373,0.167691,-0.030332,-0.167086,0.985708,0.021497,0.033503,-0.016114,0.999309,1.000000,-0.000050,-0.000184,0.000049,1.000000,-0.000115,0.000184,0.000115,1.000000,1.000000,-0.000027,-0.000187,0.000027,1.000000,-0.000128,0.000187,0.000128,1.000000,0.984279,0.004578,0.176560,0.006506,0.998046,-0.062146,-0.176500,0.062317,0.982326,0.861587,0.490103,-0.132159,-0.504180,0.856467,-0.110754,0.058909,0.162057,0.985022,0.858505,-0.510133,-0.052275,0.512212,0.857945,0.039617,0.024639,-0.060788,0.997847,0.990615,0.068146,-0.118484,-0.083888,0.987506,-0.133396,0.107914,0.142084,0.983955,0.421437,0.858723,0.291522,-0.902722,0.427913,0.044533,-0.086504,-0.281931,0.955527,0.517455,-0.845400,0.132436,0.846120,0.528597,0.068313,-0.127757,0.076707,0.988835,0.718099,-0.690364,-0.087930,0.660684,0.715961,-0.225602,0.218702,0.103911,0.970243,0.208483,0.962872,-0.171499,-0.669449,0.012658,-0.742750,-0.713003,0.269660,0.647233,1.000000,0.000051,-0.000017,-0.000051,1.000000,-0.000378,0.000017,0.000378,1.000000,0.999712,0.023179,-0.006270,-0.023201,0.999725,-0.003458,0.006188,0.003603,0.999974,1.000000,0.000011,-0.000004,-0.000011,1.000000,-0.000162,0.000004,0.000162,1.000000,1.000000,-0.000020,-0.000082,0.000020,1.000000,-0.000092,0.000082,0.000092,1.000000
13.817378,-0.569841,-0.699165,-6.804627,0.955653,0.261934,-0.134604,-0.097418,-0.150159,-0.983851,-0.277916,0.953332,-0.117983,0.978911,-0.049055,-0.198311,0.005852,0.977077,-0.212808,0.204205,0.207159,0.956758,0.939387,-0.190949,0.284765,-0.042316,0.759639,0.648967,-0.340238,-0.621681,0.705514,0.996321,0.084764,-0.012619,-0.076212,0.943714,0.321862,0.039191,-0.319716,0.946702,0.943809,0.141795,0.298526,-0.147288,0.989085,-0.004140,-0.295855,-0.040062,0.954392,0.947021,0.054187,-0.316567,-0.265602,0.686304,-0.677084,0.180572,0.725294,0.664336,0.993767,0.097489,-0.054064,-0.100675,0.993125,-0.059721,0.047870,0.064791,0.996750,1.000000,-0.000106,-0.000333,0.000106,1.000000,-0.000187,0.000333,0.000187,1.000000,1.000000,-0.000054,-0.000347,0.000054,1.000000,-0.000217,0.000347,0.000217,1.000000,0.985509,0.167118,-0.029052,-0.166617,0.985840,0.018919,0.031802,-0.013804,0.999399,1.000000,-0.000045,-0.000172,0.000045,1.000000,-0.000107,0.000172,0.000107,1.000000,1.000000,-0.000023,-0.000174,0.000023,1.000000,-0.000121,0.000174,0.000121,1.000000,0.984841,0.011625,0.173069,-0.000077,0.997781,-0.066579,-0.173459,0.065556,0.982657,0.867411,0.481827,-0.124264,-0.494964,0.861126,-0.116070,0.051082,0.162186,0.985437,0.863053,-0.501845,-0.057361,0.504209,0.862727,0.038418,0.030207,-0.062079,0.997614,0.991040,0.061560,-0.118536,-0.076953,0.988522,-0.130009,0.109172,0.137965,0.984402,0.420318,0.861756,0.284093,-0.904289,0.423635,0.052869,-0.074791,-0.279124,0.957338,0.516461,-0.845011,0.138650,0.843648,0.529852,0.086691,-0.146718,0.072199,0.986540,0.731289,-0.677914,-0.075167,0.646732,0.724190,-0.239347,0.216691,0.126419,0.968020,0.228182,0.958979,-0.168200,-0.655330,0.023512,-0.754977,-0.720052,0.282499,0.633813,1.000000,0.000048,-0.000010,-0.000048,1.000000,-0.000352,0.000010,0.000352,1.000000,0.999716,0.023108,-0.005820,-0.023128,0.999727,-0.003394,0.005740,0.003528,0.999977,1.000000,0.000010,-0.000002,-0.000010,1.000000,-0.000151,0.000002,0.000151,1.000000,1.000000,-0.000019,-0.000076,0.000019,1.000000,-0.000086,0.000076,0.000086,1.000000
13.834045,-0.571684,-0.691474,-6.809775,0.955892,0.261176,-0.134380,-0.097499,-0.149421,-0.983955,-0.277065,0.953656,-0.117365,0.977561,-0.047442,-0.205241,0.008105,0.982058,-0.188402,0.210496,0.182511,0.960407,0.940123,-0.197873,0.277515,-0.040292,0.743991,0.666974,-0.338445,-0.638219,0.691471,0.996332,0.085046,-0.009504,-0.077642,0.945076,0.317495,0.035984,-0.315592,0.948213,0.942642,0.138737,0.303609,-0.136778,0.990211,-0.027820,-0.304497,-0.015302,0.952390,0.945785,0.051324,-0.320713,-0.270320,0.671776,-0.689670,0.180051,0.738974,0.649229,0.993741,0.098288,-0.053087,-0.101021,0.993550,-0.051509,0.047682,0.056549,0.997261,1.000000,-0.000089,-0.000292,0.000089,1.000000,-0.000169,0.000292,0.000169,1.000000,1.000000,-0.000042,-0.000303,0.000042,1.000000,-0.000197,0.000303,0.000197,1.000000,0.985625,0.166684,-0.027569,-0.166250,0.985931,0.017372,0.030077,-0.012539,0.999469,1.000000,-0.000038,-0.000151,0.000038,1.000000,-0.000097,0.000151,0.000097,1.000000,1.000000,-0.000018,-0.000152,0.000018,1.000000,-0.000109,0.000152,0.000109,1.000000,0.985391,0.017571,0.169397,-0.005808,0.997552,-0.069690,-0.170207,0.067688,0.983081,0.872737,0.474595,-0.114410,-0.486449,0.865183,-0.121760,0.041199,0.161919,0.985944,0.867202,-0.494097,-0.061874,0.496659,0.867203,0.035909,0.035915,-0.061871,0.997438,0.991458,0.055292,-0.118124,-0.070516,0.989152,-0.128861,0.109718,0.136090,0.984602,0.419116,0.865374,0.274719,-0.905814,0.419197,0.061441,-0.061992,-0.274595,0.959560,0.515566,-0.844297,0.146129,0.840680,0.531401,0.104255,-0.165676,0.069098,0.983757,0.743206,-0.666278,-0.060981,0.634297,0.730654,-0.252610,0.212864,0.149062,0.965645,0.247193,0.954551,-0.166519,-0.643410,0.033202,-0.764801,-0.724513,0.296194,0.622375,1.000000,0.000046,-0.000001,-0.000046,1.000000,-0.000310,0.000001,0.000310,1.000000,0.999719,0.023062,-0.005410,-0.023080,0.999728,-0.003331,0.005331,0.003455,0.999980,1.000000,0.000010,0.000001,-0.000010,1.000000,-0.000133,-0.000001,0.000133,1.000000,1.000000,-0.000017,-0.000066,0.000017,1.000000,-0.000078,0.000066,0.000078,1.000000
13.850713,-0.573586,-0.683927,-6.814950,0.956434,0.259801,-0.133185,-0.096818,-0.148124,-0.984218,-0.275429,0.954234,-0.116518,0.976395,-0.044688,-0.211318,0.009435,0.986254,-0.164969,0.215786,0.159081,0.963395,0.940944,-0.203659,0.270458,-0.038817,0.728679,0.683754,-0.336330,-0.653873,0.677741,0.996300,0.085665,-0.006851,-0.079250,0.946671,0.312303,0.033239,-0.310604,0.949958,0.942054,0.135702,0.306788,-0.126108,0.990706,-0.050980,-0.310854,0.009337,0.950412,0.944926,0.047264,-0.323854,-0.273491,0.657555,-0.702015,0.179771,0.751923,0.634267,0.993731,0.098993,-0.051950,-0.101241,0.993949,-0.042599,0.047419,0.047591,0.997741,1.000000,-0.000073,-0.000258,0.000073,1.000000,-0.000154,0.000258,0.000154,1.000000,1.000000,-0.000030,-0.000266,0.000030,1.000000,-0.000179,0.000266,0.000179,1.000000,0.985713,0.166424,-0.025928,-0.166028,0.985979,0.016735,0.028349,-0.012191,0.999524,1.000000,-0.000031,-0.000133,0.000031,1.000000,-0.000089,0.000133,0.000089,1.000000,1.000000,-0.000013,-0.000133,0.000013,1.000000,-0.000100,0.000133,0.000100,1.000000,0.985917,0.022584,0.165701,-0.010850,0.997390,-0.071378,-0.166880,0.068575,0.983590,0.877388,0.468358,-0.104069,-0.478793,0.868648,-0.127309,0.030773,0.161527,0.986388,0.870764,-0.487313,-0.065547,0.489981,0.871115,0.032830,0.041101,-0.060704,0.997309,0.991892,0.049150,-0.117197,-0.064265,0.989574,-0.128893,0.109640,0.135379,0.984709,0.417972,0.868925,0.265084,-0.907134,0.414959,0.070123,-0.049067,-0.269776,0.961672,0.515063,-0.843183,0.154115,0.837149,0.533462,0.120830,-0.184096,0.066782,0.980637,0.753808,-0.655407,-0.047060,0.623203,0.735797,-0.264994,0.208305,0.170427,0.963101,0.265074,0.949884,-0.165696,-0.633316,0.041935,-0.772757,-0.727081,0.309776,0.612693,1.000000,0.000045,0.000006,-0.000045,1.000000,-0.000273,-0.000006,0.000273,1.000000,0.999723,0.022979,-0.005041,-0.022996,0.999730,-0.003272,0.004965,0.003387,0.999982,1.000000,0.000009,0.000003,-0.000009,1.000000,-0.000117,-0.000003,0.000117,1.000000,1.000000,-0.000015,-0.000057,0.000015,1.000000,-0.000072,0.000057,0.000072,1.000000
13.867380,-0.575593,-0.676591,-6.820129,0.957266,0.257796,-0.131080,-0.095483,-0.146106,-0.984650,-0.272991,0.955089,-0.115247,0.975288,-0.041219,-0.217058,0.009988,0.989664,-0.143058,0.220711,0.137355,0.965619,0.941812,-0.208491,0.263671,-0.037660,0.714020,0.699111,-0.334025,-0.668361,0.664621,0.996253,0.086368,-0.004549,-0.080835,0.948557,0.306113,0.030754,-0.304599,0.951984,0.941836,0.132890,0.308683,-0.115763,0.990573,-0.073238,-0.315506,0.033244,0.948341,0.944304,0.042416,-0.326330,-0.275480,0.644327,-0.713410,0.180003,0.763573,0.620125,0.993717,0.099748,-0.050756,-0.101518,0.994267,-0.033581,0.047115,0.038523,0.998146,1.000000,-0.000061,-0.000238,0.000061,1.000000,-0.000144,0.000238,0.000144,1.000000,1.000000,-0.000020,-0.000245,0.000020,1.000000,-0.000166,0.000245,0.000166,1.000000,0.985765,0.166368,-0.024286,-0.165995,0.985986,0.016655,0.026716,-0.012386,0.999566,1.000000,-0.000026,-0.000123,0.000026,1.000000,-0.000082,0.000123,0.000082,1.000000,1.000000,-0.000008,-0.000123,0.000008,1.000000,-0.000092,0.000123,0.000092,1.000000,0.986444,0.026848,0.161888,-0.015414,0.997323,-0.071475,-0.163374,0.068011,0.984217,0.881258,0.462996,-0.094971,-0.472142,0.871566,-0.132117,0.021604,0.161269,0.986674,0.873673,-0.481718,-0.068145,0.484419,0.874319,0.030062,0.045099,-0.059275,0.997222,0.992339,0.043091,-0.115790,-0.058006,0.989986,-0.128700,0.109085,0.134430,0.984900,0.417110,0.871846,0.256719,-0.908103,0.411292,0.078666,-0.037002,-0.265940,0.963279,0.515135,-0.841683,0.161880,0.833161,0.536064,0.135936,-0.201193,0.064847,0.977403,0.763062,-0.645356,-0.035387,0.613192,0.740163,-0.275959,0.204284,0.188875,0.960518,0.280817,0.945536,-0.164631,-0.624988,0.049976,-0.779033,-0.728376,0.321659,0.604983,1.000000,0.000046,0.000009,-0.000046,1.000000,-0.000249,-0.000009,0.000249,1.000000,0.999729,0.022812,-0.004707,-0.022827,0.999734,-0.003212,0.004633,0.003319,0.999984,1.000000,0.000010,0.000004,-0.000010,1.000000,-0.000107,-0.000004,0.000107,1.000000,1.000000,-0.000014,-0.000052,0.000014,1.000000,-0.000068,0.000052,0.000068,1.000000
13.884048,-0.577722,-0.669555,-6.825287,0.958370,0.255211,-0.128042,-0.093479,-0.143281,-0.985257,-0.269795,0.956210,-0.113460,0.974161,-0.037386,-0.222738,0.009946,0.992349,-0.123064,0.225634,0.117669,0.967080,0.942700,-0.212498,0.257217,-0.036633,0.700356,0.712853,-0.331623,-0.681429,0.652442,0.996214,0.086905,-0.002445,-0.082202,0.950714,0.298974,0.028306,-0.297641,0.954258,0.941777,0.130384,0.309930,-0.106063,0.989893,-0.094145,-0.319072,0.055792,0.946087,0.943803,0.037150,-0.328414,-0.276599,0.632683,-0.723329,0.180910,0.773519,0.607404,0.993684,0.100670,-0.049582,-0.101992,0.994474,-0.024883,0.046803,0.029783,0.998460,1.000000,-0.000051,-0.000226,0.000051,1.000000,-0.000136,0.000226,0.000136,1.000000,1.000000,-0.000012,-0.000232,0.000012,1.000000,-0.000156,0.000232,0.000156,1.000000,0.985776,0.166509,-0.022791,-0.166155,0.985959,0.016678,0.025248,-0.012654,0.999601,1.000000,-0.000022,-0.000116,0.000022,1.000000,-0.000078,0.000116,0.000078,1.000000,1.000000,-0.000005,-0.000116,0.000005,1.000000,-0.000086,0.000116,0.000086,1.000000,0.986997,0.030484,0.157820,-0.019603,0.997351,-0.070046,-0.159537,0.066042,0.984980,0.884445,0.458262,-0.088046,-0.466411,0.874083,-0.135789,0.014733,0.161164,0.986818,0.876061,-0.477130,-0.069747,0.479833,0.876908,0.028155,0.047728,-0.058133,0.997167,0.992781,0.037212,-0.114022,-0.051757,0.990502,-0.127382,0.108199,0.132364,0.985278,0.416580,0.873974,0.250261,-0.908717,0.408296,0.086763,-0.026352,-0.263560,0.964283,0.515697,-0.839946,0.168961,0.828984,0.538989,0.149253,-0.216433,0.063097,0.974256,0.771019,-0.636243,-0.026911,0.604079,0.744110,-0.285288,0.201537,0.203706,0.958064,0.293741,0.941940,-0.162680,-0.618306,0.057443,-0.783835,-0.728981,0.330831,0.599281,1.000000,0.000048,0.000010,-0.000048,1.000000,-0.000232,-0.000010,0.000232,1.000000,0.999735,0.022576,-0.004392,-0.022590,0.999740,-0.003149,0.004320,0.003247,0.999985,1.000000,0.000010,0.000004,-0.000010,1.000000,-0.000100,-0.000004,0.000100,1.000000,1.000000,-0.000013,-0.000048,0.000013,1.000000,-0.000066,0.000048,0.000066,1.000000
13.900715,-0.579911,-0.663212,-6.830329,0.959685,0.252227,-0.124040,-0.090734,-0.139682,-0.986031,-0.266030,0.957533,-0.111165,0.973009,-0.033368,-0.228340,0.009398,0.994400,-0.105267,0.230574,0.100280,0.967874,0.943639,-0.215807,0.250946,-0.035118,0.688633,0.724259,-0.329110,-0.692251,0.642242,0.996196,0.087143,-0.000403,-0.083236,0.952888,0.291679,0.025802,-0.290535,0.956516,0.941746,0.128067,0.310987,-0.097061,0.988811,-0.113276,-0.322014,0.076492,0.943640,0.943315,0.031836,-0.330369,-0.277730,0.620715,-0.733198,0.181723,0.783390,0.594371,0.993625,0.101762,-0.048525,-0.102668,0.994578,-0.016544,0.046578,0.021420,0.998685,1.000000,-0.000040,-0.000193,0.000040,1.000000,-0.000105,0.000193,0.000105,1.000000,1.000000,-0.000011,-0.000289,0.000011,1.000000,-0.000335,0.000289,0.000335,1.000000,0.985763,0.166745,-0.021602,-0.166412,0.985920,0.016397,0.024031,-0.012568,0.999632,1.000000,-0.000017,-0.000099,0.000017,1.000000,-0.000060,0.000099,0.000060,1.000000,1.000000,-0.000003,-0.000099,0.000003,1.000000,-0.000066,0.000099,0.000066,1.000000,0.987581,0.033550,0.153486,-0.023417,0.997454,-0.067357,-0.155355,0.062926,0.985852,0.887122,0.453989,-0.083118,-0.461427,0.876311,-0.138434,0.009990,0.161161,0.986878,0.878073,-0.473260,-0.070802,0.475960,0.879055,0.026911,0.049503,-0.057329,0.997127,0.993203,0.031636,-0.112010,-0.045644,0.991132,-0.124798,0.107068,0.129063,0.985839,0.416240,0.875448,0.245630,-0.909091,0.405821,0.094145,-0.017263,-0.262487,0.964781,0.516477,-0.838221,0.175033,0.824966,0.541862,0.160675,-0.229525,0.061412,0.971363,0.777801,-0.628148,-0.021332,0.595827,0.747733,-0.293062,0.200037,0.215234,0.955855,0.303837,0.939226,-0.159803,-0.612995,0.064320,-0.787464,-0.729328,0.337219,0.595284,1.000000,0.000042,0.000004,-0.000042,1.000000,-0.000194,-0.000004,0.000194,1.000000,0.999742,0.022343,-0.004104,-0.022355,0.999745,-0.003068,0.004034,0.003159,0.999987,1.000000,0.000009,0.000002,-0.000009,1.000000,-0.000083,-0.000002,0.000083,1.000000,1.000000,-0.000010,-0.000042,0.000010,1.000000,-0.000055,0.000042,0.000055,1.000000
13.917383,-0.582050,-0.657589,-6.834918,0.961100,0.249045,-0.119428,-0.087505,-0.135565,-0.986897,-0.261972,0.958957,-0.108499,0.971830,-0.029331,-0.233849,0.008543,0.995958,-0.089417,0.235526,0.084901,0.968153,0.944602,-0.218562,0.244863,-0.033101,0.678798,0.733579,-0.326545,-0.701045,0.633959,0.996198,0.087101,0.001604,-0.083960,0.955028,0.284379,0.023238,-0.283433,0.958711,0.941707,0.125776,0.312040,-0.088712,0.987496,-0.130314,-0.324528,0.095036,0.941090,0.942781,0.026635,-0.332346,-0.279120,0.608257,-0.743044,0.182361,0.793293,0.580888,0.993545,0.102972,-0.047591,-0.103491,0.994593,-0.008576,0.046451,0.013446,0.998830,1.000000,-0.000028,-0.000155,0.000028,1.000000,-0.000070,0.000155,0.000070,1.000000,1.000000,-0.000014,-0.000436,0.000014,1.000000,-0.000706,0.000436,0.000706,1.000000,0.985748,0.166945,-0.020727,-0.166640,0.985893,0.015678,0.023052,-0.012000,0.999662,1.000000,-0.000012,-0.000079,0.000012,1.000000,-0.000040,0.000079,0.000040,1.000000,1.000000,-0.000001,-0.000079,0.000001,1.000000,-0.000044,0.000079,0.000044,1.000000,0.988181,0.036106,0.148980,-0.026841,0.997605,-0.063741,-0.150925,0.058989,0.986784,0.889446,0.450037,-0.079706,-0.456989,0.878357,-0.140177,0.006926,0.161105,0.986913,0.879779,-0.469963,-0.071578,0.472658,0.880862,0.026015,0.050824,-0.056720,0.997096,0.993599,0.026436,-0.109832,-0.039794,0.991822,-0.121269,0.105728,0.124863,0.986525,0.416014,0.876496,0.242253,-0.909309,0.403720,0.100830,-0.009425,-0.262229,0.964960,0.517256,-0.836664,0.180108,0.821297,0.544446,0.170439,-0.240660,0.059762,0.968768,0.783520,-0.621111,-0.017838,0.588473,0.750954,-0.299613,0.199488,0.224255,0.953894,0.311868,0.937188,-0.156261,-0.608578,0.070741,-0.790334,-0.729638,0.341577,0.592414,1.000000,0.000034,-0.000005,-0.000034,1.000000,-0.000149,0.000005,0.000149,1.000000,0.999748,0.022116,-0.003832,-0.022128,0.999751,-0.002985,0.003765,0.003069,0.999988,1.000000,0.000007,-0.000001,-0.000007,1.000000,-0.000064,0.000001,0.000064,1.000000,1.000000,-0.000006,-0.000034,0.000006,1.000000,-0.000041,0.000034,0.000041,1.000000
