t_s,tran_x,tran_y,tran_z,j0_r00,j0_r01,j0_r02,j0_r10,j0_r11,j0_r12,j0_r20,j0_r21,j0_r22,j1_r00,j1_r01,j1_r02,j1_r10,j1_r11,j1_r12,j1_r20,j1_r21,j1_r22,j2_r00,j2_r01,j2_r02,j2_r10,j2_r11,j2_r12,j2_r20,j2_r21,j2_r22,j3_r00,j3_r01,j3_r02,j3_r10,j3_r11,j3_r12,j3_r20,j3_r21,j3_r22,j4_r00,j4_r01,j4_r02,j4_r10,j4_r11,j4_r12,j4_r20,j4_r21,j4_r22,j5_r00,j5_r01,j5_r02,j5_r10,j5_r11,j5_r12,j5_r20,j5_r21,j5_r22,j6_r00,j6_r01,j6_r02,j6_r10,j6_r11,j6_r12,j6_r20,j6_r21,j6_r22,j7_r00,j7_r01,j7_r02,j7_r10,j7_r11,j7_r12,j7_r20,j7_r21,j7_r22,j8_r00,j8_r01,j8_r02,j8_r10,j8_r11,j8_r12,j8_r20,j8_r21,j8_r22,j9_r00,j9_r01,j9_r02,j9_r10,j9_r11,j9_r12,j9_r20,j9_r21,j9_r22,j10_r00,j10_r01,j10_r02,j10_r10,j10_r11,j10_r12,j10_r20,j10_r21,j10_r22,j11_r00,j11_r01,j11_r02,j11_r10,j11_r11,j11_r12,j11_r20,j11_r21,j11_r22,j12_r00,j12_r01,j12_r02,j12_r10,j12_r11,j12_r12,j12_r20,j12_r21,j12_r22,j13_r00,j13_r01,j13_r02,j13_r10,j13_r11,j13_r12,j13_r20,j13_r21,j13_r22,j14_r00,j14_r01,j14_r02,j14_r10,j14_r11,j14_r12,j14_r20,j14_r21,j14_r22,j15_r00,j15_r01,j15_r02,j15_r10,j15_r11,j15_r12,j15_r20,j15_r21,j15_r22,j16_r00,j16_r01,j16_r02,j16_r10,j16_r11,j16_r12,j16_r20,j16_r21,j16_r22,j17_r00,j17_r01,j17_r02,j17_r10,j17_r11,j17_r12,j17_r20,j17_r21,j17_r22,j18_r00,j18_r01,j18_r02,j18_r10,j18_r11,j18_r12,j18_r20,j18_r21,j18_r22,j19_r00,j19_r01,j19_r02,j19_r10,j19_r11,j19_r12,j19_r20,j19_r21,j19_r22,j20_r00,j20_r01,j20_r02,j20_r10,j20_r11,j20_r12,j20_r20,j20_r21,j20_r22,j21_r00,j21_r01,j21_r02,j21_r10,j21_r11,j21_r12,j21_r20,j21_r21,j21_r22,j22_r00,j22_r01,j22_r02,j22_r10,j22_r11,j22_r12,j22_r20,j22_r21,j22_r22,j23_r00,j23_r01,j23_r02,j23_r10,j23_r11,j23_r12,j23_r20,j23_r21,j23_r22
32.500000,0.396513,0.008729,-0.139208,-0.998212,-0.027826,-0.052893,-0.038845,0.974646,0.220355,0.045420,0.222016,-0.973985,0.962136,-0.134186,0.237251,0.205913,0.928133,-0.310112,-0.178588,0.347223,0.920621,0.982154,0.185465,-0.031236,-0.180083,0.975255,0.128248,0.054248,-0.120334,0.991250,0.999477,0.004796,-0.031989,-0.003200,0.998757,0.049745,0.032188,-0.049616,0.998250,0.995911,0.087181,-0.023697,-0.080662,0.976185,0.201387,0.040690,-0.198652,0.979225,0.993595,-0.090918,0.067101,0.111069,0.895061,-0.431891,-0.020793,0.436577,0.899426,0.999202,-0.000536,0.039941,-0.000683,0.999535,0.030494,-0.039938,-0.030497,0.998737,0.999994,-0.000098,0.003403,0.000088,0.999996,0.002922,-0.003404,-0.002922,0.999990,0.999975,-0.000104,-0.007074,0.000083,0.999996,-0.002930,0.007074,0.002929,0.999971,0.999159,0.025535,-0.032074,-0.031015,0.982436,-0.184004,0.026812,0.184844,0.982402,1.000000,-0.000020,0.000016,0.000020,1.000000,0.000034,-0.000016,-0.000034,1.000000,1.000000,-0.000021,0.000019,0.000021,1.000000,0.000028,-0.000019,-0.000028,1.000000,0.999742,-0.002454,0.022599,0.003984,0.997683,-0.067911,-0.022380,0.067983,0.997435,0.981551,0.089810,0.168794,-0.069647,0.990108,-0.121798,-0.178063,0.107795,0.978097,0.986382,-0.105013,-0.126584,0.099485,0.993820,-0.049245,0.130973,0.035981,0.990733,0.997179,0.015861,-0.073361,-0.020775,0.997556,-0.066708,0.072124,0.068044,0.995072,0.538849,0.838450,-0.081510,-0.842387,0.536889,-0.046196,0.005028,0.093556,0.995601,0.389513,-0.902785,0.182368,0.919437,0.369540,-0.134445,0.053983,0.220044,0.973995,0.982377,0.175093,-0.065406,-0.183529,0.969879,-0.160161,0.035393,0.169342,0.984922,0.960645,0.201020,0.191707,-0.050704,0.805448,-0.590494,-0.273111,0.557535,0.783942,1.000000,-0.000038,-0.000017,0.000038,1.000000,0.000042,0.000017,-0.000042,1.000000,1.000000,-0.000010,0.000060,0.000010,1.000000,-0.000005,-0.000060,0.000005,1.000000,1.000000,-0.000008,-0.000006,0.000008,1.000000,0.000018,0.000006,-0.000018,1.000000,1.000000,-0.000002,0.000020,0.000002,1.000000,-0.000002,-0.000020,0.000002,1.000000
32.516667,0.397605,0.008936,-0.139073,-0.998142,-0.028128,-0.054041,-0.039069,0.976156,0.213525,0.046746,0.215240,-0.975442,0.962406,-0.137144,0.234448,0.205744,0.931612,-0.299615,-0.177324,0.336588,0.924805,0.982069,0.185758,-0.032157,-0.179965,0.974564,0.133559,0.056149,-0.125377,0.990519,0.999510,0.005573,-0.030800,-0.004140,0.998915,0.046396,0.031025,-0.046246,0.998448,0.995872,0.087437,-0.024378,-0.081035,0.977397,0.195265,0.040901,-0.192484,0.980447,0.993267,-0.094004,0.067699,0.114018,0.896660,-0.427786,-0.020490,0.432625,0.901341,0.999249,-0.000623,0.038756,-0.000607,0.999497,0.031708,-0.038756,-0.031708,0.998746,0.999994,-0.000103,0.003376,0.000092,0.999995,0.003226,-0.003376,-0.003225,0.999989,0.999974,-0.000114,-0.007182,0.000089,0.999994,-0.003487,0.007183,0.003486,0.999968,0.999167,0.025050,-0.032225,-0.030614,0.982119,-0.185757,0.026995,0.186589,0.982067,1.000000,-0.000020,0.000012,0.000020,1.000000,0.000032,-0.000012,-0.000032,1.000000,1.000000,-0.000022,0.000014,0.000022,1.000000,0.000025,-0.000014,-0.000025,1.000000,0.999762,-0.007924,0.020317,0.009043,0.998413,-0.055586,-0.019845,0.055757,0.998247,0.981245,0.093093,0.168796,-0.072393,0.989525,-0.124900,-0.178655,0.110338,0.977705,0.986160,-0.106554,-0.127026,0.101318,0.993743,-0.047009,0.131241,0.033489,0.990785,0.997204,0.013886,-0.073430,-0.018420,0.997942,-0.061426,0.072426,0.062607,0.995407,0.539511,0.838734,-0.073853,-0.841948,0.536656,-0.055901,-0.007252,0.092339,0.995701,0.388118,-0.904121,0.178686,0.919905,0.368263,-0.134747,0.056024,0.216672,0.974636,0.982770,0.170288,-0.071867,-0.180402,0.968357,-0.172453,0.040226,0.182447,0.982392,0.958401,0.206671,0.196861,-0.053126,0.806829,-0.588392,-0.280436,0.553457,0.784245,1.000000,-0.000037,-0.000016,0.000037,1.000000,0.000034,0.000016,-0.000034,1.000000,1.000000,-0.000012,0.000054,0.000012,1.000000,0.000001,-0.000054,-0.000001,1.000000,1.000000,-0.000008,-0.000005,0.000008,1.000000,0.000014,0.000005,-0.000014,1.000000,1.000000,-0.000002,0.000018,0.000002,1.000000,0.000001,-0.000018,-0.000001,1.000000
32.533333,0.398697,0.009012,-0.139033,-0.998049,-0.028124,-0.055734,-0.039096,0.977603,0.206796,0.048670,0.208571,-0.976795,0.962645,-0.139950,0.231792,0.205696,0.934682,-0.289929,-0.176076,0.326778,0.928555,0.981882,0.186697,-0.032426,-0.180512,0.973609,0.139648,0.057642,-0.131264,0.989670,0.999521,0.006675,-0.030217,-0.005348,0.999027,0.043770,0.030480,-0.043588,0.998585,0.995775,0.088067,-0.026004,-0.081538,0.978258,0.190689,0.042232,-0.187763,0.981306,0.992826,-0.097450,0.069289,0.117768,0.897211,-0.425609,-0.020691,0.430715,0.902251,0.999301,-0.000798,0.037372,-0.000433,0.999458,0.032909,-0.037378,-0.032902,0.998759,0.999995,-0.000109,0.003316,0.000097,0.999994,0.003347,-0.003317,-0.003347,0.999989,0.999974,-0.000130,-0.007277,0.000101,0.999992,-0.003926,0.007277,0.003925,0.999966,0.999166,0.024643,-0.032551,-0.030338,0.981690,-0.188055,0.027321,0.188885,0.981619,1.000000,-0.000021,-0.000002,0.000021,1.000000,0.000032,0.000002,-0.000032,1.000000,1.000000,-0.000025,0.000001,0.000025,1.000000,0.000022,-0.000001,-0.000022,1.000000,0.999734,-0.013537,0.018692,0.014342,0.998946,-0.043607,-0.018082,0.043863,0.998874,0.980921,0.096081,0.169005,-0.074806,0.988943,-0.128042,-0.179439,0.112957,0.977263,0.985922,-0.108123,-0.127546,0.103198,0.993659,-0.044629,0.131563,0.030838,0.990828,0.997233,0.012028,-0.073365,-0.016163,0.998298,-0.056033,0.072566,0.057064,0.995730,0.539700,0.839158,-0.067364,-0.841658,0.536097,-0.064902,-0.018349,0.091725,0.995615,0.387430,-0.905128,0.175045,0.920092,0.367754,-0.134861,0.057693,0.213307,0.975280,0.983178,0.164281,-0.079823,-0.176429,0.967273,-0.182362,0.047252,0.193378,0.979986,0.955758,0.212476,0.203422,-0.055048,0.808529,-0.585877,-0.288957,0.548758,0.784454,1.000000,-0.000041,-0.000017,0.000041,1.000000,0.000009,0.000017,-0.000009,1.000000,1.000000,-0.000017,0.000045,0.000017,1.000000,0.000024,-0.000045,-0.000024,1.000000,1.000000,-0.000008,-0.000006,0.000008,1.000000,0.000004,0.000006,-0.000004,1.000000,1.000000,-0.000003,0.000015,0.000003,1.000000,0.000010,-0.000015,-0.000010,1.000000
32.550000,0.399723,0.009030,-0.139181,-0.997921,-0.027912,-0.058090,-0.039048,0.978932,0.200417,0.051272,0.202268,-0.977987,0.962916,-0.142551,0.229068,0.205674,0.937330,-0.281266,-0.174617,0.317949,0.931889,0.981649,0.187935,-0.032341,-0.181398,0.972565,0.145645,0.058826,-0.137105,0.988808,0.999510,0.007940,-0.030290,-0.006669,0.999102,0.041840,0.030595,-0.041617,0.998665,0.995654,0.088804,-0.028066,-0.082031,0.978887,0.187220,0.044099,-0.184104,0.981917,0.992354,-0.100801,0.071221,0.121608,0.897141,-0.424675,-0.021088,0.430090,0.902540,0.999352,-0.001143,0.035978,-0.000096,0.999407,0.034419,-0.035996,-0.034400,0.998760,0.999995,-0.000114,0.003249,0.000103,0.999995,0.003292,-0.003249,-0.003292,0.999989,0.999973,-0.000144,-0.007349,0.000114,0.999991,-0.004145,0.007349,0.004144,0.999964,0.999161,0.024136,-0.033086,-0.030029,0.981105,-0.191133,0.027848,0.191967,0.981006,1.000000,-0.000024,-0.000023,0.000024,1.000000,0.000027,0.000023,-0.000027,1.000000,1.000000,-0.000029,-0.000018,0.000029,1.000000,0.000011,0.000018,-0.000011,1.000000,0.999672,-0.018822,0.017358,0.019379,0.999284,-0.032492,-0.016734,0.032817,0.999321,0.980473,0.098408,0.170259,-0.076457,0.988428,-0.131010,-0.181182,0.115434,0.976651,0.985699,-0.109154,-0.128385,0.104548,0.993628,-0.042104,0.132163,0.028079,0.990830,0.997259,0.009817,-0.073338,-0.013528,0.998644,-0.050278,0.072745,0.051132,0.996039,0.538628,0.840296,-0.061501,-0.842068,0.534433,-0.072826,-0.028327,0.091015,0.995447,0.387276,-0.905890,0.171405,0.920052,0.367771,-0.135086,0.059335,0.210018,0.975895,0.983546,0.156753,-0.089810,-0.171267,0.967233,-0.187424,0.057488,0.199722,0.978165,0.952475,0.218651,0.212091,-0.056271,0.810570,-0.582933,-0.299374,0.543294,0.784351,1.000000,-0.000047,-0.000013,0.000047,1.000000,-0.000030,0.000013,0.000030,1.000000,1.000000,-0.000029,0.000028,0.000029,1.000000,0.000055,-0.000028,-0.000055,1.000000,1.000000,-0.000010,-0.000004,0.000010,1.000000,-0.000013,0.000004,0.000013,1.000000,1.000000,-0.000006,0.000010,0.000006,1.000000,0.000024,-0.000010,-0.000024,1.000000
32.566667,0.400696,0.009018,-0.139551,-0.997791,-0.027567,-0.060443,-0.038903,0.979979,0.195266,0.053850,0.197186,-0.978886,0.963169,-0.144948,0.226483,0.205909,0.939269,-0.274547,-0.172934,0.311070,0.934521,0.981369,0.189391,-0.032350,-0.182528,0.971566,0.150810,0.059992,-0.142095,0.988033,0.999497,0.009173,-0.030371,-0.007955,0.999169,0.039988,0.030713,-0.039726,0.998738,0.995514,0.089696,-0.030116,-0.082657,0.979342,0.184545,0.046046,-0.181228,0.982363,0.991850,-0.104030,0.073563,0.125545,0.896434,-0.425023,-0.021729,0.430795,0.902188,0.999387,-0.001529,0.034962,0.000266,0.999348,0.036099,-0.034995,-0.036067,0.998736,0.999995,-0.000116,0.003241,0.000106,0.999995,0.003143,-0.003241,-0.003142,0.999990,0.999973,-0.000151,-0.007357,0.000120,0.999991,-0.004242,0.007357,0.004241,0.999964,0.999159,0.023620,-0.033531,-0.029714,0.980388,-0.194826,0.028272,0.195659,0.980264,1.000000,-0.000026,-0.000031,0.000026,1.000000,0.000024,0.000031,-0.000024,1.000000,1.000000,-0.000032,-0.000025,0.000032,1.000000,0.000006,0.000025,-0.000006,1.000000,0.999585,-0.023857,0.016124,0.024217,0.999453,-0.022526,-0.015578,0.022907,0.999616,0.979876,0.100428,0.172503,-0.077740,0.987982,-0.133599,-0.183847,0.117500,0.975907,0.985428,-0.110014,-0.129728,0.105722,0.993609,-0.039538,0.133249,0.025246,0.990761,0.997264,0.007663,-0.073520,-0.010971,0.998941,-0.044687,0.073100,0.045372,0.996292,0.537259,0.841518,-0.056575,-0.842626,0.532643,-0.079198,-0.036512,0.090222,0.995252,0.387918,-0.906238,0.168083,0.919684,0.368544,-0.135487,0.060837,0.207141,0.976418,0.983749,0.148764,-0.100533,-0.165623,0.968072,-0.188163,0.069332,0.201756,0.976979,0.948804,0.224307,0.222390,-0.056311,0.812906,-0.579666,-0.310806,0.537467,0.783919,1.000000,-0.000052,-0.000009,0.000052,1.000000,-0.000045,0.000009,0.000045,1.000000,1.000000,-0.000035,0.000021,0.000035,1.000000,0.000067,-0.000021,-0.000067,1.000000,1.000000,-0.000011,-0.000003,0.000011,1.000000,-0.000019,0.000003,0.000019,1.000000,1.000000,-0.000007,0.000008,0.000007,1.000000,0.000029,-0.000008,-0.000029,1.000000
32.583333,0.401502,0.008942,-0.140086,-0.997603,-0.026860,-0.063765,-0.038594,0.980908,0.190602,0.057428,0.192606,-0.979594,0.963462,-0.146624,0.224150,0.205809,0.940840,-0.269190,-0.171420,0.305487,0.936639,0.980997,0.191318,-0.032286,-0.184135,0.970465,0.155859,0.061151,-0.146952,0.987252,0.999462,0.010576,-0.031033,-0.009377,0.999212,0.038556,0.031416,-0.038244,0.998774,0.995371,0.090423,-0.032563,-0.082978,0.979509,0.183510,0.048489,-0.179958,0.982478,0.991377,-0.106985,0.075677,0.129175,0.895018,-0.426916,-0.022059,0.433010,0.901119,0.999414,-0.002064,0.034173,0.000753,0.999265,0.038318,-0.034227,-0.038270,0.998681,0.999995,-0.000118,0.003252,0.000109,0.999996,0.002792,-0.003252,-0.002792,0.999991,0.999973,-0.000159,-0.007379,0.000129,0.999992,-0.004104,0.007380,0.004103,0.999964,0.999156,0.022985,-0.034030,-0.029311,0.979563,-0.198989,0.028761,0.199818,0.979411,1.000000,-0.000029,-0.000043,0.000029,1.000000,0.000021,0.000043,-0.000021,1.000000,1.000000,-0.000036,-0.000036,0.000036,1.000000,0.000001,0.000036,-0.000001,1.000000,0.999485,-0.028403,0.014922,0.028606,0.999499,-0.013546,-0.014530,0.013966,0.999797,0.979188,0.102014,0.175455,-0.078556,0.987615,-0.135816,-0.187137,0.119206,0.975074,0.985120,-0.110736,-0.131437,0.106760,0.993598,-0.036942,0.134687,0.022360,0.990636,0.997270,0.005618,-0.073630,-0.008534,0.999189,-0.039340,0.073349,0.039861,0.996509,0.535562,0.842842,-0.052825,-0.843413,0.530661,-0.083985,-0.042754,0.089532,0.995066,0.389479,-0.906134,0.165005,0.918932,0.370201,-0.136074,0.062216,0.204626,0.976861,0.983684,0.141064,-0.111659,-0.159979,0.969782,-0.184201,0.082301,0.199059,0.976526,0.944711,0.229536,0.234169,-0.055487,0.815739,-0.575752,-0.323177,0.530926,0.783374,1.000000,-0.000059,-0.000007,0.000059,1.000000,-0.000065,0.000007,0.000065,1.000000,1.000000,-0.000043,0.000014,0.000043,1.000000,0.000086,-0.000014,-0.000086,1.000000,1.000000,-0.000012,-0.000002,0.000012,1.000000,-0.000028,0.000002,0.000028,1.000000,1.000000,-0.000008,0.000005,0.000008,1.000000,0.000037,-0.000005,-0.000037,1.000000
32.600000,0.402121,0.008843,-0.140773,-0.997357,-0.025832,-0.067903,-0.038109,0.981762,0.186255,0.061853,0.188351,-0.980152,0.963880,-0.147605,0.221695,0.205176,0.942248,-0.264710,-0.169819,0.300635,0.938499,0.980584,0.193416,-0.032343,-0.185869,0.969268,0.161159,0.062520,-0.152018,0.986398,0.999412,0.012201,-0.032033,-0.010991,0.999230,0.037669,0.032468,-0.037294,0.998777,0.995245,0.090821,-0.035212,-0.082905,0.979556,0.183296,0.051139,-0.179505,0.982427,0.991060,-0.109242,0.076595,0.131701,0.892845,-0.430676,-0.021340,0.436914,0.899250,0.999426,-0.002947,0.033751,0.001547,0.999141,0.041421,-0.033845,-0.041345,0.998572,0.999994,-0.000120,0.003336,0.000111,0.999997,0.002502,-0.003337,-0.002502,0.999991,0.999973,-0.000162,-0.007397,0.000133,0.999992,-0.003925,0.007397,0.003924,0.999965,0.999159,0.022113,-0.034539,-0.028698,0.978625,-0.203640,0.029298,0.204460,0.978436,1.000000,-0.000032,-0.000044,0.000032,1.000000,0.000019,0.000044,-0.000019,1.000000,1.000000,-0.000039,-0.000035,0.000039,1.000000,-0.000002,0.000035,0.000002,1.000000,0.999393,-0.032102,0.013524,0.032185,0.999464,-0.005975,-0.013325,0.006406,0.999891,0.978371,0.102684,0.179572,-0.078358,0.987372,-0.137683,-0.191442,0.120634,0.974062,0.984799,-0.110782,-0.133782,0.107096,0.993651,-0.034458,0.136750,0.019607,0.990412,0.997265,0.003498,-0.073821,-0.006022,0.999404,-0.033991,0.073658,0.034343,0.996692,0.533086,0.844582,-0.050016,-0.844719,0.527981,-0.087664,-0.047632,0.088982,0.994894,0.391627,-0.905727,0.162132,0.917908,0.372348,-0.137119,0.063822,0.202522,0.977196,0.983114,0.133932,-0.124699,-0.154855,0.971965,-0.176927,0.097507,0.193250,0.976292,0.940009,0.234571,0.247708,-0.053692,0.818775,-0.571598,-0.336897,0.524008,0.782251,1.000000,-0.000063,-0.000003,0.000063,1.000000,-0.000066,0.000003,0.000066,1.000000,1.000000,-0.000048,0.000013,0.000048,1.000000,0.000088,-0.000013,-0.000088,1.000000,1.000000,-0.000013,-0.000001,0.000013,1.000000,-0.000028,0.000001,0.000028,1.000000,1.000000,-0.000009,0.000005,0.000009,1.000000,0.000038,-0.000005,-0.000038,1.000000
32.616667,0.402581,0.008701,-0.141543,-0.997064,-0.024514,-0.072549,-0.037419,0.982538,0.182262,0.066814,0.184442,-0.980570,0.964407,-0.148011,0.219115,0.204117,0.943491,-0.261075,-0.168092,0.296508,0.940121,0.980105,0.195773,-0.032678,-0.187770,0.967911,0.167003,0.064324,-0.157545,0.985415,0.999356,0.013937,-0.033079,-0.012706,0.999229,0.037144,0.033572,-0.036700,0.998762,0.995114,0.091005,-0.038294,-0.082501,0.979487,0.183845,0.054239,-0.179787,0.982209,0.990895,-0.111071,0.076095,0.133259,0.889747,-0.436568,-0.019215,0.442733,0.896447,0.999422,-0.004068,0.033754,0.002542,0.998977,0.045143,-0.033903,-0.045031,0.998410,0.999994,-0.000120,0.003479,0.000112,0.999997,0.002348,-0.003479,-0.002347,0.999991,0.999972,-0.000161,-0.007418,0.000132,0.999992,-0.003887,0.007418,0.003886,0.999965,0.999166,0.021133,-0.034938,-0.027968,0.977624,-0.208495,0.029750,0.209298,0.977399,1.000000,-0.000033,-0.000031,0.000033,1.000000,0.000020,0.000031,-0.000020,1.000000,1.000000,-0.000039,-0.000023,0.000039,1.000000,0.000001,0.000023,-0.000001,1.000000,0.999312,-0.035205,0.011693,0.035201,0.999380,0.000565,-0.011706,-0.000153,0.999931,0.977474,0.102764,0.184346,-0.077489,0.987195,-0.139433,-0.196314,0.122008,0.972921,0.984451,-0.110411,-0.136622,0.106973,0.993738,-0.032281,0.139330,0.017164,0.990097,0.997248,0.001489,-0.074118,-0.003633,0.999579,-0.028795,0.074044,0.028985,0.996834,0.530564,0.846247,-0.048667,-0.846125,0.525302,-0.090162,-0.050734,0.089015,0.994737,0.394366,-0.904978,0.159660,0.916629,0.375035,-0.138347,0.065323,0.200908,0.977430,0.981944,0.127955,-0.139331,-0.150750,0.974240,-0.167722,0.114281,0.185698,0.975939,0.934877,0.239056,0.262407,-0.051046,0.822086,-0.567070,-0.351283,0.516746,0.780752,1.000000,-0.000062,-0.000002,0.000062,1.000000,-0.000043,0.000002,0.000043,1.000000,1.000000,-0.000047,0.000024,0.000047,1.000000,0.000070,-0.000024,-0.000070,1.000000,1.000000,-0.000013,-0.000000,0.000013,1.000000,-0.000019,0.000000,0.000019,1.000000,1.000000,-0.000009,0.000008,0.000009,1.000000,0.000030,-0.000008,-0.000030,1.000000
32.633333,0.402986,0.008536,-0.142370,-0.996810,-0.023157,-0.076380,-0.036552,0.983180,0.178946,0.070951,0.181167,-0.980890,0.964958,-0.148015,0.216673,0.202932,0.944428,-0.258600,-0.166355,0.293508,0.941371,0.979643,0.197995,-0.033123,-0.189489,0.966508,0.173080,0.066282,-0.163280,0.984351,0.999313,0.015573,-0.033639,-0.014338,0.999226,0.036638,0.034183,-0.036131,0.998762,0.995004,0.090973,-0.041117,-0.081908,0.979363,0.184767,0.057078,-0.180477,0.981922,0.990823,-0.112447,0.075008,0.134153,0.885971,-0.443913,-0.016538,0.449901,0.892925,0.999398,-0.005267,0.034304,0.003581,0.998791,0.049031,-0.034521,-0.048878,0.998208,0.999993,-0.000119,0.003668,0.000111,0.999997,0.002363,-0.003668,-0.002362,0.999990,0.999972,-0.000157,-0.007417,0.000127,0.999992,-0.004028,0.007417,0.004027,0.999964,0.999184,0.020199,-0.034984,-0.027203,0.976659,-0.213067,0.029863,0.213845,0.976411,1.000000,-0.000033,-0.000006,0.000033,1.000000,0.000026,0.000006,-0.000026,1.000000,1.000000,-0.000036,0.000001,0.000036,1.000000,0.000012,-0.000001,-0.000012,1.000000,0.999240,-0.037811,0.009512,0.037752,0.999267,0.006289,-0.009743,-0.005925,0.999935,0.976563,0.102676,0.189161,-0.076484,0.987063,-0.140917,-0.201182,0.123147,0.971782,0.984071,-0.109921,-0.139722,0.106675,0.993825,-0.030536,0.142216,0.015145,0.989720,0.997221,-0.000430,-0.074504,-0.001382,0.999704,-0.024275,0.074492,0.024310,0.996925,0.528700,0.847418,-0.048565,-0.847195,0.523304,-0.091723,-0.052313,0.089638,0.994600,0.397422,-0.903990,0.157662,0.915235,0.378069,-0.139312,0.066329,0.199663,0.977617,0.980326,0.123519,-0.153961,-0.147918,0.976188,-0.158676,0.130695,0.178327,0.975253,0.929801,0.242509,0.276876,-0.047790,0.825427,-0.562482,-0.364948,0.509764,0.779072,1.000000,-0.000058,-0.000004,0.000058,1.000000,0.000004,0.000004,-0.000004,1.000000,1.000000,-0.000039,0.000046,0.000039,1.000000,0.000034,-0.000046,-0.000034,1.000000,1.000000,-0.000012,-0.000001,0.000012,1.000000,0.000002,0.000001,-0.000002,1.000000,1.000000,-0.000008,0.000016,0.000008,1.000000,0.000015,-0.000016,-0.000015,1.000000
32.650000,0.403337,0.008433,-0.143235,-0.996515,-0.021815,-0.080506,-0.035732,0.983793,0.175712,0.075368,0.177976,-0.981144,0.965621,-0.147967,0.213733,0.201514,0.945476,-0.255865,-0.164219,0.290139,0.942789,0.979248,0.199826,-0.033795,-0.190790,0.965209,0.178805,0.068349,-0.168647,0.983304,0.999271,0.017123,-0.034135,-0.015873,0.999206,0.036556,0.034734,-0.035988,0.998748,0.994930,0.090581,-0.043691,-0.081054,0.979429,0.184797,0.059532,-0.180319,0.981805,0.990891,-0.113112,0.073079,0.133992,0.882339,-0.451136,-0.013452,0.456818,0.889458,0.999375,-0.006562,0.034740,0.004706,0.998571,0.053236,-0.035040,-0.053040,0.997977,0.999993,-0.000125,0.003766,0.000115,0.999996,0.002642,-0.003766,-0.002642,0.999989,0.999972,-0.000160,-0.007472,0.000128,0.999991,-0.004248,0.007472,0.004247,0.999963,0.999200,0.019218,-0.035062,-0.026393,0.975742,-0.217327,0.030034,0.218078,0.975469,1.000000,-0.000033,-0.000001,0.000033,1.000000,0.000029,0.000001,-0.000029,1.000000,1.000000,-0.000035,0.000006,0.000035,1.000000,0.000015,-0.000006,-0.000015,1.000000,0.999196,-0.039440,0.007194,0.039362,0.999168,0.010717,-0.007610,-0.010425,0.999917,0.975692,0.101842,0.194043,-0.074725,0.987001,-0.142286,-0.206011,0.124327,0.970619,0.983680,-0.109096,-0.143078,0.105974,0.993937,-0.029287,0.145406,0.013647,0.989278,0.997182,-0.002548,-0.074974,0.001021,0.999792,-0.020395,0.075010,0.020261,0.996977,0.526181,0.848968,-0.048855,-0.848685,0.520653,-0.093031,-0.053544,0.090414,0.994464,0.400336,-0.903091,0.155427,0.913883,0.380982,-0.140252,0.067445,0.198190,0.977840,0.978248,0.118854,-0.170014,-0.144914,0.977988,-0.150134,0.148428,0.171506,0.973938,0.924608,0.245890,0.290925,-0.044760,0.828588,-0.558067,-0.378280,0.502972,0.777125,1.000000,-0.000057,-0.000007,0.000057,1.000000,0.000015,0.000007,-0.000015,1.000000,1.000000,-0.000037,0.000053,0.000037,1.000000,0.000028,-0.000053,-0.000028,1.000000,1.000000,-0.000012,-0.000002,0.000012,1.000000,0.000006,0.000002,-0.000006,1.000000,1.000000,-0.000007,0.000018,0.000007,1.000000,0.000012,-0.000018,-0.000012,1.000000
