t_s,tran_x,tran_y,tran_z,j0_r00,j0_r01,j0_r02,j0_r10,j0_r11,j0_r12,j0_r20,j0_r21,j0_r22,j1_r00,j1_r01,j1_r02,j1_r10,j1_r11,j1_r12,j1_r20,j1_r21,j1_r22,j2_r00,j2_r01,j2_r02,j2_r10,j2_r11,j2_r12,j2_r20,j2_r21,j2_r22,j3_r00,j3_r01,j3_r02,j3_r10,j3_r11,j3_r12,j3_r20,j3_r21,j3_r22,j4_r00,j4_r01,j4_r02,j4_r10,j4_r11,j4_r12,j4_r20,j4_r21,j4_r22,j5_r00,j5_r01,j5_r02,j5_r10,j5_r11,j5_r12,j5_r20,j5_r21,j5_r22,j6_r00,j6_r01,j6_r02,j6_r10,j6_r11,j6_r12,j6_r20,j6_r21,j6_r22,j7_r00,j7_r01,j7_r02,j7_r10,j7_r11,j7_r12,j7_r20,j7_r21,j7_r22,j8_r00,j8_r01,j8_r02,j8_r10,j8_r11,j8_r12,j8_r20,j8_r21,j8_r22,j9_r00,j9_r01,j9_r02,j9_r10,j9_r11,j9_r12,j9_r20,j9_r21,j9_r22,j10_r00,j10_r01,j10_r02,j10_r10,j10_r11,j10_r12,j10_r20,j10_r21,j10_r22,j11_r00,j11_r01,j11_r02,j11_r10,j11_r11,j11_r12,j11_r20,j11_r21,j11_r22,j12_r00,j12_r01,j12_r02,j12_r10,j12_r11,j12_r12,j12_r20,j12_r21,j12_r22,j13_r00,j13_r01,j13_r02,j13_r10,j13_r11,j13_r12,j13_r20,j13_r21,j13_r22,j14_r00,j14_r01,j14_r02,j14_r10,j14_r11,j14_r12,j14_r20,j14_r21,j14_r22,j15_r00,j15_r01,j15_r02,j15_r10,j15_r11,j15_r12,j15_r20,j15_r21,j15_r22,j16_r00,j16_r01,j16_r02,j16_r10,j16_r11,j16_r12,j16_r20,j16_r21,j16_r22,j17_r00,j17_r01,j17_r02,j17_r10,j17_r11,j17_r12,j17_r20,j17_r21,j17_r22,j18_r00,j18_r01,j18_r02,j18_r10,j18_r11,j18_r12,j18_r20,j18_r21,j18_r22,j19_r00,j19_r01,j19_r02,j19_r10,j19_r11,j19_r12,j19_r20,j19_r21,j19_r22,j20_r00,j20_r01,j20_r02,j20_r10,j20_r11,j20_r12,j20_r20,j20_r21,j20_r22,j21_r00,j21_r01,j21_r02,j21_r10,j21_r11,j21_r12,j21_r20,j21_r21,j21_r22,j22_r00,j22_r01,j22_r02,j22_r10,j22_r11,j22_r12,j22_r20,j22_r21,j22_r22,j23_r00,j23_r01,j23_r02,j23_r10,j23_r11,j23_r12,j23_r20,j23_r21,j23_r22
0.950000,-0.273923,-0.043391,-0.188283,0.892763,-0.134323,0.430037,0.148898,0.988852,-0.000245,-0.425210,0.064250,0.902811,0.949162,-0.097301,-0.299372,0.187719,0.938382,0.290173,0.252691,-0.331619,0.908942,0.906170,-0.263720,0.330617,-0.091764,0.640526,0.762434,-0.412838,-0.721234,0.556226,0.993322,0.086386,0.076476,-0.110646,0.901084,0.419292,-0.032691,-0.424953,0.904625,0.971823,0.158109,0.174819,-0.014025,0.779137,-0.626697,-0.235295,0.606586,0.759401,0.898830,-0.013851,-0.438078,-0.335236,0.622147,-0.707495,0.282348,0.782778,0.554561,0.997627,-0.054984,0.041427,0.059561,0.991123,-0.118856,-0.034524,0.121041,0.992047,0.999999,-0.000005,0.001083,0.000001,0.999993,0.003679,-0.001083,-0.003679,0.999993,1.000000,0.000035,0.000095,-0.000035,1.000000,-0.000125,-0.000095,0.000125,1.000000,0.995676,0.085022,-0.037417,-0.085263,0.996346,-0.004911,0.036863,0.008080,0.999288,1.000000,0.000028,0.000037,-0.000028,1.000000,-0.000019,-0.000037,0.000019,1.000000,1.000000,0.000015,0.000050,-0.000015,1.000000,-0.000007,-0.000050,0.000007,1.000000,0.993940,-0.091049,-0.061595,0.093806,0.994643,0.043436,0.057310,-0.048951,0.997156,0.764690,0.601502,-0.231180,-0.610817,0.790890,0.037356,0.205308,0.112643,0.972194,0.901384,-0.424054,-0.087660,0.415655,0.904076,-0.099391,0.121399,0.053154,0.991180,0.985775,-0.018007,-0.167105,-0.044773,0.930183,-0.364356,0.161999,0.366654,0.916144,0.678120,0.699280,-0.226188,-0.567787,0.693867,0.442906,0.466660,-0.171917,0.867567,0.418168,-0.830228,-0.368588,0.898997,0.436393,0.036969,0.130156,-0.346819,0.928858,0.191880,-0.819281,-0.540334,0.088137,0.562725,-0.821932,0.977453,0.110089,0.180185,0.833782,0.483230,-0.267013,-0.296623,-0.015816,-0.954864,-0.465642,0.875351,0.130150,1.000000,-0.000002,0.000089,0.000002,1.000000,-0.000026,-0.000089,0.000026,1.000000,1.000000,0.000009,0.000031,-0.000009,1.000000,-0.000085,-0.000031,0.000085,1.000000,1.000000,-0.000006,0.000023,0.000006,1.000000,-0.000012,-0.000023,0.000012,1.000000,1.000000,0.000005,0.000006,-0.000005,1.000000,-0.000038,-0.000006,0.000038,1.000000
0.967000,-0.281205,-0.044738,-0.193674,0.891111,-0.138581,0.432107,0.154736,0.987953,-0.002257,-0.426589,0.068874,0.901820,0.949861,-0.089507,-0.299588,0.184401,0.934145,0.305563,0.252508,-0.345486,0.903813,0.905119,-0.266359,0.331378,-0.090764,0.640400,0.762659,-0.415356,-0.720375,0.555463,0.992932,0.088565,0.079004,-0.113599,0.901959,0.416611,-0.034361,-0.422642,0.905645,0.971365,0.151045,0.183399,-0.005088,0.784957,-0.619529,-0.237537,0.600856,0.763249,0.898290,-0.013014,-0.439209,-0.336953,0.621150,-0.707556,0.282023,0.783584,0.553588,0.997576,-0.056989,0.039939,0.061140,0.991841,-0.111866,-0.033238,0.114037,0.992920,0.999999,-0.000032,0.001203,0.000028,0.999992,0.003979,-0.001203,-0.003979,0.999991,1.000000,0.000014,0.000098,-0.000014,1.000000,-0.000155,-0.000098,0.000155,1.000000,0.995649,0.084244,-0.039816,-0.084499,0.996412,-0.004747,0.039274,0.008091,0.999196,1.000000,0.000018,0.000040,-0.000018,1.000000,-0.000036,-0.000040,0.000036,1.000000,1.000000,0.000006,0.000051,-0.000006,1.000000,-0.000024,-0.000051,0.000024,1.000000,0.993915,-0.090524,-0.062756,0.093309,0.994710,0.042954,0.058536,-0.048549,0.997104,0.765098,0.598988,-0.236301,-0.608220,0.792750,0.040205,0.211410,0.112962,0.970848,0.902823,-0.421699,-0.084142,0.413310,0.904987,-0.100858,0.118679,0.056280,0.991336,0.986858,-0.017358,-0.160655,-0.043586,0.928769,-0.368088,0.155600,0.370253,0.915806,0.681162,0.696123,-0.226786,-0.562666,0.695934,0.446186,0.468429,-0.176320,0.865728,0.417985,-0.829950,-0.369421,0.898999,0.436406,0.036743,0.130722,-0.347468,0.928535,0.210682,-0.814240,-0.540949,0.088715,0.567012,-0.818918,0.973521,0.124541,0.191695,0.835298,0.476200,-0.274793,-0.292363,-0.038561,-0.955530,-0.465620,0.878491,0.107014,1.000000,0.000016,0.000091,-0.000016,1.000000,-0.000044,-0.000091,0.000044,1.000000,1.000000,-0.000012,0.000039,0.000012,1.000000,-0.000090,-0.000039,0.000090,1.000000,1.000000,-0.000002,0.000024,0.000002,1.000000,-0.000020,-0.000024,0.000020,1.000000,1.000000,0.000001,0.000009,-0.000001,1.000000,-0.000040,-0.000009,0.000040,1.000000
0.983000,-0.288625,-0.046042,-0.199326,0.889775,-0.142946,0.433436,0.160658,0.987001,-0.004295,-0.427187,0.073457,0.901174,0.950859,-0.080812,-0.298891,0.180028,0.929686,0.321362,0.251905,-0.359379,0.898549,0.904002,-0.269165,0.332159,-0.089670,0.640275,0.762894,-0.418018,-0.719442,0.554674,0.992499,0.090567,0.082121,-0.116610,0.903049,0.413406,-0.036718,-0.419881,0.906836,0.970865,0.142622,0.192562,0.004442,0.792740,-0.609544,-0.239586,0.592640,0.769010,0.897782,-0.011686,-0.440285,-0.338920,0.620087,-0.707549,0.281284,0.784446,0.552742,0.997505,-0.059313,0.038276,0.063041,0.992478,-0.104945,-0.031764,0.107096,0.993741,0.999999,-0.000052,0.001254,0.000047,0.999992,0.004023,-0.001255,-0.004023,0.999991,1.000000,-0.000004,0.000105,0.000004,1.000000,-0.000177,-0.000105,0.000177,1.000000,0.995634,0.083225,-0.042257,-0.083492,0.996498,-0.004586,0.041727,0.008094,0.999096,1.000000,0.000010,0.000045,-0.000010,1.000000,-0.000050,-0.000045,0.000050,1.000000,1.000000,-0.000002,0.000054,0.000002,1.000000,-0.000037,-0.000054,0.000037,1.000000,0.993976,-0.089050,-0.063883,0.091836,0.994884,0.042087,0.059808,-0.047701,0.997070,0.765257,0.596570,-0.241838,-0.605732,0.794498,0.043144,0.217878,0.113473,0.969357,0.904363,-0.419064,-0.080702,0.410765,0.906047,-0.101737,0.115754,0.058857,0.991533,0.987732,-0.017108,-0.155217,-0.042318,0.927462,-0.371516,0.150314,0.373526,0.915360,0.684277,0.693152,-0.226505,-0.556832,0.697227,0.451457,0.470854,-0.182796,0.863066,0.417769,-0.829178,-0.371394,0.898945,0.436532,0.036588,0.131787,-0.349148,0.927754,0.230754,-0.808367,-0.541568,0.087446,0.571566,-0.815883,0.969075,0.140910,0.202580,0.836272,0.470533,-0.281511,-0.288457,-0.059087,-0.955668,-0.466307,0.880402,0.086315,1.000000,0.000030,0.000093,-0.000030,1.000000,-0.000063,-0.000093,0.000063,1.000000,1.000000,-0.000028,0.000049,0.000028,1.000000,-0.000097,-0.000049,0.000097,1.000000,1.000000,0.000001,0.000025,-0.000001,1.000000,-0.000028,-0.000025,0.000028,1.000000,1.000000,-0.000003,0.000012,0.000003,1.000000,-0.000043,-0.000012,0.000043,1.000000
1.000000,-0.296200,-0.047412,-0.205093,0.888765,-0.146986,0.434156,0.166038,0.986101,-0.006048,-0.427233,0.077461,0.900817,0.951961,-0.072530,-0.297505,0.175664,0.925137,0.336548,0.250823,-0.372642,0.893435,0.902870,-0.272367,0.332629,-0.088196,0.639911,0.763371,-0.420770,-0.718561,0.553735,0.992086,0.092085,0.085357,-0.119199,0.904362,0.409781,-0.039459,-0.416713,0.908181,0.970256,0.134373,0.201364,0.013117,0.801397,-0.597988,-0.241726,0.582843,0.775798,0.897371,-0.010159,-0.441159,-0.341068,0.618376,-0.708014,0.279995,0.785817,0.551448,0.997420,-0.061834,0.036481,0.065161,0.993004,-0.098470,-0.030137,0.100593,0.994471,0.999999,-0.000075,0.001223,0.000070,0.999993,0.003833,-0.001223,-0.003833,0.999992,1.000000,-0.000027,0.000102,0.000027,1.000000,-0.000182,-0.000102,0.000182,1.000000,0.995620,0.082038,-0.044844,-0.082312,0.996597,-0.004304,0.044338,0.007976,0.998985,1.000000,-0.000001,0.000046,0.000001,1.000000,-0.000053,-0.000046,0.000053,1.000000,1.000000,-0.000012,0.000050,0.000012,1.000000,-0.000041,-0.000050,0.000041,1.000000,0.994096,-0.087245,-0.064504,0.090007,0.995088,0.041218,0.060591,-0.046780,0.997066,0.765152,0.594308,-0.247668,-0.603463,0.796068,0.045903,0.224442,0.114336,0.967757,0.905812,-0.416551,-0.077392,0.408396,0.907067,-0.102189,0.112766,0.060958,0.991750,0.988455,-0.017149,-0.150542,-0.040966,0.926318,-0.374508,0.145873,0.376352,0.914921,0.688035,0.689639,-0.225846,-0.549790,0.698515,0.458048,0.473644,-0.190985,0.859759,0.417787,-0.827917,-0.374177,0.898726,0.436980,0.036595,0.133211,-0.351571,0.926635,0.250195,-0.802042,-0.542339,0.085078,0.576200,-0.812869,0.964450,0.157235,0.212398,0.836612,0.466531,-0.287104,-0.284891,-0.077104,-0.955454,-0.467886,0.881138,0.068404,1.000000,0.000040,0.000082,-0.000040,1.000000,-0.000077,-0.000082,0.000077,1.000000,1.000000,-0.000040,0.000061,0.000040,1.000000,-0.000087,-0.000061,0.000087,1.000000,1.000000,0.000003,0.000021,-0.000003,1.000000,-0.000034,-0.000021,0.000034,1.000000,1.000000,-0.000005,0.000016,0.000005,1.000000,-0.000038,-0.000016,0.000038,1.000000
1.017000,-0.303944,-0.048878,-0.210902,0.888119,-0.150736,0.434192,0.170900,0.985260,-0.007520,-0.426659,0.080882,0.900789,0.953217,-0.064621,-0.295297,0.171091,0.920687,0.350803,0.249207,-0.384915,0.888671,0.901703,-0.275839,0.332933,-0.086412,0.639530,0.763894,-0.423632,-0.717576,0.552830,0.991683,0.093268,0.088685,-0.121479,0.905923,0.405643,-0.042508,-0.413043,0.909719,0.969614,0.125755,0.209843,0.021419,0.810833,-0.584885,-0.243700,0.571608,0.783502,0.897067,-0.008532,-0.441812,-0.343183,0.616404,-0.708711,0.278381,0.787384,0.550028,0.997322,-0.064421,0.034635,0.067373,0.993458,-0.092206,-0.028468,0.094292,0.995137,0.999999,-0.000090,0.001159,0.000086,0.999994,0.003561,-0.001160,-0.003561,0.999993,1.000000,-0.000044,0.000099,0.000044,1.000000,-0.000184,-0.000099,0.000184,1.000000,0.995612,0.080634,-0.047482,-0.080910,0.996714,-0.003910,0.047010,0.007734,0.998864,1.000000,-0.000009,0.000046,0.000009,1.000000,-0.000054,-0.000046,0.000054,1.000000,1.000000,-0.000019,0.000048,0.000019,1.000000,-0.000044,-0.000048,0.000044,1.000000,0.994267,-0.085066,-0.064785,0.087779,0.995326,0.040253,0.061058,-0.045709,0.997087,0.765086,0.591944,-0.253468,-0.601148,0.797675,0.048326,0.230791,0.115398,0.966136,0.907256,-0.413943,-0.074419,0.405959,0.908147,-0.102303,0.109931,0.062604,0.991966,0.989087,-0.017370,-0.146308,-0.039501,0.925409,-0.376906,0.141941,0.378572,0.914623,0.692130,0.685913,-0.224677,-0.542078,0.699518,0.465645,0.476557,-0.200495,0.855976,0.417877,-0.826419,-0.377373,0.898439,0.437568,0.036629,0.134856,-0.354353,0.925337,0.268173,-0.795267,-0.543722,0.082217,0.581229,-0.809576,0.959856,0.172403,0.221255,0.836568,0.463837,-0.291564,-0.281590,-0.092478,-0.955068,-0.469959,0.881081,0.053248,1.000000,0.000046,0.000073,-0.000046,1.000000,-0.000088,-0.000073,0.000088,1.000000,1.000000,-0.000049,0.000071,0.000049,1.000000,-0.000078,-0.000071,0.000078,1.000000,1.000000,0.000004,0.000018,-0.000004,1.000000,-0.000039,-0.000018,0.000039,1.000000,1.000000,-0.000007,0.000019,0.000007,1.000000,-0.000035,-0.000019,0.000035,1.000000
1.033000,-0.311873,-0.050450,-0.216747,0.887989,-0.154494,0.433136,0.175621,0.984417,-0.008918,-0.425009,0.083987,0.901284,0.954794,-0.056538,-0.291842,0.165588,0.916485,0.364192,0.246878,-0.396054,0.884417,0.900511,-0.279222,0.333339,-0.084549,0.639526,0.764106,-0.426534,-0.716269,0.552292,0.991205,0.094487,0.092656,-0.124016,0.907564,0.401182,-0.046185,-0.409144,0.911300,0.968991,0.115793,0.218287,0.030152,0.821393,-0.569565,-0.245251,0.558485,0.792430,0.896872,-0.006809,-0.442238,-0.345017,0.614847,-0.709173,0.276737,0.788617,0.549090,0.997207,-0.067136,0.032715,0.069732,0.993851,-0.086013,-0.026739,0.088054,0.995757,0.999999,-0.000100,0.001060,0.000097,0.999995,0.003204,-0.001061,-0.003204,0.999994,1.000000,-0.000056,0.000093,0.000056,1.000000,-0.000185,-0.000093,0.000185,1.000000,0.995620,0.078996,-0.050001,-0.079267,0.996847,-0.003445,0.049571,0.007394,0.998743,1.000000,-0.000017,0.000044,0.000017,1.000000,-0.000055,-0.000044,0.000055,1.000000,1.000000,-0.000024,0.000045,0.000024,1.000000,-0.000045,-0.000045,0.000045,1.000000,0.994494,-0.082574,-0.064529,0.085217,0.995586,0.039333,0.060996,-0.044615,0.997140,0.765234,0.589190,-0.259370,-0.598456,0.799555,0.050626,0.237209,0.116480,0.964450,0.908854,-0.410932,-0.071550,0.403152,0.909422,-0.102082,0.107018,0.063932,0.992200,0.989612,-0.017935,-0.142641,-0.037848,0.924685,-0.378847,0.138692,0.380311,0.914400,0.696171,0.682544,-0.222440,-0.533955,0.699436,0.475059,0.479831,-0.211950,0.851375,0.417339,-0.824899,-0.381274,0.898408,0.437637,0.036547,0.136712,-0.357792,0.923739,0.286445,-0.787876,-0.545161,0.078512,0.586393,-0.806213,0.954874,0.188134,0.229827,0.836238,0.461509,-0.296168,-0.278879,-0.107113,-0.954334,-0.472157,0.880646,0.039133,1.000000,0.000052,0.000063,-0.000052,1.000000,-0.000094,-0.000063,0.000094,1.000000,1.000000,-0.000055,0.000078,0.000055,1.000000,-0.000068,-0.000078,0.000068,1.000000,1.000000,0.000005,0.000015,-0.000005,1.000000,-0.000041,-0.000015,0.000041,1.000000,1.000000,-0.000008,0.000021,0.000008,1.000000,-0.000030,-0.000021,0.000030,1.000000
1.050000,-0.319983,-0.052166,-0.222626,0.888339,-0.158010,0.431145,0.179927,0.983627,-0.010237,-0.422468,0.086669,0.902225,0.956532,-0.048558,-0.287555,0.159578,0.912471,0.376738,0.244092,-0.406249,0.880557,0.899348,-0.282612,0.333622,-0.082478,0.639674,0.764208,-0.429384,-0.714806,0.551980,0.990680,0.095638,0.096987,-0.126586,0.909337,0.396335,-0.050290,-0.404918,0.912969,0.968301,0.105150,0.226574,0.038941,0.832442,-0.552743,-0.246731,0.544045,0.801960,0.896808,-0.004930,-0.442392,-0.346711,0.613306,-0.709681,0.274821,0.789830,0.548308,0.997066,-0.070044,0.030869,0.072316,0.994173,-0.079944,-0.025090,0.081942,0.996321,1.000000,-0.000105,0.000933,0.000103,0.999996,0.002772,-0.000933,-0.002772,0.999996,1.000000,-0.000066,0.000086,0.000066,1.000000,-0.000179,-0.000086,0.000179,1.000000,0.995645,0.077114,-0.052388,-0.077366,0.996999,-0.002782,0.052016,0.006823,0.998623,1.000000,-0.000022,0.000041,0.000022,1.000000,-0.000051,-0.000041,0.000051,1.000000,1.000000,-0.000028,0.000041,0.000028,1.000000,-0.000042,-0.000041,0.000042,1.000000,0.994771,-0.079900,-0.063606,0.082456,0.995846,0.038615,0.060256,-0.043658,0.997228,0.765497,0.586183,-0.265336,-0.595585,0.801570,0.052570,0.243501,0.117788,0.962722,0.910543,-0.407647,-0.068812,0.400105,0.910831,-0.101504,0.104054,0.064891,0.992452,0.990050,-0.018616,-0.139481,-0.036182,0.924208,-0.380172,0.135987,0.381436,0.914338,0.700344,0.679089,-0.219901,-0.525178,0.698855,0.485583,0.483433,-0.224588,0.846081,0.416518,-0.823165,-0.385891,0.898454,0.437557,0.036384,0.138899,-0.361860,0.921827,0.304712,-0.779802,-0.546863,0.074399,0.591901,-0.802569,0.949534,0.203866,0.238376,0.835577,0.459977,-0.300386,-0.276365,-0.120615,-0.953454,-0.474798,0.879701,0.026338,1.000000,0.000053,0.000053,-0.000053,1.000000,-0.000097,-0.000053,0.000097,1.000000,1.000000,-0.000056,0.000083,0.000056,1.000000,-0.000057,-0.000083,0.000057,1.000000,1.000000,0.000005,0.000012,-0.000005,1.000000,-0.000043,-0.000012,0.000043,1.000000,1.000000,-0.000008,0.000023,0.000008,1.000000,-0.000026,-0.000023,0.000026,1.000000
1.067000,-0.328243,-0.054026,-0.228453,0.888859,-0.160910,0.428997,0.183415,0.982970,-0.011328,-0.419868,0.088753,0.903235,0.958168,-0.041246,-0.283219,0.153849,0.908659,0.388161,0.241340,-0.415496,0.876994,0.898215,-0.286150,0.333658,-0.080191,0.639664,0.764460,-0.432179,-0.713406,0.551610,0.990180,0.096578,0.101078,-0.128816,0.911220,0.391260,-0.054317,-0.400438,0.914712,0.967471,0.094834,0.234534,0.047129,0.843284,-0.535397,-0.248553,0.529035,0.811384,0.896776,-0.002986,-0.442474,-0.348589,0.611148,-0.710622,0.272539,0.791511,0.547022,0.996902,-0.073082,0.029088,0.075064,0.994416,-0.074178,-0.023505,0.076132,0.996821,1.000000,-0.000107,0.000801,0.000105,0.999997,0.002380,-0.000801,-0.002380,0.999997,1.000000,-0.000070,0.000068,0.000070,1.000000,-0.000172,-0.000068,0.000172,1.000000,0.995673,0.075077,-0.054767,-0.075288,0.997160,-0.001803,0.054477,0.005918,0.998497,1.000000,-0.000026,0.000033,0.000026,1.000000,-0.000045,-0.000033,0.000045,1.000000,1.000000,-0.000030,0.000032,0.000030,1.000000,-0.000038,-0.000032,0.000038,1.000000,0.995084,-0.077057,-0.062202,0.079512,0.996110,0.037995,0.059032,-0.042754,0.997340,0.765754,0.583252,-0.270995,-0.592903,0.803468,0.053899,0.249172,0.119400,0.961071,0.912135,-0.404443,-0.066595,0.397139,0.912228,-0.100602,0.101438,0.065315,0.992696,0.990437,-0.019248,-0.136618,-0.034585,0.923967,-0.380905,0.133562,0.381987,0.914466,0.705104,0.674883,-0.217624,-0.515724,0.698702,0.495827,0.486679,-0.237376,0.840712,0.416083,-0.820994,-0.390952,0.898216,0.438077,0.035999,0.141712,-0.366138,0.919707,0.320622,-0.771380,-0.549705,0.069938,0.598038,-0.798411,0.944622,0.217542,0.245693,0.834549,0.459763,-0.303556,-0.273895,-0.131834,-0.952681,-0.478026,0.878202,0.015905,1.000000,0.000055,0.000041,-0.000055,1.000000,-0.000091,-0.000041,0.000091,1.000000,1.000000,-0.000057,0.000080,0.000057,1.000000,-0.000041,-0.000080,0.000041,1.000000,1.000000,0.000006,0.000008,-0.000006,1.000000,-0.000040,-0.000008,0.000040,1.000000,1.000000,-0.000009,0.000022,0.000009,1.000000,-0.000019,-0.000022,0.000019,1.000000
1.083000,-0.336652,-0.055995,-0.234157,0.889623,-0.163203,0.426538,0.186111,0.982452,-0.012261,-0.417053,0.090291,0.904386,0.959765,-0.034776,-0.278643,0.148421,0.905187,0.398255,0.238374,-0.423588,0.873929,0.897031,-0.289892,0.333613,-0.077713,0.639619,0.764754,-0.435081,-0.711934,0.551230,0.989686,0.097334,0.105109,-0.130815,0.913111,0.386154,-0.058390,-0.395921,0.916426,0.966540,0.084658,0.242144,0.054864,0.853902,-0.517533,-0.250581,0.513501,0.820686,0.896733,-0.001170,-0.442571,-0.350505,0.608676,-0.711800,0.270216,0.793418,0.545410,0.996715,-0.076198,0.027445,0.077930,0.994581,-0.068815,-0.022052,0.070728,0.997252,1.000000,-0.000104,0.000698,0.000103,0.999998,0.002079,-0.000698,-0.002079,0.999998,1.000000,-0.000070,0.000056,0.000070,1.000000,-0.000167,-0.000056,0.000167,1.000000,0.995704,0.072929,-0.057045,-0.073081,0.997326,-0.000590,0.056849,0.004756,0.998371,1.000000,-0.000027,0.000026,0.000027,1.000000,-0.000040,-0.000026,0.000040,1.000000,1.000000,-0.000030,0.000026,0.000030,1.000000,-0.000036,-0.000026,0.000036,1.000000,0.995415,-0.074206,-0.060353,0.076547,0.996363,0.037445,0.057355,-0.041893,0.997474,0.766091,0.580370,-0.276181,-0.590328,0.805303,0.054779,0.254201,0.121071,0.959543,0.913617,-0.401363,-0.064891,0.394281,0.913586,-0.099513,0.099225,0.065331,0.992918,0.990803,-0.019815,-0.133856,-0.033049,0.923826,-0.381384,0.131217,0.382300,0.914674,0.710361,0.670048,-0.215459,-0.505917,0.698914,0.505536,0.489320,-0.250109,0.835471,0.416002,-0.818478,-0.396278,0.897720,0.439142,0.035393,0.145054,-0.370471,0.917448,0.333114,-0.762971,-0.553994,0.065055,0.604749,-0.793755,0.940640,0.228371,0.251086,0.833300,0.460493,-0.305872,-0.271561,-0.140960,-0.952042,-0.481524,0.876400,0.007590,1.000000,0.000056,0.000034,-0.000056,1.000000,-0.000084,-0.000034,0.000084,1.000000,1.000000,-0.000057,0.000076,0.000057,1.000000,-0.000031,-0.000076,0.000031,1.000000,1.000000,0.000006,0.000006,-0.000006,1.000000,-0.000037,-0.000006,0.000037,1.000000,1.000000,-0.000008,0.000021,0.000008,1.000000,-0.000014,-0.000021,0.000014,1.000000
1.100000,-0.345228,-0.058059,-0.239761,0.890921,-0.165079,0.423094,0.188237,0.982035,-0.013213,-0.413312,0.091414,0.905990,0.961489,-0.029063,-0.273303,0.142990,0.902115,0.407114,0.234719,-0.430515,0.871530,0.895807,-0.293673,0.333597,-0.075062,0.639842,0.764832,-0.438060,-0.710182,0.551131,0.989147,0.097943,0.109525,-0.132794,0.914948,0.381098,-0.062884,-0.391506,0.918024,0.965569,0.074138,0.249359,0.062462,0.864421,-0.498873,-0.252537,0.497272,0.830028,0.896729,0.000443,-0.442579,-0.352108,0.606559,-0.712815,0.268134,0.795038,0.544075,0.996509,-0.079322,0.026014,0.080843,0.994680,-0.063840,-0.020812,0.065720,0.997621,1.000000,-0.000102,0.000610,0.000101,0.999998,0.001792,-0.000610,-0.001792,0.999998,1.000000,-0.000071,0.000056,0.000071,1.000000,-0.000161,-0.000056,0.000161,1.000000,0.995747,0.070682,-0.059092,-0.070764,0.997493,0.000707,0.058994,0.003477,0.998252,1.000000,-0.000029,0.000026,0.000029,1.000000,-0.000036,-0.000026,0.000036,1.000000,1.000000,-0.000030,0.000027,0.000030,1.000000,-0.000032,-0.000027,0.000032,1.000000,0.995746,-0.071576,-0.058024,0.073807,0.996576,0.037261,0.055158,-0.041385,0.997620,0.766692,0.577209,-0.281092,-0.587471,0.807341,0.055483,0.258962,0.122595,0.958076,0.915163,-0.398069,-0.063391,0.391200,0.915035,-0.098353,0.097156,0.065211,0.993131,0.991130,-0.020352,-0.131327,-0.031617,0.923718,-0.381767,0.129079,0.382533,0.914881,0.715620,0.665228,-0.212981,-0.495899,0.698601,0.515792,0.491908,-0.263494,0.829818,0.415586,-0.815973,-0.401841,0.897345,0.439969,0.034644,0.148529,-0.374987,0.915054,0.344047,-0.754600,-0.558759,0.059662,0.611454,-0.789028,0.937055,0.238126,0.255390,0.831980,0.461260,-0.308300,-0.269465,-0.149793,-0.951289,-0.484972,0.874529,-0.000331,1.000000,0.000054,0.000030,-0.000054,1.000000,-0.000085,-0.000030,0.000085,1.000000,1.000000,-0.000054,0.000079,0.000054,1.000000,-0.000026,-0.000079,0.000026,1.000000,1.000000,0.000005,0.000005,-0.000005,1.000000,-0.000038,-0.000005,0.000038,1.000000,1.000000,-0.000008,0.000022,0.000008,1.000000,-0.000013,-0.000022,0.000013,1.000000
